Names	total	elements
		GO:1902074
		GO:0038096
		GO:0030166
		GO:0031396
		GO:0006513
		GO:0021860
		GO:0001502
		GO:0070528
		GO:1903602
		GO:2000049
		GO:0050877
		GO:0016203
		GO:0006497
		GO:0046167
		GO:0048378
		GO:0021983
		GO:0046208
		GO:0090156
		GO:0003222
		GO:0050927
		GO:1902617
		GO:0003186
		GO:0022617
		GO:0048352
		GO:0050730
		GO:0006071
		GO:0007606
		GO:0048382
		GO:1990090
		GO:0018991
		GO:0046203
		GO:0035669
		GO:0007635
		GO:0060928
		GO:0039689
		GO:0050996
		GO:0048592
		GO:0032915
		GO:1904707
		GO:2000650
		GO:0090155
		GO:0060355
		GO:1905285
		GO:1904719
		GO:1904313
		GO:0015918
		GO:2001031
		GO:1903044
		GO:0060412
		GO:0038180
		GO:0001770
		GO:0022900
		GO:0003215
		GO:0043547
		GO:0006641
		GO:0035999
		GO:1903609
		GO:0051148
		GO:0061684
		GO:0072488
		GO:0035025
		GO:0001782
		GO:0032486
		GO:0002281
		GO:0071315
		GO:0060391
		GO:2000772
		GO:0050893
		GO:0036010
		GO:0032332
		GO:0035093
		GO:0032226
		GO:0021955
		GO:0021998
		GO:0007178
		GO:0090303
		GO:0010102
		GO:2001024
		GO:0006544
		GO:1901741
		GO:1903204
		GO:0035137
		GO:0021680
		GO:0031663
		GO:0071380
		GO:0006807
Ofav	24	GO:0042733
		GO:0046777
		GO:0043065
		GO:0043066
		GO:0042127
		GO:0030512
		GO:0048589
		GO:0030206
		GO:0048703
		GO:0090050
		GO:0007585
		GO:0036342
		GO:1900745
		GO:2000773
		GO:0003008
		GO:0071864
		GO:0006955
		GO:0071260
		GO:0050655
		GO:0045893
		GO:0001701
		GO:0033037
		GO:0043123
		GO:0009791
Mcap	209	GO:0010267
		GO:0097368
		GO:0002053
		GO:0021587
		GO:0044334
		GO:0031047
		GO:0042921
		GO:1904906
		GO:0010897
		GO:0042100
		GO:0034499
		GO:0072182
		GO:0009226
		GO:0000747
		GO:0043627
		GO:1904428
		GO:0006629
		GO:0060492
		GO:0007623
		GO:0000719
		GO:0030997
		GO:0031288
		GO:0060916
		GO:0033353
		GO:0097105
		GO:0099068
		GO:0015865
		GO:0061310
		GO:0014910
		GO:0060789
		GO:0006458
		GO:0061817
		GO:0099054
		GO:2000017
		GO:0032981
		GO:0090557
		GO:0110135
		GO:0002089
		GO:0036023
		GO:0050691
		GO:0072079
		GO:0032268
		GO:0099545
		GO:0042351
		GO:0006352
		GO:2000162
		GO:0032053
		GO:0006406
		GO:1902948
		GO:0002181
		GO:0039695
		GO:0000278
		GO:0060066
		GO:0009750
		GO:0015986
		GO:0042776
		GO:0007158
		GO:0030223
		GO:0035261
		GO:0034514
		GO:0003340
		GO:1905698
		GO:0045793
		GO:1902771
		GO:0008586
		GO:0070602
		GO:0007497
		GO:2000151
		GO:0090245
		GO:1900176
		GO:0061299
		GO:0061154
		GO:0007270
		GO:0006919
		GO:0060596
		GO:0090129
		GO:0001913
		GO:0010043
		GO:0009966
		GO:0006102
		GO:0071555
		GO:0050870
		GO:2000166
		GO:0036520
		GO:0033619
		GO:0036124
		GO:0007406
		GO:0070922
		GO:0060983
		GO:0044338
		GO:0061146
		GO:0044341
		GO:0045041
		GO:0001838
		GO:1902955
		GO:2000164
		GO:0035860
		GO:0002842
		GO:0060384
		GO:0035115
		GO:1902953
		GO:0051702
		GO:0006099
		GO:0032727
		GO:0046470
		GO:2000008
		GO:0072132
		GO:1900139
		GO:0097039
		GO:0090118
		GO:0038007
		GO:0048291
		GO:1902960
		GO:0043032
		GO:2001137
		GO:0099537
		GO:1904954
		GO:0019510
		GO:0061047
		GO:0014017
		GO:0032760
		GO:0002024
		GO:0048545
		GO:0033141
		GO:0035112
		GO:1900168
		GO:1903966
		GO:0048484
		GO:0071470
		GO:0061198
		GO:1990791
		GO:0071709
		GO:0042475
		GO:0090107
		GO:0045053
		GO:0034605
		GO:0021943
		GO:0010909
		GO:0048660
		GO:0060769
		GO:0090244
		GO:0032755
		GO:0042129
		GO:1902963
		GO:0051884
		GO:0097026
		GO:0038020
		GO:0045445
		GO:0071681
		GO:0006105
		GO:0071498
		GO:0050729
		GO:0000226
		GO:0140352
		GO:0021874
		GO:2001241
		GO:0016259
		GO:0061324
		GO:1904798
		GO:0009787
		GO:0001657
		GO:2000623
		GO:2000168
		GO:0003408
		GO:0014010
		GO:0035316
		GO:0031326
		GO:1902997
		GO:0006658
		GO:0048681
		GO:0033630
		GO:0071866
		GO:1900153
		GO:0099560
		GO:0045070
		GO:0014042
		GO:0061000
		GO:0060213
		GO:0072300
		GO:0099577
		GO:0045976
		GO:1900054
		GO:0030423
		GO:0044281
		GO:0009252
		GO:0060742
		GO:0045676
		GO:0060479
		GO:2000638
		GO:0009950
		GO:0035799
		GO:0120161
		GO:0070863
		GO:0042158
		GO:0099151
		GO:0035584
		GO:0048002
		GO:0048671
		GO:0030917
		GO:0072033
		GO:0046471
		GO:0019673
		GO:0006730
		GO:0031069
		GO:0000082
		GO:2000149
		GO:0003205
		GO:0032307
		GO:0045732
Pacuta	339	GO:0060838
		GO:0007492
		GO:0001558
		GO:0021512
		GO:0097692
		GO:0042906
		GO:0060482
		GO:0060828
		GO:0019343
		GO:0090091
		GO:0021846
		GO:0048263
		GO:1904231
		GO:0006885
		GO:0060242
		GO:0051901
		GO:1990138
		GO:0097676
		GO:0072089
		GO:0007527
		GO:0008377
		GO:0035150
		GO:0031100
		GO:1901811
		GO:0050810
		GO:0007156
		GO:0008595
		GO:0038083
		GO:0045721
		GO:0097402
		GO:0010142
		GO:0003417
		GO:0016571
		GO:0097198
		GO:0030149
		GO:2000742
		GO:0044524
		GO:0010042
		GO:0060033
		GO:0008615
		GO:0072164
		GO:0071372
		GO:0019761
		GO:0048680
		GO:0002143
		GO:0044332
		GO:1904936
		GO:0070654
		GO:0060903
		GO:0090333
		GO:0071711
		GO:0033506
		GO:0008210
		GO:0048106
		GO:0001659
		GO:0060669
		GO:0072053
		GO:0070342
		GO:0032526
		GO:0006535
		GO:0009645
		GO:0001952
		GO:1905437
		GO:0006626
		GO:0007275
		GO:0009617
		GO:0010823
		GO:0060710
		GO:0060560
		GO:0046306
		GO:1903579
		GO:0006864
		GO:0006694
		GO:0010596
		GO:0001945
		GO:2001222
		GO:0006700
		GO:0007374
		GO:0043153
		GO:0001937
		GO:0048144
		GO:0030903
		GO:0010940
		GO:0008535
		GO:0042246
		GO:0045879
		GO:0070131
		GO:0032374
		GO:0021871
		GO:0006879
		GO:0014733
		GO:0006783
		GO:0048864
		GO:0032447
		GO:0110020
		GO:0070731
		GO:0014034
		GO:1905088
		GO:0060702
		GO:0030199
		GO:0072003
		GO:0010236
		GO:0048754
		GO:0008152
		GO:0018298
		GO:0030522
		GO:0008347
		GO:0008033
		GO:0042539
		GO:0031214
		GO:0051304
		GO:0000413
		GO:0010223
		GO:1903147
		GO:0009688
		GO:0038063
		GO:0005979
		GO:0045008
		GO:0042074
		GO:0035298
		GO:0010266
		GO:0045591
		GO:2001027
		GO:0009956
		GO:0006534
		GO:0001764
		GO:0072044
		GO:0001944
		GO:1901771
		GO:0060252
		GO:0009786
		GO:0060425
		GO:0072078
		GO:0070525
		GO:0060707
		GO:0061302
		GO:0035321
		GO:0031397
		GO:0106034
		GO:0007601
		GO:1900245
		GO:0030500
		GO:0048812
		GO:0009887
		GO:0072060
		GO:0017004
		GO:0021854
		GO:0030900
		GO:0043049
		GO:0006825
		GO:1902669
		GO:0045165
		GO:0051145
		GO:0090548
		GO:0006667
		GO:0090090
		GO:0035915
		GO:0034227
		GO:0035284
		GO:1903852
		GO:0072656
		GO:0060444
		GO:0042168
		GO:0097475
		GO:0010540
		GO:0016121
		GO:1904948
		GO:0061564
		GO:0060535
		GO:2000379
		GO:0040025
		GO:1905438
		GO:0072207
		GO:1904831
		GO:0010845
		GO:0098869
		GO:0043588
		GO:0071559
		GO:0060573
		GO:0072655
		GO:0042754
		GO:0042332
		GO:0046690
		GO:0007634
		GO:0035277
		GO:0021879
		GO:0060428
		GO:0010715
		GO:0008614
		GO:0022002
		GO:0042744
		GO:1905516
		GO:0044029
		GO:0001710
		GO:0003012
		GO:0061180
		GO:0019344
		GO:0051568
		GO:0032364
		GO:0030539
		GO:0090527
		GO:0044319
		GO:0098867
		GO:2000001
		GO:0006287
		GO:0050667
		GO:0036516
		GO:0007292
		GO:0032570
		GO:0061038
		GO:0034968
		GO:0060993
		GO:0048653
		GO:0048232
		GO:2000853
		GO:0072181
		GO:0014012
		GO:1990519
		GO:0005981
		GO:0007566
		GO:0008582
		GO:1904439
		GO:0060173
		GO:0018272
		GO:0045744
		GO:0070307
		GO:0050768
		GO:0071482
		GO:0072174
		GO:0043583
		GO:0045669
		GO:0072236
		GO:0030589
		GO:0070814
		GO:0061303
		GO:0009584
		GO:0072054
		GO:0044572
		GO:1904234
		GO:0070252
		GO:0061077
		GO:0034103
		GO:1904937
		GO:0072170
		GO:0008299
		GO:0072046
		GO:0006979
		GO:0033574
		GO:0042401
		GO:0036071
		GO:0060749
		GO:0010162
		GO:2001255
		GO:0014909
		GO:0060823
		GO:0060898
		GO:0010363
		GO:0009880
		GO:0060484
		GO:1902455
		GO:0006820
		GO:0009948
		GO:0061060
		GO:1990384
		GO:0060674
		GO:0048146
		GO:1990918
		GO:0050652
		GO:0060896
		GO:0015854
		GO:1900077
		GO:0002098
		GO:0044648
		GO:0045019
		GO:0035988
		GO:0006311
		GO:0006856
		GO:0001893
		GO:0060070
		GO:0033674
		GO:2000323
		GO:0061580
		GO:0017000
		GO:0045743
		GO:0033564
		GO:0042592
		GO:1901601
		GO:1905485
		GO:0002785
		GO:0060253
		GO:0002168
		GO:0072205
		GO:0090270
		GO:0048034
		GO:0001503
		GO:0003339
		GO:0051567
		GO:0003338
		GO:0008585
		GO:0048266
		GO:0007377
		GO:0022009
		GO:1904244
		GO:0007565
		GO:0032274
		GO:0008045
		GO:0014737
		GO:0008652
		GO:1902262
		GO:0071679
		GO:0030182
		GO:0072061
		GO:0006784
		GO:0036065
		GO:0044070
		GO:0034551
		GO:0006975
		GO:0032536
		GO:0042441
		GO:0048514
		GO:0098829
		GO:0007595
		GO:0016332
		GO:0009228
		GO:0046663
		GO:0018108
		GO:1903716
		GO:1900246
		GO:0010763
		GO:0006826
		GO:0039015
		GO:1904938
		GO:0010187
		GO:0032074
		GO:0019346
		GO:0010084
		GO:0045333
		GO:0003416
		GO:0003084
Plob	181	GO:0061317
		GO:0008360
		GO:0014719
		GO:0016601
		GO:0110122
		GO:0035076
		GO:0043137
		GO:0033567
		GO:0035169
		GO:0007229
		GO:0001771
		GO:0071716
		GO:0006477
		GO:0035063
		GO:0098885
		GO:0007509
		GO:1990549
		GO:2000047
		GO:0018105
		GO:0030032
		GO:0040016
		GO:0006283
		GO:1904382
		GO:0009949
		GO:0032289
		GO:0046552
		GO:0035024
		GO:1902990
		GO:1904743
		GO:0075713
		GO:0009723
		GO:2001107
		GO:2000299
		GO:0031056
		GO:0007500
		GO:0015701
		GO:1903748
		GO:0021516
		GO:0035282
		GO:0044346
		GO:0030488
		GO:0010455
		GO:0006362
		GO:0042542
		GO:0000245
		GO:0043467
		GO:0031400
		GO:1902603
		GO:2000813
		GO:0097155
		GO:0018106
		GO:2000811
		GO:0035092
		GO:0046651
		GO:0046415
		GO:0043408
		GO:0006264
		GO:0042908
		GO:0045002
		GO:0055067
		GO:0007523
		GO:0007344
		GO:0051881
		GO:0006646
		GO:0001881
		GO:0043388
		GO:0007387
		GO:0046713
		GO:0051638
		GO:0017145
		GO:0010085
		GO:0036509
		GO:1901564
		GO:0140115
		GO:0030324
		GO:0036018
		GO:0060480
		GO:0007052
		GO:0051089
		GO:0000717
		GO:1905218
		GO:1900118
		GO:0031643
		GO:0072673
		GO:0007059
		GO:0042670
		GO:2001108
		GO:0030510
		GO:0072234
		GO:0060996
		GO:0045618
		GO:0014033
		GO:1900452
		GO:0060788
		GO:0051225
		GO:1902230
		GO:0001831
		GO:0198738
		GO:0016477
		GO:0051707
		GO:0008037
		GO:0033683
		GO:0006468
		GO:0044826
		GO:0051639
		GO:0071630
		GO:0007506
		GO:0007596
		GO:0002762
		GO:0062009
		GO:0090100
		GO:1990646
		GO:0007169
		GO:2000146
		GO:0006312
		GO:0043149
		GO:0042117
		GO:2000601
		GO:2000739
		GO:2001171
		GO:1905259
		GO:0038061
		GO:0036466
		GO:0007493
		GO:0001779
		GO:0010820
		GO:0014038
		GO:0006183
		GO:0035046
		GO:0040011
		GO:0042065
		GO:0006241
		GO:0046902
		GO:1905709
		GO:0021545
		GO:0010971
		GO:0035041
		GO:0045792
		GO:1902745
		GO:0070901
		GO:0019646
		GO:0043504
		GO:1903977
		GO:1902725
		GO:0060576
		GO:0043249
		GO:0001879
		GO:0007388
		GO:1904579
		GO:0010801
		GO:0046416
		GO:0035170
		GO:0042044
		GO:0046130
		GO:0010002
		GO:0090166
		GO:0006228
		GO:0071312
		GO:1902723
		GO:0007010
		GO:0006491
		GO:1905448
		GO:0010454
		GO:0070487
		GO:0045315
		GO:0045951
		GO:0061320
		GO:0060218
		GO:0019478
		GO:0048561
		GO:0030003
		GO:0007599
		GO:0021631
		GO:0048626
		GO:2000302
		GO:1903077
		GO:0150013
		GO:0019050
		GO:2000809
		GO:0040012
		GO:0021952
