"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","5_2","10_2","13_2","14_2","15_2","16_2","19_2","20_2","40_2","45_2","48_2","gene_id"
"17",67.9994533756123,-2.84693431061734,0.325759878880479,-8.73936446808995,2.34425432924349e-18,7.9967203679154e-15,"CvsMid",19,81,34,18,55,73,56,54,89,11,149,"Montipora_capitata_PredGene_adi2mcaRNA8620_R1"
"18",40.3305184143875,-1.97626667054067,0.397564122897724,-4.97093816246864,6.66296999246962e-07,0.000355136300598631,"CvsMid",11,57,25,31,20,39,47,26,48,21,72,"Montipora_capitata_PredGene_adi2mcaRNA12026_R0"
"19",744.431063691277,0.923254904804532,0.255511197993962,3.61336376664928,0.000302250193938004,0.0477331417389499,"CvsMid",1665,364,1491,2070,321,577,530,294,419,1549,548,"Montipora_capitata_PredGene_g32748"
"20",427.877792455207,0.608923379644816,0.152648307806304,3.98906079206251,6.6335421175011e-05,0.0146937265397531,"CvsMid",1177,274,772,1057,203,310,237,260,340,584,353,"Montipora_capitata_PredGene_g22334"
"21",132.464567006351,0.967732926734895,0.261609519802946,3.69915027352149,0.000216322496957948,0.0365306584961857,"CvsMid",306,65,212,372,59,88,69,72,91,316,93,"Montipora_capitata_PredGene_g33747"
"22",53.5958215837039,-2.07740502163667,0.392729128993393,-5.28966371035753,1.2254145699049e-07,8.36026836171921e-05,"CvsMid",43,103,26,43,26,37,40,62,46,17,93,"Montipora_capitata_PredGene_g61660"
"23",72.564166517921,-1.74559804846546,0.410703176106708,-4.250266737679,2.13516092573214e-05,0.00638900083320832,"CvsMid",72,54,29,38,68,79,47,75,155,36,55,"Montipora_capitata_PredGene_adi2mcaRNA26986_R2"
"24",1555.02669736155,0.625802440730696,0.17378851955007,3.60094235425256,0.000317065877700654,0.0482240776358442,"CvsMid",3202,1031,3368,4701,795,1221,931,730,1115,1941,1338,"Montipora_capitata_PredGene_adi2mcaRNA10298_R0"
"25",51.6620513476617,-0.996059249550007,0.25857118310141,-3.85216650054681,0.000117077369184334,0.0220078617361787,"CvsMid",53,45,64,57,29,50,42,47,73,24,70,"Montipora_capitata_PredGene_g40719"
"26",102.715167622297,2.63078456138179,0.60366928850214,4.35798973293713,1.31262539964834e-05,0.0043821238459957,"CvsMid",390,15,373,155,9,11,52,23,14,436,57,"Montipora_capitata_PredGene_g29444"
"27",294.433892607698,-4.69712064911566,0.900917625399148,-5.21370713225265,1.85103628313415e-07,0.000116930647574578,"CvsMid",17,351,8,5,325,105,117,402,579,59,635,"Montipora_capitata_PredGene_g66821"
"28",34.7481775450266,-2.52361645621059,0.571474071180826,-4.41597717810029,1.00554693751764e-05,0.00350012419720427,"CvsMid",0,47,21,16,27,37,34,37,37,19,48,"Montipora_capitata_PredGene_g67062"
"29",15.0944743606089,-1.92835636324326,0.477761507641977,-4.03623216269722,5.43164689265366e-05,0.0130481928733945,"CvsMid",12,24,11,5,13,10,8,16,20,9,20,"Montipora_capitata_PredGene_adi2mcaRNA1577_R1"
"30",317.73333559496,0.790413766463975,0.203864298799061,3.87715637863129,0.000105684435101815,0.0209599270360065,"CvsMid",612,185,596,942,112,231,174,190,308,550,248,"Montipora_capitata_PredGene_g28211"
"31",176.503596004498,-1.37026897920938,0.34094559555598,-4.01902531392108,5.84393926868464e-05,0.0134694902927953,"CvsMid",249,105,87,133,144,229,131,207,216,89,207,"Montipora_capitata_PredGene_g41734"
"32",1020.6980525005,1.76948782819482,0.150610774485196,11.7487466234944,7.16740422092235e-32,1.22247246392052e-27,"CvsMid",2812,450,2893,3440,307,466,345,371,548,2594,581,"Montipora_capitata_PredGene_adi2mcaRNA15384_R0"
"33",30.2090528545957,-1.88049300193045,0.366619154177297,-5.12928192786415,2.90849480457296e-07,0.000165357624622655,"CvsMid",25,21,18,27,26,37,25,42,36,7,33,"Montipora_capitata_PredGene_adi2mcaRNA4201_R8"
"34",73.7681204268675,-1.86763135495931,0.415216999090618,-4.49796458008625,6.86071235414245e-06,0.00248970872153731,"CvsMid",63,76,27,83,50,116,79,55,81,10,95,"Montipora_capitata_PredGene_g36718"
"35",44.064763666251,-1.04015586394731,0.280717270035464,-3.70535045391365,0.000211098651603988,0.0360049860175763,"CvsMid",52,41,37,60,24,44,51,46,37,38,39,"Montipora_capitata_PredGene_adi2mcaRNA15070_R6"
"36",1694.80006163767,-1.62812032445972,0.301484928672209,-5.40033736223645,6.65156903067049e-08,4.72704839112983e-05,"CvsMid",676,2029,1284,1818,1052,2101,1756,990,1843,751,2808,"Montipora_capitata_PredGene_g63102"
"37",69.3666478499949,-2.45527532035571,0.54485788248676,-4.50626741261355,6.59779307672208e-06,0.00244634692862113,"CvsMid",34,61,38,45,70,83,50,61,123,0,97,"Montipora_capitata_PredGene_g36333"
"38",514.504239209492,-0.901570937230578,0.231854236248357,-3.88852475511742,0.00010085538490944,0.0203825458908383,"CvsMid",633,640,647,581,267,439,428,364,531,304,789,"Montipora_capitata_PredGene_g43715"
"39",401.200529969516,0.702333115165927,0.193738958368706,3.62515170453901,0.000288791874054229,0.0460339645221395,"CvsMid",911,232,770,1143,206,266,277,186,283,700,274,"Montipora_capitata_PredGene_g50913"
"40",2799.81039710439,1.95829999617365,0.321028166711492,6.10008777807206,1.06010233354026e-09,1.13006908755392e-06,"CvsMid",6081,827,5857,11744,824,1479,1243,723,1310,9119,1284,"Montipora_capitata_PredGene_g22281"
"41",67.4354282519657,2.53658935003451,0.42169290947099,6.01525255242409,1.79606462992773e-09,1.80198107812043e-06,"CvsMid",137,20,243,383,12,9,26,11,13,192,31,"Montipora_capitata_PredGene_g55946"
"42",22.6480214953835,-1.57791365806358,0.33185349520637,-4.75485020003277,1.9859361518049e-06,0.000846803175129607,"CvsMid",16,31,20,25,17,20,25,18,21,12,25,"Montipora_capitata_PredGene_adi2mcaRNA21702_R1"
"43",88.1181258248469,-0.811925054740203,0.224863944329386,-3.6107391834721,0.000305325583403125,0.0477764509222358,"CvsMid",100,95,126,115,74,77,59,62,87,59,110,"Montipora_capitata_PredGene_g38249"
"44",348.794719459608,-0.622286474267289,0.163446136510539,-3.80728775578714,0.000140499230457704,0.024962029944652,"CvsMid",416,371,514,498,228,330,216,292,345,285,398,"Montipora_capitata_PredGene_g23101"
"45",77.2920411026736,1.05743980658663,0.251849492864558,4.19869738294575,2.68454793099698e-05,0.00776061856120075,"CvsMid",242,35,187,175,29,61,44,41,49,136,47,"Montipora_capitata_PredGene_g47151"
"46",80.8935219444812,-1.70051895904321,0.441000139604148,-3.85605084064062,0.000115233531821872,0.0220078617361787,"CvsMid",32,96,103,53,58,43,60,68,125,22,162,"Montipora_capitata_PredGene_g56911"
"47",16.7888235517263,-1.86653278304377,0.391302338729556,-4.77005271449145,1.84177714906459e-06,0.000805470539857582,"CvsMid",14,18,9,14,11,20,19,17,16,6,22,"Montipora_capitata_PredGene_g21181"
"48",127.567876354046,-1.01012575443792,0.243743643575709,-4.14421373053845,3.40981614165011e-05,0.00923140065269592,"CvsMid",133,144,171,145,98,114,77,104,144,62,181,"Montipora_capitata_PredGene_g31443"
"49",117.556828801501,-0.758502712997203,0.205500883021008,-3.69099490886208,0.000223378609131396,0.0373524074249519,"CvsMid",154,130,140,170,70,126,73,102,118,71,147,"Montipora_capitata_PredGene_g22815"
"50",730.788472586583,0.743465191661652,0.202150244911965,3.67778526306227,0.000235267893274107,0.0385839344969535,"CvsMid",2191,364,1388,1704,386,593,424,389,506,1095,544,"Montipora_capitata_PredGene_g22253"
"51",48.3674341242371,-2.16445900745077,0.310665899920686,-6.96715992325955,3.23402982443351e-12,5.01451024413982e-09,"CvsMid",24,59,18,34,27,50,57,51,47,25,75,"Montipora_capitata_PredGene_g3686"
"52",41.9748118015189,-3.08215894765466,0.334458660029914,-9.21536595099375,3.10218302826093e-20,1.32277084325046e-16,"CvsMid",17,49,9,15,23,49,50,48,55,7,66,"Montipora_capitata_PredGene_g64908"
"53",161.336593030947,-3.71554198909093,0.94108249729322,-3.94815757362158,7.87549630105598e-05,0.0163810323061964,"CvsMid",0,246,15,85,92,200,155,106,191,14,393,"Montipora_capitata_PredGene_g518"
"54",1952.96737711743,0.890613585940813,0.204544934894511,4.35412192631474,1.33601336768162e-05,0.0043821238459957,"CvsMid",4313,1227,4105,4452,700,1260,1157,919,1354,4161,1845,"Montipora_capitata_PredGene_g46631"
"55",204.8838506533,0.723567900052907,0.18799956696469,3.8487742910004,0.000118710323623853,0.0220078617361787,"CvsMid",433,112,441,521,92,156,141,99,148,352,164,"Montipora_capitata_PredGene_g17706"
"56",31.6373954566268,-2.24757375789479,0.385741854741289,-5.82662661639921,5.65589596294788e-09,4.82334807720196e-06,"CvsMid",18,42,26,18,24,26,27,33,45,3,46,"Montipora_capitata_PredGene_g21615"
"57",334.838647004211,-4.23150009637775,0.594406523760094,-7.11886550236722,1.08819032284142e-12,2.06224157182037e-09,"CvsMid",142,639,33,15,225,361,250,439,285,11,607,"Montipora_capitata_PredGene_g6064"
"58",628.761921320123,0.846033694370834,0.154050358680643,5.49192940293454,3.97566321286463e-08,3.08222326175542e-05,"CvsMid",1689,329,1419,1596,249,471,390,314,480,881,546,"Montipora_capitata_PredGene_g24884"
"59",19.7818699986117,-1.42609670238068,0.348981137407302,-4.0864578325798,4.380090484895e-05,0.0111686762807594,"CvsMid",15,22,21,19,13,23,18,20,18,10,24,"Montipora_capitata_PredGene_adi2mcaRNA12420_R3"
"60",328.401431190831,-2.71901713968889,0.286246655960772,-9.49886080088045,2.1219892592072e-21,1.56000485736743e-17,"CvsMid",120,362,126,79,275,502,364,287,350,122,421,"Montipora_capitata_PredGene_g54997"
"61",111.751748447502,-1.02661894446994,0.223138130685378,-4.60082255469578,4.20825811794693e-06,0.00166921047580704,"CvsMid",107,130,139,140,90,95,72,88,134,65,137,"Montipora_capitata_PredGene_adi2mcaRNA31183_R2"
"62",289.651168101481,-2.54840900624289,0.489704487092952,-5.2039731581205,1.95072194839099e-07,0.000118826834113417,"CvsMid",125,420,213,145,232,338,225,263,336,11,466,"Montipora_capitata_PredGene_g25159"
"63",92.1763082091228,-3.75675614128954,0.440933278665503,-8.52001044842763,1.5953892802776e-17,4.53515992740245e-14,"CvsMid",38,88,16,22,103,86,68,160,129,3,100,"Montipora_capitata_PredGene_g28510"
"64",38.6204870728771,-2.43934153989234,0.416075308061436,-5.8627404525821,4.55289601432318e-09,4.08706286422611e-06,"CvsMid",11,61,22,24,21,50,35,34,27,9,79,"Montipora_capitata_PredGene_adi2mcaRNA5341_R0"
"65",344.910029755406,0.952902109310338,0.223694507993074,4.25983685455453,2.04576170977117e-05,0.00623080566461735,"CvsMid",786,240,1058,846,100,205,188,181,212,536,321,"Montipora_capitata_PredGene_g65430"
"66",43.2909408778843,1.26137702691228,0.309731975852023,4.07247919250969,4.65153567601034e-05,0.0114980568826134,"CvsMid",100,23,165,104,13,26,20,22,24,74,33,"Montipora_capitata_PredGene_g65431"
"67",50.9054367734939,-1.15398876748854,0.244098678489437,-4.72755024578502,2.27244841565362e-06,0.000945338540911905,"CvsMid",51,43,51,56,33,62,48,52,47,32,58,"Montipora_capitata_PredGene_g56282"
"68",1800.91825461499,0.975340164404646,0.207054672682574,4.71054408851664,2.47056345740051e-06,0.00100328405546245,"CvsMid",3694,1025,3426,5323,701,1084,1024,861,1229,4045,1468,"Montipora_capitata_PredGene_g33208"
"69",129.450624030481,-1.57334084130978,0.316983223237081,-4.96348300469213,6.92401027669729e-07,0.000357866422058633,"CvsMid",168,121,92,104,94,105,91,188,138,44,181,"Montipora_capitata_PredGene_g59546"
"70",545.711281752164,0.649596725341177,0.148815333129939,4.36511958599035,1.27053231833157e-05,0.00433403984429265,"CvsMid",1145,318,1101,1360,270,399,336,295,390,941,468,"Montipora_capitata_PredGene_adi2mcaRNA9790_R0"
"71",491.889637781014,0.579370992329777,0.141727000800684,4.08793658975801,4.35227071229959e-05,0.0111686762807594,"CvsMid",1083,307,1011,1181,244,335,330,269,350,815,395,"Montipora_capitata_PredGene_g6322"
"72",607.926471555564,-0.56957696914895,0.146541700411286,-3.88679104685129,0.000101578119179248,0.0203825458908383,"CvsMid",806,587,892,962,460,523,391,486,605,484,650,"Montipora_capitata_PredGene_g62662"
"73",625.225191065038,0.768820957368472,0.194653362529294,3.94969266073053,7.82516043415445e-05,0.0163810323061964,"CvsMid",1604,329,1269,1779,299,448,440,290,423,979,428,"Montipora_capitata_PredGene_g47600"
"74",28.5495877647328,-1.2602487194421,0.327371019031709,-3.84960380173431,0.000118309038496716,0.0220078617361787,"CvsMid",38,31,23,19,19,25,24,25,34,18,41,"Montipora_capitata_PredGene_g33707"
"75",987.955318921618,1.0990256363838,0.241452199660267,4.55173172135177,5.32061540485431e-06,0.00206246400784534,"CvsMid",1984,441,2220,2837,460,529,569,437,580,2498,674,"Montipora_capitata_PredGene_g23209"
"76",230.139824834375,1.1125834418097,0.267919859832617,4.15267252866134,3.28614829256142e-05,0.00904008794805284,"CvsMid",678,107,407,784,61,154,123,145,121,391,212,"Montipora_capitata_PredGene_adi2mcaRNA9177_R0"
"77",91.6285535103079,1.45820874850519,0.2837943979955,5.13825769220544,2.77297452765323e-07,0.00016308915015053,"CvsMid",220,38,226,307,35,45,53,28,39,242,55,"Montipora_capitata_PredGene_g18352"
"78",101.78252801131,-1.61859801516424,0.419506212947869,-3.85834098568019,0.000114159304154431,0.0220078617361787,"CvsMid",50,114,34,89,96,121,84,79,144,99,79,"Montipora_capitata_PredGene_g48239"
"79",11.0721378425775,-2.22099419879638,0.551912297914619,-4.02417957923446,5.71742787446175e-05,0.0133653026475754,"CvsMid",8,14,9,7,12,11,6,13,15,0,12,"Montipora_capitata_PredGene_g27065"
"80",195.724422655658,0.777896979261678,0.190677563585501,4.07964610326512,4.51043144001772e-05,0.0113132233295503,"CvsMid",540,122,448,414,90,121,94,107,189,291,155,"Montipora_capitata_PredGene_adi2mcaRNA26986_R0"
"81",14.1256988552797,-2.62741229641215,0.484379517409465,-5.42428447524774,5.81871502862579e-08,4.31495667514093e-05,"CvsMid",9,17,6,10,14,11,16,15,16,0,19,"Montipora_capitata_PredGene_g71443"
"82",657.483955752354,0.782209209872089,0.189391297005482,4.1301222508099,3.62570382694813e-05,0.00966250069881677,"CvsMid",1466,350,1290,1704,289,439,440,304,560,1193,527,"Montipora_capitata_PredGene_g1833"
"83",50.0495870981751,-3.37116368580504,0.528715934636078,-6.37613407306412,1.81613950125194e-10,2.21257680952522e-07,"CvsMid",11,31,0,21,49,83,51,51,65,11,75,"Montipora_capitata_PredGene_g29986"
"84",33.608572376504,-1.38402036103515,0.35916780136885,-3.85340878486437,0.000116484670788599,0.0220078617361787,"CvsMid",45,28,21,24,21,23,39,32,42,20,51,"Montipora_capitata_PredGene_g45462"
"85",37.5835298306989,2.07553285835009,0.483757204153511,4.29044330612483,1.78316805525307e-05,0.00563216932414749,"CvsMid",143,11,57,77,11,13,12,13,18,160,15,"Montipora_capitata_PredGene_g33968"
"86",34.6054495269257,-1.18945257083238,0.292990266525784,-4.05969995159448,4.91358156876931e-05,0.0119722924624185,"CvsMid",43,37,36,29,24,34,30,31,46,20,32,"Montipora_capitata_PredGene_adi2mcaRNA6174_R8"
"87",44.6175336951533,1.01994113368986,0.266130738034792,3.83248151349027,0.000126857134751334,0.0232653257023521,"CvsMid",143,25,90,128,18,24,26,22,30,81,25,"Montipora_capitata_PredGene_g42570"
"88",548.673358547113,1.02894117474215,0.276678783707209,3.71890161202604,0.000200090964256231,0.0344722372359018,"CvsMid",1637,234,987,2350,248,292,379,270,273,818,273,"Montipora_capitata_PredGene_adi2mcaRNA26720_R3"
"89",47.4544066068938,1.44990785208667,0.297725856589655,4.8699426670389,1.11630633773563e-06,0.000514587051254564,"CvsMid",99,21,147,145,21,34,15,19,31,102,27,"Montipora_capitata_PredGene_g37834"
"90",24.3642797088182,1.23577479479792,0.340054713670907,3.63404694926198,0.000279010057012178,0.0449952101356858,"CvsMid",79,12,59,64,11,9,9,13,18,50,15,"Montipora_capitata_PredGene_adi2mcaRNA25316_R5"
"91",40.5611100083613,1.81223075203382,0.399501583183967,4.53622921238664,5.72689378051336e-06,0.0021706200071208,"CvsMid",236,11,90,113,13,15,18,17,18,71,15,"Montipora_capitata_PredGene_adi2mcaRNA25316_R4"
"92",3906.8946893921,2.94860571746549,0.383719067616053,7.68428250330225,1.53856818633901e-14,3.28022737327478e-11,"CvsMid",14982,426,13843,23132,948,1560,1008,544,799,6991,1156,"Montipora_capitata_PredGene_g18784"
"93",356.44462098112,3.92586410120646,0.938846197162403,4.18158385587768,2.89485446503743e-05,0.00809420291076694,"CvsMid",554,59,2269,69,47,19,20,32,42,2100,99,"Montipora_capitata_PredGene_g18788"
"94",37.1305150601787,-1.84217616972498,0.301260288545527,-6.11489877613452,9.66182722485354e-10,1.09861416764735e-06,"CvsMid",19,48,24,36,26,31,31,45,36,20,53,"Montipora_capitata_PredGene_g12169"
"95",446.954944579587,1.9497582796828,0.495977273486411,3.93114439695434,8.45424735642172e-05,0.0173729690254372,"CvsMid",939,213,618,1385,110,301,197,82,124,2027,163,"Montipora_capitata_PredGene_g3095"
"96",1614.08001846609,1.65716099823368,0.459812061253065,3.6039963669453,0.000313361437341943,0.0481503844621999,"CvsMid",2671,857,3069,5692,401,1105,888,303,430,5660,1192,"Montipora_capitata_PredGene_g3096"
"97",461.938830677653,-4.46635203874297,0.527000218545759,-8.47504779232869,2.34983048780621e-17,5.72552982857469e-14,"CvsMid",8,647,76,103,325,693,544,299,546,18,867,"Montipora_capitata_PredGene_adi2mcaRNA4923_R2"
"98",17.8717819624003,-2.19750511362951,0.419423693115395,-5.23934424711891,1.61148187092316e-07,0.000105713210732559,"CvsMid",9,15,8,9,13,16,15,25,26,9,26,"Montipora_capitata_PredGene_g44936"
"99",235.857112073607,-0.833922722902318,0.192287440619425,-4.33685486798285,1.44535990725086e-05,0.00465133180718313,"CvsMid",357,242,319,280,153,189,240,189,202,160,263,"Montipora_capitata_PredGene_g41469"
"100",186.717936654332,-1.47623288869408,0.211413758235278,-6.98267180441117,2.89618454529632e-12,4.9397323604574e-09,"CvsMid",155,197,168,200,124,208,158,185,201,63,264,"Montipora_capitata_PredGene_g43717"
"101",342.382743021224,1.0474040067236,0.275685607372954,3.79926981573124,0.000145123029961647,0.0255177154538748,"CvsMid",582,195,835,836,126,197,204,153,206,911,260,"Montipora_capitata_PredGene_g56247"
"102",3559.31996450897,0.794641824895264,0.197472741547746,4.02405830124728,5.720374608777e-05,0.0133653026475754,"CvsMid",7775,2041,6465,9255,1481,2244,2320,1699,2706,7127,3158,"Montipora_capitata_PredGene_g64596"
"103",25.5999612610378,-1.74308342251578,0.390618889485119,-4.46236336602504,8.10606155846567e-06,0.0028803538737748,"CvsMid",24,29,13,25,11,32,21,38,29,9,27,"Montipora_capitata_PredGene_g26775"
"104",59.4359417762718,-1.18371753253975,0.23946198954909,-4.9432376919974,7.68357089092152e-07,0.00037443138604445,"CvsMid",66,70,58,77,37,48,68,50,48,37,72,"Montipora_capitata_PredGene_adi2mcaRNA34317_R1"
"105",21.3763127182388,-2.89852247830336,0.452330498605317,-6.40797489278404,1.4746518493444e-10,2.0083389729596e-07,"CvsMid",7,32,10,12,18,25,15,23,28,0,30,"Montipora_capitata_PredGene_adi2mcaRNA13127_R1"
"106",205.397008831419,-0.645858414810529,0.158063279378024,-4.08607500332759,4.38732006807505e-05,0.0111686762807594,"CvsMid",294,183,281,276,134,196,154,166,227,137,240,"Montipora_capitata_PredGene_adi2mcaRNA39968_R0"
"107",858.18051207082,0.638201279159489,0.175645221136825,3.63346793626875,0.000279637211209117,0.0449952101356858,"CvsMid",1937,507,1754,2159,446,618,592,407,622,1435,616,"Montipora_capitata_PredGene_g15708"
"108",63.3439453471004,3.58540157078825,0.378524144452048,9.47205514717821,2.74391098270537e-21,1.56000485736743e-17,"CvsMid",172,13,346,281,6,11,9,7,9,188,14,"Montipora_capitata_PredGene_g43721"
"109",203.198645460427,0.926078463079797,0.186972763940665,4.95301263971091,7.30732262035815e-07,0.000366569690037731,"CvsMid",480,105,413,563,83,146,123,99,142,391,151,"Montipora_capitata_PredGene_g61994"
"110",219.248918234482,0.930414808636493,0.192738707430394,4.82733759627659,1.38370445668217e-06,0.00062106482139924,"CvsMid",610,149,520,625,92,132,137,82,141,352,144,"Montipora_capitata_PredGene_g22617"
"111",25.8502593459304,-2.19753545994781,0.609104112455606,-3.60781583149789,0.000308785543444115,0.0478786020816621,"CvsMid",19,40,32,9,25,17,21,24,29,0,37,"Montipora_capitata_PredGene_g32259"
"112",36.1918559570561,-1.60100689403056,0.400133234997002,-4.00118449056739,6.30261923400541e-05,0.0141444044283153,"CvsMid",19,29,25,32,18,27,29,58,58,26,42,"Montipora_capitata_PredGene_g52059"
"113",529.697764025384,-0.981855605838823,0.272816698061975,-3.5989571489344,0.000319495823924155,0.0482240776358442,"CvsMid",543,745,744,669,364,413,252,549,524,336,620,"Montipora_capitata_PredGene_g59067"
"114",159.148642315622,0.745836513143528,0.187160377663556,3.98501286679524,6.74764692764355e-05,0.0147548546151139,"CvsMid",410,84,324,349,78,143,90,76,121,240,144,"Montipora_capitata_PredGene_g43418"
"115",284.460839598599,1.44166869527958,0.254553144770301,5.66352734153212,1.48292528848109e-08,1.33119861685966e-05,"CvsHigh",769,95,668,984,113,160,145,98,150,683,164,"Montipora_capitata_PredGene_g35456"
"116",502.33038044213,-1.82535909691005,0.45870695784242,-3.97935777014553,6.91016856655339e-05,0.0163694215376576,"CvsHigh",310,607,670,194,265,452,334,674,560,127,878,"Montipora_capitata_PredGene_adi2mcaRNA3796_R3"
"117",17.6762196375865,-2.77350786561573,0.480724921381819,-5.76942809131555,7.95410097870456e-09,8.02705961132214e-06,"CvsHigh",7,17,11,9,16,26,17,16,22,0,25,"Montipora_capitata_PredGene_g61775"
"118",91.2819315986551,-1.44970449168217,0.376892875860218,-3.8464629727303,0.000119835230743955,0.024332258280582,"CvsHigh",137,60,62,84,76,94,58,83,174,43,86,"Montipora_capitata_PredGene_adi2mcaRNA26986_R3"
"119",17.8346684624415,-1.96359340122121,0.53082981678128,-3.69910155598941,0.0002163640195069,0.0365376704624722,"CvsHigh",19,14,12,12,16,21,20,17,22,0,22,"Montipora_capitata_PredGene_g63093"
"120",203.349467885992,1.82144765885357,0.481588566644661,3.78216549355401,0.000155469939852966,0.0294632810459133,"CvsHigh",643,243,449,842,53,63,84,162,122,193,45,"Montipora_capitata_PredGene_g13046"
"121",22.109352596405,-2.14607818404862,0.559669604609247,-3.83454482139865,0.000125797032646327,0.0248464391914129,"CvsHigh",6,37,8,24,13,33,25,10,16,9,35,"Montipora_capitata_PredGene_adi2mcaRNA38767_R7"
"122",149.620999168334,1.22839953489683,0.246667918025799,4.97997285065808,6.35931937595653e-07,0.000387373397415409,"CvsHigh",306,77,375,483,59,88,84,65,72,333,107,"Montipora_capitata_PredGene_g24143"
"123",46.9544317639804,-1.36726050572403,0.299919090513731,-4.55876451006187,5.14554284365047e-06,0.00204098555212331,"CvsHigh",58,61,44,48,29,53,27,30,59,24,70,"Montipora_capitata_PredGene_adi2mcaRNA21693_R0"
"124",200.807808281383,0.75802023654885,0.17915126329971,4.23117438631021,2.3247434487573e-05,0.00774194866028931,"CvsHigh",506,108,492,436,88,131,113,115,148,348,158,"Montipora_capitata_PredGene_g18729"
"125",660.098486436166,0.764288253617171,0.194781435871369,3.92382492817178,8.71540812264341e-05,0.0190576924281803,"CvsHigh",1912,432,1267,1546,395,403,344,365,513,982,453,"Montipora_capitata_PredGene_g44164"
"126",108.434994567514,-1.2378239220326,0.239033074109195,-5.17846296645599,2.23721473185269e-07,0.000165904062897737,"CvsHigh",108,113,100,111,102,119,66,105,125,56,112,"Montipora_capitata_PredGene_g43774"
"127",213.545452508858,0.969939273942068,0.200731261014715,4.83202899757087,1.3514856407974e-06,0.000719045218036458,"CvsHigh",660,142,423,530,88,121,122,145,145,330,138,"Montipora_capitata_PredGene_g53226"
