gene_id,18_T33_Of_VLL.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,19_T33_Ac_WK.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,20_T12_Mc_PWC.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,21_T33_Mc_EOU.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,24_T12_Ac_FM.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,26_T12_Of_WCL.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,29_T23_Mc_PND.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,30_T23_Of_RPG.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,31_T22_Ac_UV.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,32_T22_Of_EVR.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,33_T43_Mc_RFV.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,34_T22_Mc_SVS.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,35_T43_Ac_MT.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,36_T43_Of_JJN.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,37_T13_Ac_ML.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,38_T23_Ac_IN.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,39_T13_Mc_FJE.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,40_T13_Of_GWS.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,47_T31_Ac_JB.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,48_T31_Of_JNO.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,49_T31_Mc_SWQ.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,50_T21_Of_YZB.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,51_T42_Of_UOF.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,52_T11_Ac_II.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,53_T21_Ac_NH.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,54_T42_Ac_JQ.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,55_T32_Mc_TWP.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,56_T42_Mc_JAW.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,57_T32_Ac_NM.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,58_T21_Mc_EAH.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,59_T11_Of_TQP.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,60_T32_Of_WXY.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,61_T11_Mc_RAP.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf
Acerv_evm.TU.Segkk1316_pilon.1,1,1,1,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,1,1,1,0,0,1
Acerv_evm.TU.Segkk1991_pilon.18,0,57,0,0,0,0,0,0,25,0,0,0,55,0,23,36,0,0,22,0,0,0,0,27,29,68,0,0,15,0,0,0,0
Acerv_evm.model.Segkk3770_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3770_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1316_pilon.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk374_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk374_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk374_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk374_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk374_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk374_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4039_pilon.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4039_pilon.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4039_pilon.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4039_pilon.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4039_pilon.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4039_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2060_pilon.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4039_pilon.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3472_pilon.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1727_pilon.9,0,93,0,0,0,0,0,0,74,0,0,0,132,0,61,102,0,0,70,0,0,0,0,61,49,132,0,0,36,0,0,0,0
Acerv_evm.TU.Segkk1727_pilon.3,0,9,0,1,1,0,0,0,7,1,0,0,10,1,4,4,0,1,4,0,0,1,0,6,4,10,1,1,3,0,1,1,0
Acerv_evm.model.Segkk3472_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1727_pilon.1,0,128,0,0,0,0,0,0,78,0,0,0,115,0,78,105,0,0,82,0,0,0,0,102,44,123,0,0,62,0,0,0,0
Acerv_evm.model.Segkk3472_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1727_pilon.4,0,29,0,1,0,1,0,0,18,0,0,0,26,0,16,13,1,0,12,0,0,0,0,10,8,23,0,0,4,0,0,0,1
Acerv_evm.TU.Segkk1727_pilon.5,0,639,0,0,0,0,0,0,474,0,0,0,720,0,441,609,0,0,412,0,0,0,0,498,291,698,0,0,279,0,0,0,0
Acerv_evm.TU.Segkk1603_pilon.4,0,3,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Acerv_evm.model.Segkk165_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1603_pilon.6,0,701,1,2,4,2,3,0,433,2,0,3,771,0,429,574,9,2,359,0,0,2,2,453,296,892,7,0,238,0,2,0,0
Acerv_evm.TU.Segkk1603_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk165_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk165_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1765_pilon.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1765_pilon.32,0,469,0,0,0,0,0,0,377,0,0,0,580,0,354,350,0,0,295,0,0,0,0,331,279,694,0,0,222,0,0,0,0
Acerv_evm.TU.Segkk3257_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3257_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2086_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2452_pilon.1,0,17,0,0,0,0,0,0,15,0,0,0,22,0,13,11,0,0,0,0,0,0,0,10,16,24,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1519_pilon.1,14,5,65,18,27,134,5,50,2,29,27,22,4,51,2,1,12,26,1,47,13,47,25,3,4,3,35,38,1,68,92,21,14
Acerv_evm.model.Segkk826_pilon.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk826_pilon.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3332_pilon.1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
Acerv_evm.TU.Segkk2116_pilon.39,0,330,0,0,0,0,0,0,158,0,0,0,357,0,222,464,0,0,111,0,0,0,0,276,71,251,0,0,104,0,0,0,0
Acerv_evm.TU.Segkk2116_pilon.38,0,1246,0,0,0,0,0,0,1385,0,0,0,1817,0,1283,1943,0,0,1205,0,0,0,0,1034,1062,1921,0,0,796,0,0,0,0
Acerv_evm.model.Segkk2156_pilon.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2156_pilon.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2348_pilon.2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
Acerv_evm.TU.Segkk2116_pilon.32,0,112,0,0,0,0,0,0,70,0,0,0,132,0,79,88,0,0,58,0,0,0,0,46,0,131,0,0,39,0,0,0,0
Acerv_evm.TU.Segkk2348_pilon.1,0,4,0,0,0,0,0,0,3,0,0,0,4,0,2,2,0,0,2,0,0,0,0,4,2,3,0,0,1,0,0,0,0
Acerv_evm.TU.Segkk2116_pilon.37,8,205,21,0,0,0,6,0,157,8,19,0,255,7,153,151,11,6,106,9,0,0,0,174,125,371,19,16,116,17,19,0,0
Acerv_evm.TU.Segkk2116_pilon.34,0,217,0,0,0,0,0,0,135,0,0,0,196,0,155,200,0,0,165,0,0,0,0,224,101,207,0,0,127,0,0,0,0
Acerv_evm.model.Segkk28_pilon.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3684_pilon.10,0,130,0,0,0,0,1,0,47,0,0,0,129,0,63,34,0,0,47,1,1,0,0,38,72,123,0,0,37,1,0,0,0
Acerv_evm.TU.Segkk1289_pilon.4,0,103,0,0,0,0,0,0,65,0,0,0,98,0,50,62,0,0,42,0,0,0,0,27,45,124,0,0,31,0,0,0,0
Acerv_evm.TU.Segkk3684_pilon.16,0,19,0,0,0,1,0,0,9,0,0,0,14,1,13,13,0,0,9,0,0,0,0,6,8,16,1,0,6,0,0,1,0
Acerv_evm.TU.Segkk3684_pilon.17,0,7,0,1,0,0,0,0,5,0,0,0,10,1,6,5,1,0,5,0,1,0,0,7,4,13,0,0,3,0,0,0,0
Acerv_evm.TU.Segkk3684_pilon.14,0,12,0,1,0,1,0,0,7,0,0,0,16,1,8,6,0,0,7,0,0,0,0,5,5,10,1,0,3,0,0,0,0
Acerv_evm.TU.Segkk3684_pilon.15,0,9,0,0,0,0,0,0,9,0,0,0,19,0,7,0,0,0,6,0,0,0,0,7,7,9,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3684_pilon.18,0,12,0,1,1,0,0,0,9,0,0,1,11,0,11,10,0,1,4,0,1,0,1,8,4,14,0,0,8,0,0,0,0
Acerv_evm.model.Segkk4132_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1988_pilon.1,0,28,0,0,0,0,0,0,22,0,0,0,25,0,19,18,0,0,15,0,0,0,0,0,12,39,0,0,13,0,0,0,0
Acerv_evm.TU.Segkk2213_pilon.2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Acerv_evm.TU.Segkk2213_pilon.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
Acerv_evm.TU.Segkk1988_pilon.5,0,4,1,0,0,0,0,0,3,0,1,0,3,2,8,3,0,0,2,1,0,1,0,5,0,6,1,0,3,1,1,0,0
Acerv_evm.TU.Segkk1988_pilon.7,0,221,0,0,0,0,0,0,123,0,0,0,242,0,97,133,0,0,79,0,0,0,0,84,111,285,0,0,65,0,0,0,0
Acerv_evm.TU.Segkk3283_pilon.1,0,13,0,0,0,0,0,0,11,0,0,0,9,0,11,9,0,0,3,0,0,0,0,14,10,18,0,0,5,0,0,0,0
Acerv_evm.TU.Segkk2240_pilon.2,0,14,0,0,0,0,0,0,15,0,0,0,12,0,9,0,0,0,5,0,0,0,0,10,5,14,0,0,4,0,0,0,0
Acerv_evm.TU.Segkk2240_pilon.1,0,3,0,0,0,1,0,0,3,0,0,0,6,0,2,2,0,0,1,0,0,0,0,3,2,5,0,0,1,0,0,0,0
Acerv_evm.model.Segkk3795_pilon.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2240_pilon.6,0,118,3,3,0,8,0,0,85,0,0,0,143,4,99,76,0,3,70,0,3,2,1,110,48,142,0,0,56,2,0,3,2
Acerv_evm.model.Segkk3795_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3795_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2240_pilon.9,0,46,0,0,0,0,0,1,21,0,0,1,53,1,30,35,0,1,8,1,0,0,2,23,20,46,0,0,15,0,2,1,0
Acerv_evm.TU.Segkk2240_pilon.8,0,106,0,0,0,0,0,0,71,0,0,0,92,0,67,147,0,0,93,0,0,0,0,86,55,123,0,0,42,0,0,0,0
Acerv_evm.model.Segkk3795_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3795_pilon.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3795_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk287_pilon.9,1,6,0,0,3,11,0,3,3,5,0,0,3,2,2,2,0,7,1,8,1,9,6,2,1,2,0,0,3,0,13,9,0
Acerv_evm.model.Segkk1386_pilon.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1386_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk287_pilon.3,0,8,1,0,0,0,0,0,8,0,1,1,13,0,10,20,0,0,10,1,0,0,0,10,2,15,0,0,6,0,0,0,0
Acerv_evm.TU.Segkk255_pilon.22,0,46,0,0,0,0,0,0,50,0,0,0,57,0,27,14,0,0,15,0,0,0,0,12,26,53,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk287_pilon.6,3,164,0,23,18,0,14,0,133,13,17,0,209,0,95,113,19,15,70,0,0,0,0,72,121,256,20,19,57,0,26,19,15
Acerv_evm.model.Segkk4309_pilon.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4309_pilon.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4309_pilon.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4309_pilon.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk2874_pilon.2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2737_pilon.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4300_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4300_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk4300_pilon.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1961_pilon.1,1,18,0,1,1,2,0,1,7,2,1,1,25,2,9,7,0,2,4,1,1,2,1,6,9,14,1,0,4,0,3,3,1
Acerv_evm.model.Segkk2115_pilon.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2737_pilon.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2115_pilon.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk19_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk388_pilon.1,0,419,0,0,0,0,0,0,336,0,0,0,531,0,303,294,0,0,233,0,0,0,0,288,240,480,0,0,211,0,0,0,0
Acerv_evm.model.Segkk19_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2802_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2802_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk409_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk409_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk409_pilon.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1039_pilon.1,0,47,0,0,0,0,0,0,38,0,0,0,63,0,31,0,0,0,0,0,0,0,0,44,29,63,0,0,27,0,0,0,0
Acerv_evm.TU.Segkk1039_pilon.4,0,154,0,0,0,0,0,0,101,0,0,0,163,0,74,70,0,0,88,0,0,0,0,77,75,171,0,0,54,0,0,0,0
Acerv_evm.model.Segkk134_pilon.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1907_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3714_pilon.10,0,14,0,0,0,0,0,0,19,0,0,0,27,0,8,5,0,0,0,0,0,0,0,4,4,13,0,0,5,0,0,0,0
Acerv_evm.model.Segkk1907_pilon.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk908_pilon.5,0,19,0,0,0,0,1,0,20,1,0,0,36,0,26,22,1,0,16,0,0,0,0,27,11,42,0,0,16,1,0,0,0
Acerv_evm.TU.Segkk908_pilon.7,0,951,0,0,0,0,22,0,768,0,21,0,1264,0,584,686,0,0,470,0,0,0,0,612,642,1331,0,0,354,0,0,0,27
Acerv_evm.TU.Segkk908_pilon.3,0,79,0,0,0,0,0,0,48,0,0,0,94,0,41,42,0,0,49,0,0,0,0,45,41,80,0,0,36,0,0,0,0
Acerv_evm.model.Segkk335_pilon.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk908_pilon.9,0,382,0,0,0,0,0,0,286,0,0,0,413,0,242,392,0,0,212,0,0,0,0,318,166,572,0,0,228,0,0,0,0
Acerv_evm.model.Segkk1600_pilon.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1600_pilon.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1600_pilon.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1600_pilon.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1600_pilon.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1600_pilon.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1058_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk1600_pilon.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3131_pilon.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk3131_pilon.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2596_pilon.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk3669_pilon.9,0,20,0,0,0,0,0,0,14,0,0,0,24,0,18,25,0,0,23,0,0,0,0,19,9,24,0,0,10,0,0,0,0
Acerv_evm.model.Segkk2596_pilon.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2596_pilon.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.model.Segkk2596_pilon.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1079_pilon.8,0,395,0,0,0,0,0,0,230,0,0,0,412,0,248,215,0,0,194,0,0,0,0,195,174,405,0,0,125,0,0,0,0
Acerv_evm.TU.Segkk1079_pilon.9,0,5,0,0,0,0,0,0,5,0,0,0,5,0,4,4,0,0,3,0,0,0,0,4,0,7,0,0,3,0,0,0,0
Acerv_evm.TU.Segkk1079_pilon.4,0,23,0,0,0,0,0,0,6,0,0,0,14,0,3,7,0,0,2,0,0,0,0,4,5,17,0,0,0,0,0,0,0
Acerv_evm.TU.Segkk1079_pilon.5,0,4548,12,7,0,0,23,0,4724,0,0,0,6933,0,2828,5159,4,0,1067,0,0,4,5,2614,4117,10827,6,0,1405,10,10,3,7
Acerv_evm.TU.Segkk1079_pilon.7,2,200,2,3,0,0,0,2,97,2,1,2,210,1,79,66,1,1,60,0,0,1,3,43,86,207,2,1,35,2,2,1,1
Acerv_evm.TU.Segkk1079_pilon.1,0,2,0,0,0,0,0,0,0,0,0,0,24,0,4,1,0,0,0,0,0,0,0,4,0,3,0,0,6,0,0,0,0
Acerv_evm.TU.Segkk1079_pilon.2,0,193,0,0,0,0,0,0,79,0,0,0,109,0,96,32,0,0,18,0,0,0,0,83,57,200,0,0,58,0,0,0,0
Acerv_evm.TU.Segkk1079_pilon.3,0,37,0,1,0,0,0,0,28,0,0,0,52,0,53,409,0,0,177,0,0,0,0,29,18,58,0,0,62,0,0,0,0
