Orthogroup	Acerv_assembly_v1.0.protein	Montipora_capitata_HIv2.genes.pep
OG0010605	Acerv_evm.model.Segkk687_pilon.23	Montipora_capitata_PredGene_g9357.t1
OG0010606	Acerv_evm.model.Segkk687_pilon.20	Montipora_capitata_PredGene_g9360.t1
OG0010607	Acerv_evm.model.Segkk687_pilon.21	Montipora_capitata_PredGene_g9359.t1
OG0010609	Acerv_evm.model.Segkk687_pilon.25	Montipora_capitata_PredGene_g9355.t1
OG0010610	Acerv_evm.model.Segkk691_pilon.5	Montipora_capitata_PredGene_g24494.t1
OG0010611	Acerv_evm.model.Segkk694_pilon.5	Montipora_capitata_PredGene_g41905.t1
OG0010612	Acerv_evm.model.Segkk694_pilon.4	Montipora_capitata_PredGene_g37189.t1, Montipora_capitata_PredGene_g41906.t1
OG0010613	Acerv_evm.model.Segkk697_pilon.6	Montipora_capitata_PredGene_g28553.t1
OG0010614	Acerv_evm.model.Segkk697_pilon.5	Montipora_capitata_PredGene_g28551.t1
OG0010616	Acerv_evm.model.Segkk698_pilon.2	Montipora_capitata_PredGene_g31183.t1
OG0010617	Acerv_evm.model.Segkk698_pilon.1	Montipora_capitata_PredGene_g43985.t1
OG0010618	Acerv_evm.model.Segkk699_pilon.4	Montipora_capitata_PredGene_g55027.t1
OG0010619	Acerv_evm.model.Segkk699_pilon.1	Montipora_capitata_PredGene_g55030.t1
OG0010620	Acerv_evm.model.Segkk2541_pilon.6, Acerv_evm.model.Segkk702_pilon.9, Acerv_evm.model.Segkk702_pilon.10	Montipora_capitata_PredGene_g36678.t1, Montipora_capitata_PredGene_adi2mcaRNA24366_R1.t1
OG0010622	Acerv_evm.model.Segkk703_pilon.1	Montipora_capitata_PredGene_adi2mcaRNA15601_R0.t1
OG0010623	Acerv_evm.model.Segkk704_pilon.3	Montipora_capitata_PredGene_g6322.t1
OG0010624	Acerv_evm.model.Segkk706_pilon.10	Montipora_capitata_PredGene_g36521.t1
OG0010625	Acerv_evm.model.Segkk706_pilon.7	Montipora_capitata_PredGene_g36522.t1
OG0010626	Acerv_evm.model.Segkk706_pilon.4	Montipora_capitata_PredGene_g36541.t1
OG0010627	Acerv_evm.model.Segkk708_pilon.9	Montipora_capitata_PredGene_g39717.t1
OG0010628	Acerv_evm.model.Segkk708_pilon.14	Montipora_capitata_PredGene_g8470.t1
OG0010629	Acerv_evm.model.Segkk708_pilon.11	Montipora_capitata_PredGene_g39719.t1
OG0010630	Acerv_evm.model.Segkk708_pilon.10	Montipora_capitata_PredGene_g39718.t1
OG0010631	Acerv_evm.model.Segkk711_pilon.30	Montipora_capitata_PredGene_g43234.t1
OG0010632	Acerv_evm.model.Segkk711_pilon.8	Montipora_capitata_PredGene_g22676.t1
OG0010633	Acerv_evm.model.Segkk711_pilon.11	Montipora_capitata_PredGene_adi2mcaRNA12045_R0.t1
OG0010634	Acerv_evm.model.Segkk711_pilon.10	Montipora_capitata_PredGene_g22674.t1
OG0010635	Acerv_evm.model.Segkk713_pilon.16	Montipora_capitata_PredGene_g62792.t1
OG0010636	Acerv_evm.model.Segkk713_pilon.2	Montipora_capitata_PredGene_g43060.t1
OG0010637	Acerv_evm.model.Segkk714_pilon.2	Montipora_capitata_PredGene_g41449.t1
OG0010638	Acerv_evm.model.Segkk714_pilon.12	Montipora_capitata_PredGene_g25323.t1
OG0010639	Acerv_evm.model.Segkk717_pilon.6	Montipora_capitata_PredGene_g32455.t1
OG0010640	Acerv_evm.model.Segkk718_pilon.9	Montipora_capitata_PredGene_g55602.t1
OG0010641	Acerv_evm.model.Segkk718_pilon.10	Montipora_capitata_PredGene_g55601.t1
OG0010642	Acerv_evm.model.Segkk723_pilon.9	Montipora_capitata_PredGene_g38386.t1
OG0010643	Acerv_evm.model.Segkk723_pilon.5	Montipora_capitata_PredGene_g38390.t1
OG0010644	Acerv_evm.model.Segkk723_pilon.16	Montipora_capitata_PredGene_g38377.t1
OG0010645	Acerv_evm.model.Segkk724_pilon.4	Montipora_capitata_PredGene_g35449.t1
OG0010646	Acerv_evm.model.Segkk728_pilon.4	Montipora_capitata_PredGene_g8026.t1
OG0010647	Acerv_evm.model.Segkk728_pilon.2	Montipora_capitata_PredGene_g8024.t1
OG0010648	Acerv_evm.model.Segkk733_pilon.6	Montipora_capitata_PredGene_g17621.t1, Montipora_capitata_PredGene_g4731.t1
OG0010649	Acerv_evm.model.Segkk733_pilon.3	Montipora_capitata_PredGene_g17619.t1
OG0010650	Acerv_evm.model.Segkk733_pilon.2	Montipora_capitata_PredGene_g17618.t1
OG0010651	Acerv_evm.model.Segkk733_pilon.8	Montipora_capitata_PredGene_g17624.t1
OG0010652	Acerv_evm.model.Segkk735_pilon.24	Montipora_capitata_PredGene_g66387.t1
OG0010653	Acerv_evm.model.Segkk736_pilon.2, Acerv_evm.model.Segkk3076_pilon.1	Montipora_capitata_PredGene_g2271.t1
OG0010654	Acerv_evm.model.Segkk739_pilon.2	Montipora_capitata_PredGene_adi2mcaRNA27174_R0.t1
OG0010655	Acerv_evm.model.Segkk739_pilon.9	Montipora_capitata_PredGene_g52622.t1
OG0010656	Acerv_evm.model.Segkk740_pilon.9	Montipora_capitata_PredGene_g68782.t1
OG0010657	Acerv_evm.model.Segkk740_pilon.5	Montipora_capitata_PredGene_g68777.t1
OG0010658	Acerv_evm.model.Segkk740_pilon.10, Acerv_evm.model.Segkk740_pilon.11	Montipora_capitata_PredGene_g9226.t1
OG0010659	Acerv_evm.model.Segkk740_pilon.13	Montipora_capitata_PredGene_g9223.t1
OG0010660	Acerv_evm.model.Segkk740_pilon.12	Montipora_capitata_PredGene_g9224.t1
OG0010661	Acerv_evm.model.Segkk741_pilon.1	Montipora_capitata_PredGene_g15533.t1
OG0010662	Acerv_evm.model.Segkk742_pilon.18	Montipora_capitata_PredGene_g53225.t1
OG0010663	Acerv_evm.model.Segkk742_pilon.12	Montipora_capitata_PredGene_adi2mcaRNA21638_R0.t1
OG0010664	Acerv_evm.model.Segkk742_pilon.8	Montipora_capitata_PredGene_g70326.t1
OG0010665	Acerv_evm.model.Segkk742_pilon.3	Montipora_capitata_PredGene_g70334.t1
OG0010666	Acerv_evm.model.Segkk742_pilon.2	Montipora_capitata_PredGene_g70335.t1
OG0010667	Acerv_evm.model.Segkk742_pilon.7	Montipora_capitata_PredGene_g70328.t1
OG0010668	Acerv_evm.model.Segkk742_pilon.4	Montipora_capitata_PredGene_adi2mcaRNA21649_R0.t1
OG0010669	Acerv_evm.model.Segkk744_pilon.15	Montipora_capitata_PredGene_g35332.t1
OG0010670	Acerv_evm.model.Segkk745_pilon.1	Montipora_capitata_PredGene_g51058.t1
OG0010671	Acerv_evm.model.Segkk745_pilon.5	Montipora_capitata_PredGene_g15413.t1
OG0010672	Acerv_evm.model.Segkk748_pilon.3	Montipora_capitata_PredGene_g6738.t1
OG0010673	Acerv_evm.model.Segkk750_pilon.11	Montipora_capitata_PredGene_g35085.t1
OG0010674	Acerv_evm.model.Segkk750_pilon.6	Montipora_capitata_PredGene_g69843.t1
OG0010675	Acerv_evm.model.Segkk750_pilon.2	Montipora_capitata_PredGene_adi2mcaRNA11640_R1.t1
OG0010676	Acerv_evm.model.Segkk750_pilon.3	Montipora_capitata_PredGene_g35076.t1
OG0010677	Acerv_evm.model.Segkk750_pilon.1	Montipora_capitata_PredGene_g35072.t1
OG0010678	Acerv_evm.model.Segkk3394_pilon.9, Acerv_evm.model.Segkk1506_pilon.2, Acerv_evm.model.Segkk754_pilon.2, Acerv_evm.model.Segkk3633_pilon.29	Montipora_capitata_PredGene_g46561.t1
OG0010680	Acerv_evm.model.Segkk758_pilon.6	Montipora_capitata_PredGene_g44737.t1
OG0010681	Acerv_evm.model.Segkk758_pilon.5	Montipora_capitata_PredGene_g44736.t1
OG0010682	Acerv_evm.model.Segkk758_pilon.3	Montipora_capitata_PredGene_g44729.t1
OG0010683	Acerv_evm.model.Segkk759_pilon.7	Montipora_capitata_PredGene_g66880.t1
OG0010684	Acerv_evm.model.Segkk759_pilon.5	Montipora_capitata_PredGene_g50625.t1
OG0010685	Acerv_evm.model.Segkk759_pilon.22, Acerv_evm.model.Segkk3900_pilon.54, Acerv_evm.model.Segkk1266_pilon.24, Acerv_evm.model.Segkk3389_pilon.4, Acerv_evm.model.Segkk3759_pilon.2	Montipora_capitata_PredGene_adi2mcaRNA10224_R0.t1
OG0010686	Acerv_evm.model.Segkk760_pilon.3	Montipora_capitata_PredGene_g12078.t1
OG0010687	Acerv_evm.model.Segkk760_pilon.6	Montipora_capitata_PredGene_g20182.t1
OG0010688	Acerv_evm.model.Segkk760_pilon.5	Montipora_capitata_PredGene_g12080.t1
OG0010689	Acerv_evm.model.Segkk762_pilon.4, Acerv_evm.model.Segkk762_pilon.7	Montipora_capitata_PredGene_g52113.t1
OG0010690	Acerv_evm.model.Segkk762_pilon.1	Montipora_capitata_PredGene_g52110.t1
OG0010691	Acerv_evm.model.Segkk767_pilon.1	Montipora_capitata_PredGene_g24091.t1
OG0010692	Acerv_evm.model.Segkk767_pilon.9	Montipora_capitata_PredGene_g24099.t1
OG0010693	Acerv_evm.model.Segkk767_pilon.11	Montipora_capitata_PredGene_g24100.t1
OG0010694	Acerv_evm.model.Segkk2889_pilon.6, Acerv_evm.model.Segkk778_pilon.1	Montipora_capitata_PredGene_g43108.t1
OG0010695	Acerv_evm.model.Segkk779_pilon.10	Montipora_capitata_PredGene_g70897.t1
OG0010696	Acerv_evm.model.Segkk779_pilon.5	Montipora_capitata_PredGene_g51117.t1, Montipora_capitata_PredGene_g10947.t1
OG0010697	Acerv_evm.model.Segkk779_pilon.4	Montipora_capitata_PredGene_g10946.t1, Montipora_capitata_PredGene_adi2mcaRNA20561_R1.t1
OG0010698	Acerv_evm.model.Segkk782_pilon.13	Montipora_capitata_PredGene_g29566.t1
OG0010699	Acerv_evm.model.Segkk782_pilon.17	Montipora_capitata_PredGene_g52102.t1
OG0010700	Acerv_evm.model.Segkk782_pilon.14	Montipora_capitata_PredGene_adi2mcaRNA4451_R2.t1
OG0010701	Acerv_evm.model.Segkk782_pilon.6	Montipora_capitata_PredGene_g65904.t1
OG0010702	Acerv_evm.model.Segkk782_pilon.4	Montipora_capitata_PredGene_g29625.t1
OG0010703	Acerv_evm.model.Segkk782_pilon.3	Montipora_capitata_PredGene_adi2mcaRNA30750_R0.t1
OG0010704	Acerv_evm.model.Segkk782_pilon.2	Montipora_capitata_PredGene_g29630.t1
OG0010706	Acerv_evm.model.Segkk786_pilon.2	Montipora_capitata_PredGene_g64352.t1
OG0010707	Acerv_evm.model.Segkk786_pilon.4	Montipora_capitata_PredGene_g64354.t1
OG0010708	Acerv_evm.model.Segkk789_pilon.56	Montipora_capitata_PredGene_g40312.t1
OG0010709	Acerv_evm.model.Segkk789_pilon.54	Montipora_capitata_PredGene_g40310.t1
OG0010710	Acerv_evm.model.Segkk789_pilon.34	Montipora_capitata_PredGene_g64415.t1
OG0010711	Acerv_evm.model.Segkk789_pilon.33	Montipora_capitata_PredGene_g64414.t1
OG0010712	Acerv_evm.model.Segkk789_pilon.18	Montipora_capitata_PredGene_g668.t1
OG0010713	Acerv_evm.model.Segkk789_pilon.12	Montipora_capitata_PredGene_g33394.t1
OG0010714	Acerv_evm.model.Segkk789_pilon.13	Montipora_capitata_PredGene_g33395.t1
OG0010715	Acerv_evm.model.Segkk789_pilon.10	Montipora_capitata_PredGene_g33392.t1
OG0010716	Acerv_evm.model.Segkk789_pilon.17	Montipora_capitata_PredGene_g33399.t1
OG0010717	Acerv_evm.model.Segkk789_pilon.14	Montipora_capitata_PredGene_g33396.t1
OG0010718	Acerv_evm.model.Segkk789_pilon.40	Montipora_capitata_PredGene_g64427.t1
OG0010719	Acerv_evm.model.Segkk789_pilon.45	Montipora_capitata_PredGene_g40290.t1
OG0010721	Acerv_evm.model.Segkk789_pilon.25	Montipora_capitata_PredGene_g655.t1
OG0010722	Acerv_evm.model.Segkk789_pilon.24	Montipora_capitata_PredGene_g656.t1
OG0010723	Acerv_evm.model.Segkk789_pilon.23	Montipora_capitata_PredGene_g657.t1
OG0010724	Acerv_evm.model.Segkk795_pilon.3	Montipora_capitata_PredGene_g21674.t1
OG0010725	Acerv_evm.model.Segkk806_pilon.4	Montipora_capitata_PredGene_g14607.t1
OG0010726	Acerv_evm.model.Segkk814_pilon.8	Montipora_capitata_PredGene_g15704.t1
OG0010727	Acerv_evm.model.Segkk820_pilon.12	Montipora_capitata_PredGene_g48818.t1
OG0010728	Acerv_evm.model.Segkk820_pilon.13	Montipora_capitata_PredGene_g48819.t1
OG0010729	Acerv_evm.model.Segkk820_pilon.4	Montipora_capitata_PredGene_g54727.t1
OG0010730	Acerv_evm.model.Segkk820_pilon.5	Montipora_capitata_PredGene_g54725.t1
OG0010731	Acerv_evm.model.Segkk820_pilon.7	Montipora_capitata_PredGene_g48825.t1
OG0010732	Acerv_evm.model.Segkk820_pilon.6	Montipora_capitata_PredGene_g54724.t1
OG0010733	Acerv_evm.model.Segkk825_pilon.4	Montipora_capitata_PredGene_g70518.t1
OG0010734	Acerv_evm.model.Segkk829_pilon.1	Montipora_capitata_PredGene_adi2mcaRNA34504_R0.t1
OG0010735	Acerv_evm.model.Segkk831_pilon.1	Montipora_capitata_PredGene_g43292.t1
OG0010736	Acerv_evm.model.Segkk1011_pilon.21, Acerv_evm.model.Segkk837_pilon.16	Montipora_capitata_PredGene_g25497.t1
OG0010737	Acerv_evm.model.Segkk837_pilon.17	Montipora_capitata_PredGene_g59708.t1
OG0010738	Acerv_evm.model.Segkk837_pilon.10	Montipora_capitata_PredGene_g59712.t1
OG0010740	Acerv_evm.model.Segkk837_pilon.26	Montipora_capitata_PredGene_g20013.t1
OG0010741	Acerv_evm.model.Segkk837_pilon.24	Montipora_capitata_PredGene_g20983.t1
OG0010742	Acerv_evm.model.Segkk837_pilon.4	Montipora_capitata_PredGene_g59714.t1
OG0010743	Acerv_evm.model.Segkk837_pilon.1	Montipora_capitata_PredGene_g59716.t1
OG0010744	Acerv_evm.model.Segkk837_pilon.9	Montipora_capitata_PredGene_g59713.t1
OG0010745	Acerv_evm.model.Segkk838_pilon.7	Montipora_capitata_PredGene_adi2mcaRNA6200_R0.t1
OG0010746	Acerv_evm.model.Segkk840_pilon.2	Montipora_capitata_PredGene_adi2mcaRNA27766_R0.t1
OG0010747	Acerv_evm.model.Segkk841_pilon.9	Montipora_capitata_PredGene_g53164.t1
OG0010748	Acerv_evm.model.Segkk841_pilon.8	Montipora_capitata_PredGene_g53165.t1
OG0010749	Acerv_evm.model.Segkk841_pilon.4	Montipora_capitata_PredGene_g53180.t1
OG0010750	Acerv_evm.model.Segkk845_pilon.6	Montipora_capitata_PredGene_g25380.t1
OG0010751	Acerv_evm.model.Segkk845_pilon.12	Montipora_capitata_PredGene_g25374.t1
OG0010752	Acerv_evm.model.Segkk845_pilon.11	Montipora_capitata_PredGene_g25375.t1
OG0010753	Acerv_evm.model.Segkk847_pilon.7	Montipora_capitata_PredGene_g33462.t1
OG0010754	Acerv_evm.model.Segkk856_pilon.2	Montipora_capitata_PredGene_g25249.t1
OG0010755	Acerv_evm.model.Segkk856_pilon.1	Montipora_capitata_PredGene_g25247.t1
OG0010757	Acerv_evm.model.Segkk862_pilon.4	Montipora_capitata_PredGene_g49618.t1
OG0010758	Acerv_evm.model.Segkk864_pilon.15	Montipora_capitata_PredGene_g9019.t1
OG0010759	Acerv_evm.model.Segkk865_pilon.8	Montipora_capitata_PredGene_g32195.t1
OG0010760	Acerv_evm.model.Segkk865_pilon.4	Montipora_capitata_PredGene_g32198.t1
OG0010761	Acerv_evm.model.Segkk865_pilon.7	Montipora_capitata_PredGene_g32196.t1
OG0010762	Acerv_evm.model.Segkk865_pilon.11	Montipora_capitata_PredGene_g21326.t1
OG0010763	Acerv_evm.model.Segkk865_pilon.12	Montipora_capitata_PredGene_g32184.t1
OG0010764	Acerv_evm.model.Segkk866_pilon.6	Montipora_capitata_PredGene_g4394.t1
OG0010765	Acerv_evm.model.Segkk866_pilon.4	Montipora_capitata_PredGene_g4392.t1
OG0010766	Acerv_evm.model.Segkk866_pilon.5	Montipora_capitata_PredGene_g4393.t1
OG0010767	Acerv_evm.model.Segkk866_pilon.2	Montipora_capitata_PredGene_g4390.t1
OG0010768	Acerv_evm.model.Segkk868_pilon.6	Montipora_capitata_PredGene_g52478.t1
OG0010769	Acerv_evm.model.Segkk868_pilon.1	Montipora_capitata_PredGene_g52497.t1
OG0010770	Acerv_evm.model.Segkk868_pilon.2	Montipora_capitata_PredGene_adi2mcaRNA1155_R0.t1
OG0010771	Acerv_evm.model.Segkk870_pilon.5	Montipora_capitata_PredGene_g31846.t1
OG0010772	Acerv_evm.model.Segkk4201_pilon.10, Acerv_evm.model.Segkk873_pilon.10, Acerv_evm.model.Segkk4364_pilon.65, Acerv_evm.model.Segkk4261_pilon.1	Montipora_capitata_PredGene_g23726.t1
OG0010773	Acerv_evm.model.Segkk875_pilon.4, Acerv_evm.model.Segkk4359_pilon.6, Acerv_evm.model.Segkk1924_pilon.3, Acerv_evm.model.Segkk987_pilon.3	Montipora_capitata_PredGene_g4628.t1
OG0010774	Acerv_evm.model.Segkk2846_pilon.5, Acerv_evm.model.Segkk876_pilon.3	Montipora_capitata_PredGene_g17321.t1
OG0010776	Acerv_evm.model.Segkk884_pilon.1	Montipora_capitata_PredGene_g27203.t1
OG0010777	Acerv_evm.model.Segkk888_pilon.1	Montipora_capitata_PredGene_g7619.t1
OG0010778	Acerv_evm.model.Segkk892_pilon.4	Montipora_capitata_PredGene_g48121.t1
OG0010779	Acerv_evm.model.Segkk892_pilon.3	Montipora_capitata_PredGene_g48120.t1
OG0010780	Acerv_evm.model.Segkk892_pilon.2	Montipora_capitata_PredGene_g48119.t1
OG0010781	Acerv_evm.model.Segkk893_pilon.11	Montipora_capitata_PredGene_g58631.t1, Montipora_capitata_PredGene_g58630.t1
OG0010782	Acerv_evm.model.Segkk894_pilon.9	Montipora_capitata_PredGene_g34421.t1
OG0010783	Acerv_evm.model.Segkk895_pilon.12	Montipora_capitata_PredGene_adi2mcaRNA8658_R0.t1
OG0010784	Acerv_evm.model.Segkk895_pilon.28	Montipora_capitata_PredGene_adi2mcaRNA8638_R0.t1
OG0010785	Acerv_evm.model.Segkk895_pilon.25	Montipora_capitata_PredGene_g46959.t1
OG0010786	Acerv_evm.model.Segkk896_pilon.10	Montipora_capitata_PredGene_g53783.t1
OG0010787	Acerv_evm.model.Segkk896_pilon.12	Montipora_capitata_PredGene_g53778.t1
OG0010788	Acerv_evm.model.Segkk898_pilon.15	Montipora_capitata_PredGene_g24989.t1
OG0010789	Acerv_evm.model.Segkk898_pilon.3	Montipora_capitata_PredGene_g25018.t1
OG0010790	Acerv_evm.model.Segkk898_pilon.5	Montipora_capitata_PredGene_g25016.t1
OG0010791	Acerv_evm.model.Segkk898_pilon.4	Montipora_capitata_PredGene_g25017.t1
OG0010792	Acerv_evm.model.Segkk899_pilon.4	Montipora_capitata_PredGene_g36888.t1
OG0010793	Acerv_evm.model.Segkk899_pilon.5	Montipora_capitata_PredGene_g36887.t1
OG0010794	Acerv_evm.model.Segkk899_pilon.7	Montipora_capitata_PredGene_adi2mcaRNA20178_R0.t1
OG0010795	Acerv_evm.model.Segkk900_pilon.7	Montipora_capitata_PredGene_g23478.t1
OG0010796	Acerv_evm.model.Segkk900_pilon.6	Montipora_capitata_PredGene_g23476.t1
OG0010797	Acerv_evm.model.Segkk902_pilon.1	Montipora_capitata_PredGene_g55383.t1
OG0010798	Acerv_evm.model.Segkk905_pilon.18	Montipora_capitata_PredGene_g6365.t1
OG0010799	Acerv_evm.model.Segkk905_pilon.11	Montipora_capitata_PredGene_adi2mcaRNA368_R1.t1
OG0010800	Acerv_evm.model.Segkk905_pilon.12	Montipora_capitata_PredGene_g6372.t1
OG0010801	Acerv_evm.model.Segkk905_pilon.13	Montipora_capitata_PredGene_g6371.t1
OG0010802	Acerv_evm.model.Segkk905_pilon.15	Montipora_capitata_PredGene_g6368.t1
OG0010803	Acerv_evm.model.Segkk905_pilon.16	Montipora_capitata_PredGene_g6367.t1
OG0010804	Acerv_evm.model.Segkk905_pilon.17	Montipora_capitata_PredGene_g6366.t1
OG0010805	Acerv_evm.model.Segkk906_pilon.2	Montipora_capitata_PredGene_g57654.t1
OG0010806	Acerv_evm.model.Segkk906_pilon.7	Montipora_capitata_PredGene_g57647.t1
OG0010807	Acerv_evm.model.Segkk906_pilon.6	Montipora_capitata_PredGene_adi2mcaRNA10314_R0.t1
OG0010808	Acerv_evm.model.Segkk906_pilon.15	Montipora_capitata_PredGene_g57632.t1
OG0010809	Acerv_evm.model.Segkk906_pilon.17	Montipora_capitata_PredGene_g57630.t1
OG0010810	Acerv_evm.model.Segkk906_pilon.16	Montipora_capitata_PredGene_g57631.t1
OG0010811	Acerv_evm.model.Segkk906_pilon.12	Montipora_capitata_PredGene_adi2mcaRNA10307_R0.t1
OG0010812	Acerv_evm.model.Segkk908_pilon.6	Montipora_capitata_PredGene_g61119.t1
OG0010813	Acerv_evm.model.Segkk908_pilon.17	Montipora_capitata_PredGene_g61131.t1
OG0010814	Acerv_evm.model.Segkk909_pilon.5	Montipora_capitata_PredGene_g40903.t1
OG0010815	Acerv_evm.model.Segkk911_pilon.6	Montipora_capitata_PredGene_g39417.t1
OG0010816	Acerv_evm.model.Segkk911_pilon.3	Montipora_capitata_PredGene_g39411.t1
OG0010817	Acerv_evm.model.Segkk922_pilon.3	Montipora_capitata_PredGene_g25408.t1
OG0010818	Acerv_evm.model.Segkk922_pilon.2	Montipora_capitata_PredGene_g25409.t1
OG0010820	Acerv_evm.model.Segkk925_pilon.38	Montipora_capitata_PredGene_adi2mcaRNA22029_R0.t1
OG0010821	Acerv_evm.model.Segkk925_pilon.17	Montipora_capitata_PredGene_g30206.t1
OG0010822	Acerv_evm.model.Segkk925_pilon.14	Montipora_capitata_PredGene_g30203.t1
OG0010823	Acerv_evm.model.Segkk925_pilon.15	Montipora_capitata_PredGene_g30204.t1
OG0010824	Acerv_evm.model.Segkk925_pilon.41	Montipora_capitata_PredGene_g61989.t1
OG0010825	Acerv_evm.model.Segkk925_pilon.40	Montipora_capitata_PredGene_g61988.t1
OG0010827	Acerv_evm.model.Segkk925_pilon.3	Montipora_capitata_PredGene_g30190.t1
OG0010828	Acerv_evm.model.Segkk925_pilon.27	Montipora_capitata_PredGene_g16302.t1
OG0010829	Acerv_evm.model.Segkk925_pilon.24	Montipora_capitata_PredGene_g16305.t1
OG0010830	Acerv_evm.model.Segkk925_pilon.21	Montipora_capitata_PredGene_g30209.t1
OG0010831	Acerv_evm.model.Segkk925_pilon.28	Montipora_capitata_PredGene_g16301.t1
OG0010832	Acerv_evm.model.Segkk925_pilon.52	Montipora_capitata_PredGene_adi2mcaRNA8809_R0.t1
OG0010833	Acerv_evm.model.Segkk925_pilon.53	Montipora_capitata_PredGene_g33790.t1
OG0010834	Acerv_evm.model.Segkk925_pilon.51	Montipora_capitata_PredGene_g33794.t1
OG0010835	Acerv_evm.model.Segkk929_pilon.4	Montipora_capitata_PredGene_g29885.t1
OG0010836	Acerv_evm.model.Segkk929_pilon.2	Montipora_capitata_PredGene_g29880.t1
OG0010837	Acerv_evm.model.Segkk934_pilon.7	Montipora_capitata_PredGene_g24640.t1
OG0010839	Acerv_evm.model.Segkk937_pilon.15	Montipora_capitata_PredGene_g18168.t1
OG0010840	Acerv_evm.model.Segkk937_pilon.12	Montipora_capitata_PredGene_g18171.t1
OG0010841	Acerv_evm.model.Segkk937_pilon.5	Montipora_capitata_PredGene_g4651.t1
OG0010842	Acerv_evm.model.Segkk937_pilon.7	Montipora_capitata_PredGene_g4654.t1
OG0010843	Acerv_evm.model.Segkk937_pilon.8	Montipora_capitata_PredGene_g4655.t1
OG0010845	Acerv_evm.model.Segkk940_pilon.7	Montipora_capitata_PredGene_g45528.t1
OG0010846	Acerv_evm.model.Segkk940_pilon.6	Montipora_capitata_PredGene_g27015.t1, Montipora_capitata_PredGene_g45527.t1
OG0010847	Acerv_evm.model.Segkk940_pilon.5	Montipora_capitata_PredGene_g45526.t1
OG0010848	Acerv_evm.model.Segkk940_pilon.2	Montipora_capitata_PredGene_adi2mcaRNA11289_R1.t1
OG0010849	Acerv_evm.model.Segkk940_pilon.1	Montipora_capitata_PredGene_g45521.t1
OG0010850	Acerv_evm.model.Segkk946_pilon.10	Montipora_capitata_PredGene_g30642.t1
OG0010851	Acerv_evm.model.Segkk946_pilon.5	Montipora_capitata_PredGene_g30651.t1
OG0010852	Acerv_evm.model.Segkk951_pilon.14	Montipora_capitata_PredGene_g43511.t1
OG0010854	Acerv_evm.model.Segkk951_pilon.11	Montipora_capitata_PredGene_g43515.t1
OG0010855	Acerv_evm.model.Segkk953_pilon.1	Montipora_capitata_PredGene_g66621.t1
OG0010856	Acerv_evm.model.Segkk953_pilon.2	Montipora_capitata_PredGene_g66619.t1
OG0010857	Acerv_evm.model.Segkk956_pilon.7	Montipora_capitata_PredGene_g32290.t1
OG0010858	Acerv_evm.model.Segkk956_pilon.8	Montipora_capitata_PredGene_g32291.t1
OG0010859	Acerv_evm.model.Segkk956_pilon.15	Montipora_capitata_PredGene_g32296.t1
OG0010860	Acerv_evm.model.Segkk956_pilon.18	Montipora_capitata_PredGene_g32300.t1
OG0010861	Acerv_evm.model.Segkk956_pilon.19	Montipora_capitata_PredGene_g32301.t1
OG0010862	Acerv_evm.model.Segkk962_pilon.12	Montipora_capitata_PredGene_g40781.t1
OG0010863	Acerv_evm.model.Segkk963_pilon.4	Montipora_capitata_PredGene_g49612.t1
OG0010864	Acerv_evm.model.Segkk964_pilon.2	Montipora_capitata_PredGene_g71372.t1
OG0010865	Acerv_evm.model.Segkk965_pilon.10	Montipora_capitata_PredGene_g2192.t1
OG0010866	Acerv_evm.model.Segkk965_pilon.8	Montipora_capitata_PredGene_g51367.t1
OG0010867	Acerv_evm.model.Segkk967_pilon.9	Montipora_capitata_PredGene_g58624.t1
