Orthogroup	Acerv_assembly_v1.0.protein	Montipora_capitata_HIv2.genes.pep
OG0005952	Acerv_evm.model.Segkk1575_pilon.2	Montipora_capitata_PredGene_g46432.t1, Montipora_capitata_PredGene_g46434.t1, Montipora_capitata_PredGene_g46433.t1
OG0005953	Acerv_evm.model.Segkk1576_pilon.11	Montipora_capitata_PredGene_adi2mcaRNA34187_R1.t1
OG0005954	Acerv_evm.model.Segkk1576_pilon.8	Montipora_capitata_PredGene_g69571.t1
OG0005955	Acerv_evm.model.Segkk2595_pilon.1, Acerv_evm.model.Segkk1577_pilon.3	Montipora_capitata_PredGene_g3738.t1
OG0005956	Acerv_evm.model.Segkk1579_pilon.15	Montipora_capitata_PredGene_g37957.t1
OG0005957	Acerv_evm.model.Segkk1580_pilon.5	Montipora_capitata_PredGene_g25201.t1
OG0005958	Acerv_evm.model.Segkk1580_pilon.3	Montipora_capitata_PredGene_adi2mcaRNA29946_R0.t1
OG0005959	Acerv_evm.model.Segkk1580_pilon.2	Montipora_capitata_PredGene_g1.t1
OG0005960	Acerv_evm.model.Segkk1584_pilon.2	Montipora_capitata_PredGene_g54239.t1
OG0005961	Acerv_evm.model.Segkk1587_pilon.13	Montipora_capitata_PredGene_adi2mcaRNA15305_R0.t1
OG0005962	Acerv_evm.model.Segkk1588_pilon.3	Montipora_capitata_PredGene_g4113.t1
OG0005963	Acerv_evm.model.Segkk1591_pilon.3	Montipora_capitata_PredGene_g37232.t1
OG0005964	Acerv_evm.model.Segkk1591_pilon.2	Montipora_capitata_PredGene_g37231.t1
OG0005965	Acerv_evm.model.Segkk1591_pilon.11	Montipora_capitata_PredGene_g37239.t1
OG0005966	Acerv_evm.model.Segkk1593_pilon.2, Acerv_evm.model.Segkk1593_pilon.4	Montipora_capitata_PredGene_g23805.t1
OG0005968	Acerv_evm.model.Segkk1597_pilon.6	Montipora_capitata_PredGene_g35319.t1
OG0005969	Acerv_evm.model.Segkk1600_pilon.20	Montipora_capitata_PredGene_g24237.t1
OG0005970	Acerv_evm.model.Segkk1602_pilon.12, Acerv_evm.model.Segkk1602_pilon.9	Montipora_capitata_PredGene_g55796.t1
OG0005971	Acerv_evm.model.Segkk1602_pilon.3	Montipora_capitata_PredGene_g55792.t1
OG0005972	Acerv_evm.model.Segkk1605_pilon.5	Montipora_capitata_PredGene_adi2mcaRNA38839_R0.t1
OG0005974	Acerv_evm.model.Segkk1629_pilon.2	Montipora_capitata_PredGene_g11465.t1
OG0005975	Acerv_evm.model.Segkk1632_pilon.2	Montipora_capitata_PredGene_g11969.t1
OG0005976	Acerv_evm.model.Segkk1632_pilon.6	Montipora_capitata_PredGene_g17874.t1
OG0005977	Acerv_evm.model.Segkk1632_pilon.18	Montipora_capitata_PredGene_adi2mcaRNA12903_R0.t1
OG0005978	Acerv_evm.model.Segkk1632_pilon.10	Montipora_capitata_PredGene_g34545.t1
OG0005979	Acerv_evm.model.Segkk1633_pilon.2, Acerv_evm.model.Segkk2469_pilon.8	Montipora_capitata_PredGene_g26536.t1, Montipora_capitata_PredGene_adi2mcaRNA34778_R1.t1
OG0005981	Acerv_evm.model.Segkk1641_pilon.13	Montipora_capitata_PredGene_g45579.t1
OG0005982	Acerv_evm.model.Segkk1641_pilon.20	Montipora_capitata_PredGene_g45589.t1
OG0005983	Acerv_evm.model.Segkk1642_pilon.2	Montipora_capitata_PredGene_g64672.t1
OG0005984	Acerv_evm.model.Segkk1648_pilon.3	Montipora_capitata_PredGene_g35286.t1
OG0005985	Acerv_evm.model.Segkk1650_pilon.7	Montipora_capitata_PredGene_g48526.t1
OG0005986	Acerv_evm.model.Segkk1650_pilon.5	Montipora_capitata_PredGene_g48529.t1
OG0005987	Acerv_evm.model.Segkk1650_pilon.18	Montipora_capitata_PredGene_g48515.t1
OG0005987	Acerv_evm.model.Segkk1650_pilon.17	Montipora_capitata_PredGene_g69490.t1
OG0005988	Acerv_evm.model.Segkk1650_pilon.10	Montipora_capitata_PredGene_adi2mcaRNA30022_R0.t1
OG0005989	Acerv_evm.model.Segkk1650_pilon.19	Montipora_capitata_PredGene_adi2mcaRNA30028_R1.t1
OG0005990	Acerv_evm.model.Segkk1656_pilon.5, Acerv_evm.model.Segkk3939_pilon.3	Montipora_capitata_PredGene_g30626.t1
OG0005991	Acerv_evm.model.Segkk1657_pilon.1	Montipora_capitata_PredGene_g62600.t1
OG0005992	Acerv_evm.model.Segkk1657_pilon.7	Montipora_capitata_PredGene_g62605.t1
OG0005993	Acerv_evm.model.Segkk1659_pilon.2	Montipora_capitata_PredGene_g47334.t1
OG0005993	Acerv_evm.model.Segkk1691_pilon.1, Acerv_evm.model.Segkk2056_pilon.45	Montipora_capitata_PredGene_g25951.t1, Montipora_capitata_PredGene_g51889.t1, Montipora_capitata_PredGene_g7786.t1
OG0005994	Acerv_evm.model.Segkk1666_pilon.22	Montipora_capitata_PredGene_g47398.t1
OG0005995	Acerv_evm.model.Segkk1672_pilon.4	Montipora_capitata_PredGene_g53337.t1
OG0005996	Acerv_evm.model.Segkk1675_pilon.12	Montipora_capitata_PredGene_g8898.t1
OG0005997	Acerv_evm.model.Segkk1676_pilon.5	Montipora_capitata_PredGene_adi2mcaRNA2321_R1.t1
OG0005998	Acerv_evm.model.Segkk1676_pilon.4	Montipora_capitata_PredGene_g35236.t1
OG0005999	Acerv_evm.model.Segkk1678_pilon.4	Montipora_capitata_PredGene_g34954.t1
OG0005999	Acerv_evm.model.Segkk3763_pilon.2	Montipora_capitata_PredGene_g7070.t1
OG0006000	Acerv_evm.model.Segkk1680_pilon.22	Montipora_capitata_PredGene_g67447.t1
OG0006001	Acerv_evm.model.Segkk1680_pilon.9	Montipora_capitata_PredGene_g67461.t1
OG0006002	Acerv_evm.model.Segkk1683_pilon.5	Montipora_capitata_PredGene_g47144.t1, Montipora_capitata_PredGene_g68794.t1
OG0006003	Acerv_evm.model.Segkk1684_pilon.9	Montipora_capitata_PredGene_g46411.t1, Montipora_capitata_PredGene_g7392.t1
OG0006004	Acerv_evm.model.Segkk1684_pilon.12	Montipora_capitata_PredGene_adi2mcaRNA20406_R1.t1
OG0006005	Acerv_evm.model.Segkk1692_pilon.2	Montipora_capitata_PredGene_g36813.t1
OG0006006	Acerv_evm.model.Segkk1692_pilon.4	Montipora_capitata_PredGene_g36816.t1
OG0006007	Acerv_evm.model.Segkk1692_pilon.10	Montipora_capitata_PredGene_g36820.t1
OG0006008	Acerv_evm.model.Segkk1692_pilon.13	Montipora_capitata_PredGene_g68007.t1, Montipora_capitata_PredGene_g47114.t1, Montipora_capitata_PredGene_adi2mcaRNA13279_R5.t1, Montipora_capitata_PredGene_g41976.t1, Montipora_capitata_PredGene_g29626.t1, Montipora_capitata_PredGene_g43701.t1
OG0006009	Acerv_evm.model.Segkk1705_pilon.5	Montipora_capitata_PredGene_g4244.t1
OG0006010	Acerv_evm.model.Segkk1707_pilon.18	Montipora_capitata_PredGene_g56326.t1
OG0006011	Acerv_evm.model.Segkk1707_pilon.14	Montipora_capitata_PredGene_g56322.t1
OG0006012	Acerv_evm.model.Segkk1707_pilon.26	Montipora_capitata_PredGene_adi2mcaRNA25036_R0.t1
OG0006013	Acerv_evm.model.Segkk1707_pilon.1	Montipora_capitata_PredGene_g71045.t1
OG0006014	Acerv_evm.model.Segkk1732_pilon.62	Montipora_capitata_PredGene_g64721.t1, Montipora_capitata_PredGene_g64720.t1
OG0006015	Acerv_evm.model.Segkk1732_pilon.45	Montipora_capitata_PredGene_g28869.t1
OG0006016	Acerv_evm.model.Segkk1732_pilon.10	Montipora_capitata_PredGene_g37318.t1
OG0006017	Acerv_evm.model.Segkk1732_pilon.11	Montipora_capitata_PredGene_g37316.t1
OG0006018	Acerv_evm.model.Segkk1732_pilon.16	Montipora_capitata_PredGene_adi2mcaRNA13126_R1.t1, Montipora_capitata_PredGene_g28917.t1
OG0006019	Acerv_evm.model.Segkk1733_pilon.4	Montipora_capitata_PredGene_adi2mcaRNA8499_R0.t1
OG0006020	Acerv_evm.model.Segkk1749_pilon.16	Montipora_capitata_PredGene_g55063.t1
OG0006021	Acerv_evm.model.Segkk1749_pilon.8	Montipora_capitata_PredGene_g48083.t1
OG0006022	Acerv_evm.model.Segkk2012_pilon.4, Acerv_evm.model.Segkk1751_pilon.1, Acerv_evm.model.Segkk2012_pilon.3	Montipora_capitata_PredGene_adi2mcaRNA16920_R1.t1
OG0006023	Acerv_evm.model.Segkk1768_pilon.4	Montipora_capitata_PredGene_adi2mcaRNA22733_R0.t1
OG0006024	Acerv_evm.model.Segkk1773_pilon.1	Montipora_capitata_PredGene_g67283.t1
OG0006025	Acerv_evm.model.Segkk1774_pilon.3	Montipora_capitata_PredGene_adi2mcaRNA39104_R2.t1, Montipora_capitata_PredGene_g67476.t1, Montipora_capitata_PredGene_g65394.t1
OG0006026	Acerv_evm.model.Segkk1776_pilon.5	Montipora_capitata_PredGene_g64433.t1
OG0006027	Acerv_evm.model.Segkk1776_pilon.12	Montipora_capitata_PredGene_g70017.t1
OG0006028	Acerv_evm.model.Segkk1777_pilon.16	Montipora_capitata_PredGene_g30434.t1
OG0006029	Acerv_evm.model.Segkk1777_pilon.10	Montipora_capitata_PredGene_g30430.t1
OG0006030	Acerv_evm.model.Segkk1778_pilon.4	Montipora_capitata_PredGene_g50735.t1
OG0006031	Acerv_evm.model.Segkk1782_pilon.16	Montipora_capitata_PredGene_g24062.t1
OG0006032	Acerv_evm.model.Segkk1782_pilon.8	Montipora_capitata_PredGene_g65405.t1, Montipora_capitata_PredGene_g66703.t1
OG0006033	Acerv_evm.model.Segkk1784_pilon.7	Montipora_capitata_PredGene_g20693.t1
OG0006034	Acerv_evm.model.Segkk1786_pilon.18	Montipora_capitata_PredGene_g49892.t1
OG0006035	Acerv_evm.model.Segkk1795_pilon.6	Montipora_capitata_PredGene_g44544.t1, Montipora_capitata_PredGene_g44547.t1
OG0006036	Acerv_evm.model.Segkk1796_pilon.12	Montipora_capitata_PredGene_g24026.t1
OG0006037	Acerv_evm.model.Segkk1797_pilon.4	Montipora_capitata_PredGene_g37401.t1
OG0006038	Acerv_evm.model.Segkk1797_pilon.8	Montipora_capitata_PredGene_g37395.t1
OG0006039	Acerv_evm.model.Segkk1799_pilon.5	Montipora_capitata_PredGene_g46329.t1
OG0006041	Acerv_evm.model.Segkk1800_pilon.6	Montipora_capitata_PredGene_g49258.t1
OG0006042	Acerv_evm.model.Segkk1801_pilon.1	Montipora_capitata_PredGene_g30545.t1
OG0006043	Acerv_evm.model.Segkk1802_pilon.17	Montipora_capitata_PredGene_g21649.t1
OG0006044	Acerv_evm.model.Segkk1802_pilon.11	Montipora_capitata_PredGene_g34456.t1
OG0006045	Acerv_evm.model.Segkk1813_pilon.1, Acerv_evm.model.Segkk3398_pilon.7, Acerv_evm.model.Segkk2920_pilon.10	Montipora_capitata_PredGene_g10162.t1
OG0006045	Acerv_evm.model.Segkk3398_pilon.6	Montipora_capitata_PredGene_g63150.t1, Montipora_capitata_PredGene_g61542.t1, Montipora_capitata_PredGene_g50868.t1
OG0006046	Acerv_evm.model.Segkk1816_pilon.1	Montipora_capitata_PredGene_g60040.t1
OG0006047	Acerv_evm.model.Segkk1819_pilon.12, Acerv_evm.model.Segkk4265_pilon.2	Montipora_capitata_PredGene_g13258.t1
OG0006048	Acerv_evm.model.Segkk1825_pilon.3	Montipora_capitata_PredGene_g58508.t1
OG0006049	Acerv_evm.model.Segkk3546_pilon.1, Acerv_evm.model.Segkk1830_pilon.1	Montipora_capitata_PredGene_g45186.t1
OG0006050	Acerv_evm.model.Segkk1839_pilon.2	Montipora_capitata_PredGene_g36998.t1
OG0006051	Acerv_evm.model.Segkk1839_pilon.7	Montipora_capitata_PredGene_g21881.t1
OG0006053	Acerv_evm.model.Segkk1845_pilon.2, Acerv_evm.model.Segkk2216_pilon.9	Montipora_capitata_PredGene_g36134.t1, Montipora_capitata_PredGene_g66417.t1, Montipora_capitata_PredGene_g57349.t1
OG0006054	Acerv_evm.model.Segkk1845_pilon.10	Montipora_capitata_PredGene_g20695.t1, Montipora_capitata_PredGene_g41867.t1, Montipora_capitata_PredGene_g54690.t1, Montipora_capitata_PredGene_g21816.t1, Montipora_capitata_PredGene_g25964.t1, Montipora_capitata_PredGene_g57194.t1
OG0006055	Acerv_evm.model.Segkk1853_pilon.3	Montipora_capitata_PredGene_adi2mcaRNA7634_R1.t1
OG0006057	Acerv_evm.model.Segkk1858_pilon.2	Montipora_capitata_PredGene_g58495.t1
OG0006058	Acerv_evm.model.Segkk1861_pilon.13	Montipora_capitata_PredGene_g39043.t1
OG0006059	Acerv_evm.model.Segkk1862_pilon.7	Montipora_capitata_PredGene_g41205.t1
OG0006060	Acerv_evm.model.Segkk1863_pilon.16	Montipora_capitata_PredGene_g63792.t1
OG0006062	Acerv_evm.model.Segkk1863_pilon.26, Acerv_evm.model.Segkk1981_pilon.1	Montipora_capitata_PredGene_g47507.t1
OG0006063	Acerv_evm.model.Segkk1863_pilon.25	Montipora_capitata_PredGene_g47504.t1
OG0006064	Acerv_evm.model.Segkk1863_pilon.22	Montipora_capitata_PredGene_g63803.t1
OG0006065	Acerv_evm.model.Segkk1864_pilon.1, Acerv_evm.model.Segkk1864_pilon.2	Montipora_capitata_PredGene_g37742.t1
OG0006066	Acerv_evm.model.Segkk1865_pilon.7	Montipora_capitata_PredGene_g49664.t1
OG0006067	Acerv_evm.model.Segkk2391_pilon.1, Acerv_evm.model.Segkk1867_pilon.12	Montipora_capitata_PredGene_g53183.t1
OG0006068	Acerv_evm.model.Segkk1869_pilon.1	Montipora_capitata_PredGene_g64054.t1
OG0006069	Acerv_evm.model.Segkk1870_pilon.15	Montipora_capitata_PredGene_g47165.t1
OG0006070	Acerv_evm.model.Segkk1874_pilon.8	Montipora_capitata_PredGene_g32275.t1, Montipora_capitata_PredGene_g19374.t1
OG0006071	Acerv_evm.model.Segkk1877_pilon.14, Acerv_evm.model.Segkk3679_pilon.1	Montipora_capitata_PredGene_adi2mcaRNA32880_R0.t1
OG0006072	Acerv_evm.model.Segkk1877_pilon.5, Acerv_evm.model.Segkk1877_pilon.7	Montipora_capitata_PredGene_adi2mcaRNA10073_R0.t1
OG0006073	Acerv_evm.model.Segkk1883_pilon.16, Acerv_evm.model.Segkk3754_pilon.1	Montipora_capitata_PredGene_adi2mcaRNA31690_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA31690_R0.t1
OG0006074	Acerv_evm.model.Segkk1884_pilon.13	Montipora_capitata_PredGene_g1651.t1
OG0006075	Acerv_evm.model.Segkk1885_pilon.6	Montipora_capitata_PredGene_g45161.t1
OG0006076	Acerv_evm.model.Segkk1885_pilon.4	Montipora_capitata_PredGene_adi2mcaRNA22730_R0.t1
OG0006077	Acerv_evm.model.Segkk1885_pilon.2, Acerv_evm.model.Segkk2437_pilon.2	Montipora_capitata_PredGene_g45165.t1
OG0006078	Acerv_evm.model.Segkk4263_pilon.11, Acerv_evm.model.Segkk1885_pilon.1	Montipora_capitata_PredGene_g43039.t1
OG0006079	Acerv_evm.model.Segkk1887_pilon.5	Montipora_capitata_PredGene_g11370.t1
OG0006081	Acerv_evm.model.Segkk1893_pilon.1	Montipora_capitata_PredGene_g22979.t1
OG0006082	Acerv_evm.model.Segkk2323_pilon.3	Montipora_capitata_PredGene_g12895.t1
OG0006082	Acerv_evm.model.Segkk1899_pilon.1	Montipora_capitata_PredGene_g12884.t1
OG0006083	Acerv_evm.model.Segkk1899_pilon.4	Montipora_capitata_PredGene_g62692.t1
OG0006084	Acerv_evm.model.Segkk1899_pilon.13	Montipora_capitata_PredGene_adi2mcaRNA31485_R0.t1
OG0006085	Acerv_evm.model.Segkk1907_pilon.2	Montipora_capitata_PredGene_g68019.t1
OG0006086	Acerv_evm.model.Segkk1908_pilon.2	Montipora_capitata_PredGene_adi2mcaRNA35621_R0.t1
OG0006087	Acerv_evm.model.Segkk1909_pilon.13	Montipora_capitata_PredGene_g4668.t1
OG0006088	Acerv_evm.model.Segkk1909_pilon.15	Montipora_capitata_PredGene_g4669.t1
OG0006089	Acerv_evm.model.Segkk1909_pilon.16	Montipora_capitata_PredGene_g4670.t1
OG0006090	Acerv_evm.model.Segkk1911_pilon.3	Montipora_capitata_PredGene_g71130.t1
OG0006091	Acerv_evm.model.Segkk1916_pilon.1, Acerv_evm.model.Segkk3918_pilon.2	Montipora_capitata_PredGene_g4522.t1
OG0006092	Acerv_evm.model.Segkk1929_pilon.4	Montipora_capitata_PredGene_g59733.t1, Montipora_capitata_PredGene_g59726.t1, Montipora_capitata_PredGene_g59736.t1
OG0006093	Acerv_evm.model.Segkk1929_pilon.9	Montipora_capitata_PredGene_g15709.t1, Montipora_capitata_PredGene_g9943.t1
OG0006094	Acerv_evm.model.Segkk1944_pilon.3	Montipora_capitata_PredGene_adi2mcaRNA2147_R0.t1, Montipora_capitata_PredGene_g24313.t1
OG0006095	Acerv_evm.model.Segkk1944_pilon.2	Montipora_capitata_PredGene_g24304.t1, Montipora_capitata_PredGene_g24314.t1
OG0006096	Acerv_evm.model.Segkk1947_pilon.5	Montipora_capitata_PredGene_g42007.t1
OG0006097	Acerv_evm.model.Segkk1947_pilon.3, Acerv_evm.model.Segkk1947_pilon.2	Montipora_capitata_PredGene_g11391.t1
OG0006098	Acerv_evm.model.Segkk1949_pilon.2	Montipora_capitata_PredGene_g34974.t1
OG0006099	Acerv_evm.model.Segkk1960_pilon.2, Acerv_evm.model.Segkk1960_pilon.1, Acerv_evm.model.Segkk1960_pilon.3	Montipora_capitata_PredGene_adi2mcaRNA6321_R0.t1
OG0006100	Acerv_evm.model.Segkk1964_pilon.1	Montipora_capitata_PredGene_g55965.t1
OG0006101	Acerv_evm.model.Segkk3491_pilon.1, Acerv_evm.model.Segkk1966_pilon.1	Montipora_capitata_PredGene_g24070.t1
OG0006102	Acerv_evm.model.Segkk1972_pilon.4	Montipora_capitata_PredGene_g42897.t1, Montipora_capitata_PredGene_g6279.t1
OG0006103	Acerv_evm.model.Segkk1975_pilon.4	Montipora_capitata_PredGene_g65477.t1
OG0006104	Acerv_evm.model.Segkk1976_pilon.21	Montipora_capitata_PredGene_adi2mcaRNA12348_R0.t1
OG0006105	Acerv_evm.model.Segkk1976_pilon.10	Montipora_capitata_PredGene_g4551.t1, Montipora_capitata_PredGene_g4545.t1
OG0006106	Acerv_evm.model.Segkk1976_pilon.11	Montipora_capitata_PredGene_g71553.t1
OG0006107	Acerv_evm.model.Segkk1979_pilon.6	Montipora_capitata_PredGene_g34643.t1
OG0006108	Acerv_evm.model.Segkk1982_pilon.4	Montipora_capitata_PredGene_g39631.t1
OG0006109	Acerv_evm.model.Segkk1984_pilon.7, Acerv_evm.model.Segkk1984_pilon.6	Montipora_capitata_PredGene_adi2mcaRNA40654_R0.t1
OG0006110	Acerv_evm.model.Segkk1984_pilon.5	Montipora_capitata_PredGene_g53885.t1
OG0006111	Acerv_evm.model.Segkk1984_pilon.1	Montipora_capitata_PredGene_g53881.t1
OG0006112	Acerv_evm.model.Segkk1984_pilon.9	Montipora_capitata_PredGene_g53888.t1
OG0006113	Acerv_evm.model.Segkk1985_pilon.4	Montipora_capitata_PredGene_g35579.t1
OG0006114	Acerv_evm.model.Segkk1987_pilon.1	Montipora_capitata_PredGene_g62300.t1
OG0006115	Acerv_evm.model.Segkk1988_pilon.14	Montipora_capitata_PredGene_g25224.t1
OG0006116	Acerv_evm.model.Segkk1991_pilon.24	Montipora_capitata_PredGene_g37105.t1
OG0006117	Acerv_evm.model.Segkk1991_pilon.2	Montipora_capitata_PredGene_adi2mcaRNA27568_R0.t1
OG0006118	Acerv_evm.model.Segkk1991_pilon.17	Montipora_capitata_PredGene_adi2mcaRNA27552_R0.t1
OG0006119	Acerv_evm.model.Segkk1997_pilon.4	Montipora_capitata_PredGene_g63043.t1
OG0006120	Acerv_evm.model.Segkk2001_pilon.29	Montipora_capitata_PredGene_g53736.t1
OG0006123	Acerv_evm.model.Segkk2545_pilon.3, Acerv_evm.model.Segkk2006_pilon.1	Montipora_capitata_PredGene_g12341.t1
OG0006124	Acerv_evm.model.Segkk2008_pilon.12	Montipora_capitata_PredGene_g61776.t1, Montipora_capitata_PredGene_g61774.t1
OG0006125	Acerv_evm.model.Segkk2009_pilon.1	Montipora_capitata_PredGene_g62861.t1
OG0006126	Acerv_evm.model.Segkk2011_pilon.11	Montipora_capitata_PredGene_g13081.t1
OG0006127	Acerv_evm.model.Segkk2015_pilon.5	Montipora_capitata_PredGene_g33588.t1
OG0006128	Acerv_evm.model.Segkk2015_pilon.11	Montipora_capitata_PredGene_g33581.t1
OG0006129	Acerv_evm.model.Segkk2018_pilon.22	Montipora_capitata_PredGene_g25087.t1
OG0006130	Acerv_evm.model.Segkk2018_pilon.32	Montipora_capitata_PredGene_g25093.t1
OG0006131	Acerv_evm.model.Segkk2040_pilon.1	Montipora_capitata_PredGene_g7729.t1, Montipora_capitata_PredGene_g6256.t1, Montipora_capitata_PredGene_g56175.t1, Montipora_capitata_PredGene_g60977.t1
OG0006133	Acerv_evm.model.Segkk2050_pilon.28	Montipora_capitata_PredGene_g10154.t1
OG0006133	Acerv_evm.model.Segkk2901_pilon.1	Montipora_capitata_PredGene_g3285.t1
OG0006134	Acerv_evm.model.Segkk2051_pilon.11	Montipora_capitata_PredGene_adi2mcaRNA35037_R0.t1
OG0006135	Acerv_evm.model.Segkk2061_pilon.2	Montipora_capitata_PredGene_g43946.t1
OG0006136	Acerv_evm.model.Segkk3691_pilon.10, Acerv_evm.model.Segkk2064_pilon.1, Acerv_evm.model.Segkk2249_pilon.1	Montipora_capitata_PredGene_adi2mcaRNA5936_R0.t1
OG0006137	Acerv_evm.model.Segkk2069_pilon.20	Montipora_capitata_PredGene_g22744.t1, Montipora_capitata_PredGene_g22745.t1
OG0006138	Acerv_evm.model.Segkk2069_pilon.17	Montipora_capitata_PredGene_g22754.t1
OG0006139	Acerv_evm.model.Segkk2069_pilon.19	Montipora_capitata_PredGene_g22750.t1, Montipora_capitata_PredGene_g18182.t1
OG0006140	Acerv_evm.model.Segkk2069_pilon.5	Montipora_capitata_PredGene_g22806.t1, Montipora_capitata_PredGene_g22805.t1
OG0006141	Acerv_evm.model.Segkk2071_pilon.9	Montipora_capitata_PredGene_g11105.t1
OG0006142	Acerv_evm.model.Segkk2072_pilon.3, Acerv_evm.model.Segkk2354_pilon.7	Montipora_capitata_PredGene_adi2mcaRNA28015_R2.t1, Montipora_capitata_PredGene_adi2mcaRNA28015_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA28015_R4.t1, Montipora_capitata_PredGene_adi2mcaRNA10805_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA28015_R1.t1
OG0006143	Acerv_evm.model.Segkk2073_pilon.4	Montipora_capitata_PredGene_g33781.t1
OG0006144	Acerv_evm.model.Segkk2076_pilon.15	Montipora_capitata_PredGene_g23550.t1, Montipora_capitata_PredGene_g49787.t1, Montipora_capitata_PredGene_g56428.t1, Montipora_capitata_PredGene_g60857.t1, Montipora_capitata_PredGene_g22876.t1, Montipora_capitata_PredGene_g11295.t1, Montipora_capitata_PredGene_g53189.t1
OG0006145	Acerv_evm.model.Segkk2076_pilon.25	Montipora_capitata_PredGene_g1721.t1
OG0006146	Acerv_evm.model.Segkk2079_pilon.13	Montipora_capitata_PredGene_g51171.t1
OG0006147	Acerv_evm.model.Segkk2102_pilon.7	Montipora_capitata_PredGene_g8187.t1
OG0006148	Acerv_evm.model.Segkk2102_pilon.17, Acerv_evm.model.Segkk2102_pilon.16	Montipora_capitata_PredGene_g33437.t1
OG0006149	Acerv_evm.model.Segkk2102_pilon.14	Montipora_capitata_PredGene_g33433.t1
OG0006150	Acerv_evm.model.Segkk2107_pilon.2, Acerv_evm.model.Segkk2107_pilon.1	Montipora_capitata_PredGene_g31749.t1
OG0006151	Acerv_evm.model.Segkk2107_pilon.4, Acerv_evm.model.Segkk2107_pilon.5	Montipora_capitata_PredGene_g31747.t1
OG0006152	Acerv_evm.model.Segkk2107_pilon.6	Montipora_capitata_PredGene_g31746.t1
OG0006153	Acerv_evm.model.Segkk2109_pilon.10	Montipora_capitata_PredGene_adi2mcaRNA17738_R0.t1, Montipora_capitata_PredGene_adi2mcaRNA17738_R1.t1
OG0006154	Acerv_evm.model.Segkk2109_pilon.41, Acerv_evm.model.Segkk2109_pilon.42	Montipora_capitata_PredGene_g37300.t1
OG0006155	Acerv_evm.model.Segkk2109_pilon.29	Montipora_capitata_PredGene_g4198.t1
OG0006156	Acerv_evm.model.Segkk4002_pilon.2, Acerv_evm.model.Segkk2112_pilon.26	Montipora_capitata_PredGene_g51478.t1, Montipora_capitata_PredGene_g45848.t1, Montipora_capitata_PredGene_g3465.t1
OG0006157	Acerv_evm.model.Segkk2112_pilon.24	Montipora_capitata_PredGene_g5545.t1, Montipora_capitata_PredGene_g6549.t1, Montipora_capitata_PredGene_g45019.t1
OG0006158	Acerv_evm.model.Segkk2112_pilon.39	Montipora_capitata_PredGene_g69050.t1
OG0006159	Acerv_evm.model.Segkk2112_pilon.34	Montipora_capitata_PredGene_g69053.t1
OG0006160	Acerv_evm.model.Segkk2113_pilon.6	Montipora_capitata_PredGene_g51591.t1
OG0006161	Acerv_evm.model.Segkk2113_pilon.5	Montipora_capitata_PredGene_adi2mcaRNA32284_R0.t1
OG0006162	Acerv_evm.model.Segkk2114_pilon.4	Montipora_capitata_PredGene_g37494.t1
OG0006163	Acerv_evm.model.Segkk2114_pilon.6	Montipora_capitata_PredGene_g37496.t1
OG0006164	Acerv_evm.model.Segkk2319_pilon.21	Montipora_capitata_PredGene_g22381.t1
OG0006165	Acerv_evm.model.Segkk2116_pilon.11	Montipora_capitata_PredGene_g22426.t1
OG0006165	Acerv_evm.model.Segkk2116_pilon.8	Montipora_capitata_PredGene_g22431.t1
OG0006166	Acerv_evm.model.Segkk2118_pilon.11	Montipora_capitata_PredGene_adi2mcaRNA307_R1.t1
OG0006167	Acerv_evm.model.Segkk2118_pilon.16	Montipora_capitata_PredGene_g9892.t1
OG0006168	Acerv_evm.model.Segkk2118_pilon.26	Montipora_capitata_PredGene_g2160.t1
OG0006169	Acerv_evm.model.Segkk2122_pilon.16, Acerv_evm.model.Segkk2206_pilon.1	Montipora_capitata_PredGene_g34557.t1
OG0006170	Acerv_evm.model.Segkk2146_pilon.4	Montipora_capitata_PredGene_g28111.t1, Montipora_capitata_PredGene_g42551.t1, Montipora_capitata_PredGene_g19920.t1, Montipora_capitata_PredGene_g19919.t1, Montipora_capitata_PredGene_g57338.t1
OG0006171	Acerv_evm.model.Segkk2146_pilon.5	Montipora_capitata_PredGene_g34183.t1
OG0006172	Acerv_evm.model.Segkk2163_pilon.22	Montipora_capitata_PredGene_g15643.t1
OG0006173	Acerv_evm.model.Segkk2163_pilon.18	Montipora_capitata_PredGene_g42396.t1
OG0006174	Acerv_evm.model.Segkk2163_pilon.17	Montipora_capitata_PredGene_g18922.t1
OG0006175	Acerv_evm.model.Segkk2163_pilon.19	Montipora_capitata_PredGene_g42397.t1
OG0006176	Acerv_evm.model.Segkk2165_pilon.16	Montipora_capitata_PredGene_g55362.t1
OG0006177	Acerv_evm.model.Segkk2165_pilon.46, Acerv_evm.model.Segkk2165_pilon.47	Montipora_capitata_PredGene_g19334.t1
OG0006179	Acerv_evm.model.Segkk2165_pilon.50	Montipora_capitata_PredGene_g16611.t1
OG0006180	Acerv_evm.model.Segkk2182_pilon.2	Montipora_capitata_PredGene_g6452.t1
OG0006181	Acerv_evm.model.Segkk2184_pilon.1	Montipora_capitata_PredGene_g32398.t1, Montipora_capitata_PredGene_g32393.t1
