,gene_id,length
102750,LOC110043447,3193
102764,LOC110043431,3228
102772,LOC110043449,2111
102782,LOC110043495,3266
102796,LOC110043433,11696
102814,LOC110043481,3478
102819,LOC110043481,12405
102827,LOC110043484,11617
102841,LOC110043484,5391
102853,LOC110043482,12807
102864,LOC110043482,3206
102874,LOC110043434,4569
102895,LOC110043485,1470
102901,LOC110043529,2775
102907,LOC110043386,5366
102915,LOC110043376,1393
102919,LOC110043436,16027
102959,LOC110043374,3099
102971,LOC110043375,4084
102979,LOC110043445,2805
102987,LOC110043519,2977
102997,LOC110043452,15746
103014,LOC110043437,4686
103029,LOC110043530,2906
103035,LOC110043442,7848
103049,LOC110043442,7445
103063,LOC110043442,5712
103077,LOC110043444,5159
103093,LOC110043441,9133
103109,LOC110043438,7787
103143,LOC110043580,1188
103147,LOC110043689,15903
103155,LOC110043557,23107
103165,LOC110043559,4875
103180,LOC110043559,4875
103195,LOC110043558,14604
103223,LOC110043558,13278
103250,LOC110043558,13277
103278,LOC110043558,12160
103307,LOC110043629,2269
103313,LOC110043620,23682
103333,LOC110043688,23848
103365,LOC110043630,19765
103383,LOC110043573,2387
103387,LOC110043708,11338
103395,LOC110043708,11338
103403,LOC110043708,8183
103411,LOC110043574,4243
103421,LOC110043591,6015
103429,LOC110043591,5662
103437,LOC110043716,16662
103471,LOC110043631,932
103475,LOC110043632,932
103481,LOC110043635,2289
103485,LOC110043540,2498
103489,LOC110043539,5367
103494,LOC110043571,4574
103499,LOC110043723,8040
103503,LOC110043724,5752
103515,LOC110043725,1957
103521,LOC110043551,3089
103527,LOC110043553,4750
103531,LOC110043636,1031
103535,LOC110043617,21874
103575,LOC110043765,4339
103584,LOC110043637,25881
103646,LOC110043625,4159
103651,LOC110043625,4158
103657,LOC110043627,21243
103690,LOC110043628,5236
103702,LOC110043700,3026
103712,LOC110043701,13350
103730,LOC110043564,6309
103736,LOC110043548,2480
103742,LOC110043694,118982
103851,LOC110043694,118982
103959,LOC110043694,118982
104066,LOC110043697,2173
104070,LOC110043696,2754
104074,LOC110043561,4348
104087,LOC110043561,4324
104098,LOC110043561,4322
104110,LOC110043666,23402
104148,LOC110043666,23311
104186,LOC110043666,18281
104224,LOC110043668,7086
104243,LOC110043668,7085
104262,LOC110043668,5678
104283,LOC110043590,3736
104287,LOC110043589,6908
104295,LOC110043592,3847
104301,LOC110043584,4356
104311,LOC110043583,4326
104319,LOC110043751,7435
104351,LOC110043712,10665
104372,LOC110043712,8059
104400,LOC110043712,8055
104431,LOC110043744,13329
104460,LOC110043744,10648
104490,LOC110043638,5989
104520,LOC110043554,4998
104524,LOC110043605,27818
104560,LOC110043605,27817
104598,LOC110043605,27817
104636,LOC110043605,27340
104674,LOC110043605,26951
104712,LOC110043605,26950
104750,LOC110043605,26621
104788,LOC110043605,22839
104829,LOC110043624,14466
104837,LOC110043541,2495
104841,LOC110043616,11593
104860,LOC110043639,12371
104882,LOC110043640,28417
104928,LOC110043641,16553
104956,LOC110043546,11596
104986,LOC110043642,470
104990,LOC110043643,497
104994,LOC110043720,10793
105012,LOC110043593,16068
105030,LOC110043595,2645
105037,LOC110043595,2081
105044,LOC110043594,3304
105055,LOC110043727,2362
105061,LOC110043727,1999
105067,LOC110043727,1997
105074,LOC110043644,38003
105137,LOC110043728,4080
105147,LOC110043538,3777
105171,LOC110043754,2851
105181,LOC110043647,1784
105191,LOC110043556,2417
105200,LOC110043547,18766
105242,LOC110043648,872
105246,LOC110043544,1379
105250,LOC110043729,2012
105254,LOC110043750,942
105258,LOC110043749,7894
105276,LOC110043543,3024
105290,LOC110043748,5117
105316,LOC110043649,14738
105332,LOC110043650,5568
105350,LOC110043714,9545
105369,LOC110043714,9541
105388,LOC110043714,9538
105405,LOC110043651,5983
105423,LOC110043715,3410
105435,LOC110043586,10136
105449,LOC110043746,2538
105455,LOC110043737,13281
105465,LOC110043711,9120
105491,LOC110043726,14873
105512,LOC110043726,10849
105536,LOC110043767,5660
105540,LOC110043610,3957
105550,LOC110043652,4537
105564,LOC110043611,3335
105574,LOC110043613,2136
105582,LOC110043741,4993
105596,LOC110043706,1855
105603,LOC110043705,2512
105609,LOC110043705,2358
105616,LOC110043756,2239
105623,LOC110043704,14075
105632,LOC110043703,8374
105652,LOC110043766,3645
105662,LOC110043766,3435
105671,LOC110043731,10043
105681,LOC110043707,32146
105711,LOC110043653,3484
105731,LOC110043549,17299
105742,LOC110043549,17299
105766,LOC110043764,14639
105796,LOC110043764,14639
105826,LOC110043764,13393
105857,LOC110043690,51792
106002,LOC110043690,51396
106147,LOC110043690,49978
106291,LOC110043690,49973
106436,LOC110043692,9917
106459,LOC110043692,9917
106481,LOC110043693,13138
106488,LOC110043693,13138
106494,LOC110043654,3877
106512,LOC110043730,7293
106529,LOC110043730,7291
106547,LOC110043568,13159
106581,LOC110043568,12967
106616,LOC110043570,4074
106626,LOC110043615,13096
106649,LOC110043614,29010
106699,LOC110043759,10279
106711,LOC110043718,9587
106723,LOC110043542,4652
106733,LOC110043733,10622
106747,LOC110043736,5239
106753,LOC110043735,4594
106767,LOC110043607,5708
106780,LOC110043607,3817
106792,LOC110043608,1633
106796,LOC110043655,1326
106800,LOC110043609,4564
106810,LOC110043657,1909
106816,LOC110043763,3209
106820,LOC110043760,11486
106834,LOC110043761,16116
106864,LOC110043761,16114
106896,LOC110043761,16336
106932,LOC110043761,15138
106971,LOC110043658,1680
106977,LOC110043567,2007
106983,LOC110043581,1950
106989,LOC110043582,1913
106995,LOC110043659,14268
107023,LOC110043660,9379
107045,LOC110043755,3191
107058,LOC110043755,3190
107072,LOC110043661,8303
107098,LOC110043662,2029
107110,LOC110043663,1750
107116,LOC110043664,1247
107120,LOC110043709,20473
107134,LOC110043597,36490
107153,LOC110043597,10358
107178,LOC110043599,10486
107194,LOC110043598,5330
107201,LOC110043598,5329
107209,LOC110043721,2789
107214,LOC110043552,13173
107227,LOC110043552,13173
107241,LOC110043665,2598
107249,LOC110043732,22273
107265,LOC110043669,15146
107283,LOC110043670,6634
107299,LOC110043572,8718
107315,LOC110043619,2639
107348,LOC110043672,1127
107352,LOC110043673,24147
107400,LOC110043771,9378
107426,LOC110043769,33214
107475,LOC110043769,33214
107524,LOC110043769,33212
107574,LOC110043772,4805
107587,LOC110043674,1527
107595,LOC110043585,753
107599,LOC110043676,5873
107607,LOC110043742,9849
107614,LOC110043742,3354
107627,LOC110043678,10242
107635,LOC110043679,26782
107661,LOC110043698,14880
107696,LOC110043698,14880
107736,LOC110043577,15957
107744,LOC110043578,1220
107750,LOC110043575,13598
107758,LOC110043722,10992
107783,LOC110043722,10991
107809,LOC110043680,1317
107815,LOC110043753,5858
107823,LOC110043753,4747
107831,LOC110043604,15178
107849,LOC110043601,33292
107903,LOC110043603,2819
107907,LOC110043602,6326
107923,LOC110043681,16003
107929,LOC110043682,2357
107935,LOC110043702,2645
107939,LOC110043683,6621
107945,LOC110043684,2573
107949,LOC110043579,4466
107956,LOC110043685,8532
107966,LOC110043686,12468
107982,LOC110043565,5721
107998,LOC110043563,7756
108007,LOC110043563,3070
108017,LOC110043550,7983
108035,LOC110043622,7620
108051,LOC110043739,2661
108062,LOC110043588,1094
108066,LOC110043687,11584
108084,LOC110043747,5078
108103,LOC110043776,1223
108109,LOC110043792,1502
108113,LOC110043798,15403
108153,LOC110043784,32419
108176,LOC110043784,32314
108198,LOC110043784,31236
108220,LOC110043784,17445
108242,LOC110043784,13931
108264,LOC110043784,15580
108287,LOC110043784,15579
108308,LOC110043784,14604
108330,LOC110043784,13692
108352,LOC110043784,9606
108374,LOC110043777,17315
108410,LOC110043778,34071
108507,LOC110043795,1931
108513,LOC110043796,2666
108517,LOC110043794,2491
108521,LOC110043779,31181
108576,LOC110043780,8441
108582,LOC110043782,9692
108606,LOC110043783,1961
108619,LOC110043787,11480
108638,LOC110043788,2388
108644,LOC110043789,1581
108648,LOC110043790,18077
108668,LOC110043791,1728
108679,LOC110043801,19877
108692,LOC110043818,3534
108700,LOC110043811,26779
108709,LOC110043811,18907
108716,LOC110043804,5517
108724,LOC110043805,6894
108738,LOC110043812,16438
108752,LOC110043806,20832
108760,LOC110043807,9134
108775,LOC110043813,5905
108792,LOC110043815,16077
108812,LOC110043809,3066
108828,LOC110043820,3347
108840,LOC110043819,6450
108856,LOC110043802,2033
108874,LOC110043838,5555
108886,LOC110043841,1384
108894,LOC110043824,34133
108916,LOC110043839,34779
108942,LOC110043840,2895
108951,LOC110043830,1595
108955,LOC110043836,9488
108965,LOC110043831,31876
108981,LOC110043829,5580
108989,LOC110043826,22807
109022,LOC110043826,22765
109061,LOC110043833,14535
109071,LOC110043834,1961
109077,LOC110043835,1467
109104,LOC110043847,833
109108,LOC110043848,1246
109112,LOC110043846,8236
109122,LOC110043852,7137
109136,LOC110043852,6392
109157,LOC110043849,27914
109201,LOC110043858,2559
109207,LOC110043851,3748
109219,LOC110043844,12952
109246,LOC110043845,7373
109254,LOC110043845,4393
109263,LOC110043854,14731
109283,LOC110043856,3809
109297,LOC110043855,9060
109327,LOC110043842,5080
109340,LOC110043857,1481
109344,LOC110043850,962
109357,LOC110043867,10930
109368,LOC110043870,2454
109372,LOC110043868,27080
109394,LOC110043869,6050
109402,LOC110043862,2681
109418,LOC110043871,13747
109426,LOC110043863,4507
109437,LOC110043863,4507
109449,LOC110043865,26407
109467,LOC110043872,1508
109474,LOC110043874,4291
109485,LOC110043873,18909
109519,LOC110043882,683
109523,LOC110043884,2398
109529,LOC110043887,21313
109542,LOC110043887,16116
109553,LOC110043887,14484
109564,LOC110043887,10868
109576,LOC110043886,13610
109594,LOC110043886,10062
109609,LOC110043886,10060
109626,LOC110043886,8353
109642,LOC110043885,16022
109675,LOC110043876,7366
109691,LOC110043881,5676
109699,LOC110043875,1496
109703,LOC110043883,3401
109711,LOC110043888,18132
109749,LOC110043889,4336
109753,LOC110043878,5675
109762,LOC110043877,23880
109789,LOC110043877,23879
109817,LOC110043879,44353
109898,LOC110043879,44352
109977,LOC110043879,44352
110065,LOC110043905,5958
110075,LOC110043899,1472
110079,LOC110043895,50421
110093,LOC110043900,9945
110099,LOC110043897,37390
110117,LOC110043898,5237
110129,LOC110043896,4320
110147,LOC110043890,1890
110151,LOC110043894,7348
110157,LOC110043892,7730
110162,LOC110043906,21660
110219,LOC110043908,1917
110223,LOC110043907,11340
110242,LOC110043907,11333
110262,LOC110043902,21943
110294,LOC110043902,21943
110327,LOC110043902,21599
110366,LOC110043891,24774
110417,LOC110043938,2693
110431,LOC110043915,5699
110439,LOC110043916,2114
110447,LOC110043917,40764
110529,LOC110043928,21023
110540,LOC110043930,10162
110548,LOC110043930,7791
110557,LOC110043925,4325
110561,LOC110043924,9668
110565,LOC110043924,2824
110570,LOC110043937,2779
110575,LOC110043936,13553
110613,LOC110043933,7926
110623,LOC110043934,5485
110633,LOC110043918,4771
110645,LOC110043923,4642
110655,LOC110043919,1480
110659,LOC110043910,2675
110663,LOC110043932,7699
110670,LOC110043932,1522
110678,LOC110043931,19081
110708,LOC110043912,3760
110712,LOC110043913,3760
110725,LOC110043943,6607
110733,LOC110043944,1710
110742,LOC110043964,12598
110778,LOC110043945,5090
110782,LOC110043939,2078
110790,LOC110043942,1119
110798,LOC110043940,1938
110806,LOC110043941,1435
110811,LOC110043962,1479
110819,LOC110043963,2129
110826,LOC110043963,2118
110834,LOC110043955,9775
110850,LOC110043947,9391
110858,LOC110043948,5407
110864,LOC110043960,2103
110870,LOC110043958,6864
110882,LOC110043956,21499
110930,LOC110043959,12203
110958,LOC110043965,2089
110962,LOC110043952,4784
110968,LOC110043951,17486
111028,LOC110043951,17111
111088,LOC110043953,13772
111116,LOC110043954,1901
111136,LOC110043986,975
111142,LOC110043974,1070
111148,LOC110043967,5570
111172,LOC110043982,15315
111226,LOC110043990,3584
111236,LOC110043988,7821
111258,LOC110043987,28566
111302,LOC110043992,3633
111308,LOC110043968,1872
111317,LOC110043991,1811
111321,LOC110043976,2217
111325,LOC110043970,28775
111362,LOC110043983,1985
111366,LOC110043985,7417
111380,LOC110043984,4212
111390,LOC110043971,13118
111421,LOC110043977,30815
111521,LOC110043977,25989
111612,LOC110043972,70170
111634,LOC110043981,8949
111644,LOC110043979,2481
111648,LOC110043980,1740
111652,LOC110043978,9572
111679,LOC110043978,9571
111704,LOC110043978,9570
111732,LOC110043993,26210
111751,LOC110043993,26205
111771,LOC110043973,581
111779,LOC110043994,12818
111793,LOC110043995,4588
111802,LOC110043995,4588
111818,LOC110044000,1559
111822,LOC110044003,2992
111826,LOC110043997,1725
111830,LOC110043996,1320
111840,LOC110044026,1068
111844,LOC110044025,1176
111848,LOC110044010,4252
111852,LOC110044024,1033
111858,LOC110044031,3479
111872,LOC110044018,9705
111893,LOC110044022,9849
111913,LOC110044022,9849
111934,LOC110044023,5300
111944,LOC110044023,4822
111953,LOC110044023,4820
111962,LOC110044023,4820
111971,LOC110044023,4820
111981,LOC110044017,17268
112002,LOC110044021,9736
112023,LOC110044032,1519
112041,LOC110044034,8670
112049,LOC110044035,7894
112075,LOC110044011,20100
112134,LOC110044011,20100
112192,LOC110044027,34748
112276,LOC110044027,33966
112359,LOC110044027,33966
112440,LOC110044027,33966
112519,LOC110044027,33966
112597,LOC110044037,1178
112601,LOC110044016,1680
112605,LOC110044015,23542
112628,LOC110044041,8716
112642,LOC110044038,23585
112666,LOC110044012,33495
112703,LOC110044012,33494
112740,LOC110044012,20805
112782,LOC110044030,5407
112794,LOC110044029,3345
112804,LOC110044039,5883
112810,LOC110044040,2598
112814,LOC110044004,4429
112819,LOC110044004,4429
112831,LOC110044005,1225
112835,LOC110044008,23519
112841,LOC110044008,23519
112847,LOC110044008,23515
112851,LOC110044008,23515
112855,LOC110044008,20570
112859,LOC110044008,19326
112865,LOC110044008,3305
112870,LOC110044009,2964
112878,LOC110044001,1813
112889,LOC110044056,2669
112901,LOC110044087,29812
112928,LOC110044087,26623
112955,LOC110044087,18072
112982,LOC110044087,18071
113010,LOC110044076,2045
113020,LOC110044074,8394
113053,LOC110044049,598
113060,LOC110044078,14068
113074,LOC110044042,47244
113082,LOC110044042,1984
113089,LOC110044079,12072
113103,LOC110044081,5197
113146,LOC110044082,1730
113152,LOC110044083,3664
113167,LOC110044065,889
113171,LOC110044063,1777
113175,LOC110044064,16966
113211,LOC110044061,11419
113219,LOC110044061,8562
113227,LOC110044061,8562
113235,LOC110044062,5587
113273,LOC110044066,31595
113297,LOC110044066,31594
113319,LOC110044066,26196
113344,LOC110044067,21762
113356,LOC110044073,4834
113372,LOC110044048,5437
113386,LOC110044050,4534
113396,LOC110044090,8373
113406,LOC110044059,17131
113419,LOC110044057,7065
113437,LOC110044060,4136
113447,LOC110044060,4105
113458,LOC110044091,8123
113470,LOC110044091,6870
113483,LOC110044086,4460
113492,LOC110044085,5013
113498,LOC110044051,8267
113508,LOC110044052,3670
113514,LOC110044053,15785
113546,LOC110044084,13396
113596,LOC110044054,19975
113620,LOC110044055,4557
113640,LOC110044046,10298
113653,LOC110044095,1495
113660,LOC110044095,1495
113666,LOC110044094,6694
113676,LOC110044093,3543
113689,LOC110044097,1619
113693,LOC110044098,1739
113719,LOC110044102,1742
113729,LOC110044101,1916
113748,LOC110044103,1159
113756,LOC110044115,83659
113798,LOC110044120,2053
113824,LOC110044118,18238
113859,LOC110044119,3721
113870,LOC110044104,1442
113878,LOC110044109,1016
113886,LOC110044108,966
113892,LOC110044105,2295
113903,LOC110044110,8782
113911,LOC110044111,25315
113959,LOC110044113,12085
113978,LOC110044113,12082
113997,LOC110044113,10489
114017,LOC110044114,4440
114027,LOC110044112,1693
114043,LOC110044121,1021
114050,LOC110044135,5667
114062,LOC110044154,11764
114084,LOC110044164,3087
114093,LOC110044161,40590
114129,LOC110044158,18898
114157,LOC110044160,3160
114165,LOC110044159,1565
114169,LOC110044122,995
114173,LOC110044123,4548
114187,LOC110044144,2097
114195,LOC110044147,2247
114203,LOC110044169,1689
114207,LOC110044150,11665
114232,LOC110044149,21651
114257,LOC110044149,20668
114282,LOC110044152,6505
114293,LOC110044152,6505
114318,LOC110044151,11122
114379,LOC110044124,11664
114396,LOC110044136,12819
114402,LOC110044136,7676
114408,LOC110044136,5690
114414,LOC110044165,2440
114420,LOC110044167,2144
114426,LOC110044168,7282
114464,LOC110044156,22305
114484,LOC110044142,6243
114496,LOC110044141,4428
114507,LOC110044141,4349
114519,LOC110044140,3799
114531,LOC110044138,10640
114561,LOC110044139,9089
114575,LOC110044139,9089
114589,LOC110044139,7124
114604,LOC110044143,20313
114620,LOC110044125,1573
114626,LOC110044126,4957
114636,LOC110044133,4386
114650,LOC110044134,1413
114658,LOC110044146,1008
114662,LOC110044128,686
114666,LOC110044129,1165
114672,LOC110044130,688
114678,LOC110044131,955
114686,LOC110044132,8157
114695,LOC110044190,1954
114699,LOC110044191,5960
114722,LOC110044217,20238
114748,LOC110044226,9000
114753,LOC110044226,9000
114758,LOC110044226,2417
114764,LOC110044204,3444
114768,LOC110044207,2101
114774,LOC110044229,29146
114790,LOC110044218,2003
114794,LOC110044218,1997
114798,LOC110044218,1995
114803,LOC110044230,10406
114815,LOC110044211,13834
