,gene_id,length
256365,LOC110052378,971
256373,LOC110052347,1494
256377,LOC110052386,1593
256381,LOC110052332,1562
256385,LOC110052361,2811
256391,LOC110052334,1348
256395,LOC110052488,521
256399,LOC110052559,3147
256403,LOC110052344,1878
256407,LOC110052336,1330
256411,LOC110052489,2776
256421,LOC110052360,1739
256425,LOC110052490,1082
256429,LOC110052587,5266
256442,LOC110052352,4004
256451,LOC110052492,1037
256455,LOC110052493,1037
256468,LOC110052394,6718
256484,LOC110052419,15570
256534,LOC110052419,15255
256585,LOC110052420,1968
256589,LOC110052364,2974
256593,LOC110052551,4729
256599,LOC110052494,40052
256631,LOC110052498,16556
256666,LOC110052335,13502
256680,LOC110052355,1193
256684,LOC110052511,4002
256692,LOC110052512,21851
256720,LOC110052495,1221
256730,LOC110052435,15454
256744,LOC110052436,5035
256754,LOC110052395,3876
256762,LOC110052422,3613
256769,LOC110052422,3613
256777,LOC110052421,27966
256797,LOC110052421,27965
256818,LOC110052392,18581
256852,LOC110052545,13037
256876,LOC110052564,2127
256886,LOC110052527,34412
256904,LOC110052531,10118
256910,LOC110052528,18634
256920,LOC110052528,18634
256931,LOC110052571,23935
256955,LOC110052571,21666
256979,LOC110052571,19665
257010,LOC110052565,2188
257016,LOC110052367,6737
257022,LOC110052584,1366
257028,LOC110052342,2370
257034,LOC110052384,13478
257041,LOC110052496,2453
257049,LOC110052417,4556
257053,LOC110052418,11636
257067,LOC110052568,3156
257081,LOC110052497,650
257089,LOC110052547,3415
257097,LOC110052547,3382
257105,LOC110052499,458
257109,LOC110052398,7846
257127,LOC110052397,16840
257157,LOC110052321,10757
257183,LOC110052578,29523
257209,LOC110052579,1900
257213,LOC110052500,1133
257217,LOC110052501,650
257221,LOC110052503,7833
257233,LOC110052438,1630
257241,LOC110052437,3357
257245,LOC110052325,2933
257249,LOC110052544,29709
257297,LOC110052567,2359
257309,LOC110052566,18377
257350,LOC110052504,8559
257381,LOC110052505,2928
257393,LOC110052506,484
257399,LOC110052507,3347
257411,LOC110052508,1740
257421,LOC110052401,3252
257425,LOC110052509,2261
257456,LOC110052603,1257
257460,LOC110052610,2260
257464,LOC110052673,3691
257468,LOC110052691,6898
257486,LOC110052682,13111
257490,LOC110052682,6557
257495,LOC110052628,22289
257509,LOC110052683,3637
257519,LOC110052681,18728
257535,LOC110052666,5323
257546,LOC110052666,5321
257557,LOC110052597,6198
257568,LOC110052597,6198
257580,LOC110052615,13485
257616,LOC110052614,10099
257640,LOC110052668,15451
257672,LOC110052593,10291
257686,LOC110052637,28298
257700,LOC110052605,8044
257710,LOC110052684,11083
257724,LOC110052670,24081
257738,LOC110052670,24081
257753,LOC110052686,16233
257758,LOC110052686,15084
257763,LOC110052629,914
257771,LOC110052687,2310
257779,LOC110052678,2657
257789,LOC110052661,3042
257799,LOC110052630,14478
257829,LOC110052660,8159
257847,LOC110052659,10278
257875,LOC110052664,3416
257885,LOC110052658,4474
257892,LOC110052663,15017
257904,LOC110052663,8416
257917,LOC110052656,22100
258007,LOC110052655,20133
258069,LOC110052665,9783
258085,LOC110052662,2801
258095,LOC110052631,8057
258109,LOC110052688,1842
258119,LOC110052595,3225
258126,LOC110052595,1882
258136,LOC110052632,1930
258142,LOC110052633,837
258146,LOC110052612,7771
258158,LOC110052613,4902
258174,LOC110052611,12693
258203,LOC110052608,20878
258207,LOC110052608,20877
258211,LOC110052608,17708
258215,LOC110052608,7818
258220,LOC110052607,30023
258287,LOC110052607,30022
258353,LOC110052607,25038
258419,LOC110052607,25038
258487,LOC110052617,16997
258547,LOC110052620,39217
258612,LOC110052620,39217
258678,LOC110052622,2563
258682,LOC110052621,4759
258690,LOC110052618,36641
258743,LOC110052618,36640
258797,LOC110052634,8984
258819,LOC110052635,5696
258831,LOC110052638,21122
258848,LOC110052604,4681
258854,LOC110052654,19939
258887,LOC110052654,17729
258945,LOC110052671,15006
258966,LOC110052671,15005
258989,LOC110052671,13994
259011,LOC110052672,2553
259019,LOC110052653,3902
259031,LOC110052652,7076
259047,LOC110052639,413
259051,LOC110052689,11308
259085,LOC110052669,6828
259108,LOC110052669,6828
259129,LOC110052640,11933
259139,LOC110052641,2314
259147,LOC110052642,3373
259159,LOC110052643,27286
259191,LOC110052674,2209
259195,LOC110052616,11423
259218,LOC110052644,6898
259226,LOC110052627,6488
259231,LOC110052623,4926
259243,LOC110052606,2071
259247,LOC110052594,12746
259279,LOC110052591,26453
259296,LOC110052646,18553
259324,LOC110052648,11347
259337,LOC110052676,1813
259341,LOC110052649,1019
259345,LOC110052601,8002
259351,LOC110052650,5939
259361,LOC110052651,7746
259379,LOC110052693,2159
259390,LOC110052693,2158
259399,LOC110052693,2158
259410,LOC110052693,2157
259421,LOC110052693,2156
259433,LOC110052695,2007
259448,LOC110052697,27515
259472,LOC110052697,27515
259496,LOC110052697,27515
259520,LOC110052697,27515
259544,LOC110052697,27515
259566,LOC110052697,27515
259590,LOC110052697,18629
259611,LOC110052697,18629
259632,LOC110052697,18629
259653,LOC110052698,2643
259657,LOC110052696,26593
259676,LOC110052819,8285
259698,LOC110052818,22386
259732,LOC110052799,1543
259740,LOC110052798,22527
259779,LOC110052798,17633
259813,LOC110052724,1026
259823,LOC110052767,4616
259841,LOC110052766,4034
259853,LOC110052764,4314
259857,LOC110052769,2159
259866,LOC110052765,2858
259870,LOC110052768,2159
259879,LOC110052758,4878
259895,LOC110052702,2865
259907,LOC110052939,5699
259925,LOC110052935,11715
259949,LOC110052932,6539
259954,LOC110052934,7027
259966,LOC110052942,8498
259980,LOC110052938,11953
260010,LOC110052933,36230
260045,LOC110052936,12393
260060,LOC110052940,6399
260070,LOC110052746,24315
260124,LOC110052747,22485
260156,LOC110052732,5471
260177,LOC110052730,10462
260214,LOC110052730,10462
260252,LOC110052731,10651
260272,LOC110052733,4350
260280,LOC110052809,3035
260284,LOC110052849,3289
260294,LOC110052808,5801
260304,LOC110052844,12430
260321,LOC110052844,12427
260344,LOC110052850,1509
260350,LOC110052763,66874
260456,LOC110052762,5560
260471,LOC110052761,5558
260486,LOC110052851,21362
260520,LOC110052754,1981
260526,LOC110052928,3561
260534,LOC110052852,2777
260542,LOC110052853,9208
260550,LOC110052842,19747
260578,LOC110052843,4786
260589,LOC110052713,8085
260607,LOC110052841,57001
260621,LOC110052854,2285
260635,LOC110052814,4306
260643,LOC110052855,16641
260667,LOC110052714,1980
260671,LOC110052857,1214
260681,LOC110052704,2370
260690,LOC110052704,2370
260702,LOC110052859,19429
260732,LOC110052927,9764
260760,LOC110052750,4512
260774,LOC110052860,4380
260782,LOC110052917,7489
260794,LOC110052917,7281
260807,LOC110052917,7229
260819,LOC110052917,7047
260833,LOC110052916,1824
260837,LOC110052701,1824
260846,LOC110052897,11637
260873,LOC110052898,4716
260885,LOC110052856,3026
260890,LOC110052816,22646
260926,LOC110052816,22644
260962,LOC110052816,22644
261000,LOC110052861,1720
261010,LOC110052862,4859
261025,LOC110052821,4578
261035,LOC110052822,4654
261045,LOC110052794,14299
261085,LOC110052863,6422
261130,LOC110052744,2800
261140,LOC110052739,15109
261176,LOC110052739,14952
261211,LOC110052739,13269
261247,LOC110052742,35543
261265,LOC110052743,4256
261279,LOC110052741,18711
261303,LOC110052740,12876
261323,LOC110052738,13825
261337,LOC110052738,13734
261352,LOC110052804,61550
261399,LOC110052804,61549
261444,LOC110052804,55399
261490,LOC110052804,49664
261536,LOC110052804,44623
261580,LOC110052804,43290
261622,LOC110052804,38191
261663,LOC110052804,38191
261707,LOC110052806,21565
261713,LOC110052806,21565
261719,LOC110052806,21565
261725,LOC110052806,15083
261731,LOC110052807,4551
261739,LOC110052839,11674
261777,LOC110052840,4680
261791,LOC110052824,12132
261801,LOC110052824,7390
261812,LOC110052825,2919
261816,LOC110052828,3507
261826,LOC110052829,29097
261837,LOC110052829,29097
261849,LOC110052829,29097
261859,LOC110052829,8365
261869,LOC110052832,4086
261873,LOC110052831,2296
261877,LOC110052833,2966
261881,LOC110052835,8486
261892,LOC110052835,6941
261902,LOC110052835,5083
261912,LOC110052834,10811
261922,LOC110052834,6902
261943,LOC110052864,2496
261947,LOC110052865,3413
261953,LOC110052866,5856
261965,LOC110052925,996
261969,LOC110052918,3940
261977,LOC110052923,8927
261995,LOC110052924,4012
262011,LOC110052867,1443
262017,LOC110052703,2888
262027,LOC110052729,3807
262037,LOC110052908,4374
262046,LOC110052908,4373
262055,LOC110052908,3041
262064,LOC110052908,3185
262073,LOC110052908,3181
262083,LOC110052909,4003
262093,LOC110052774,7062
262103,LOC110052777,11716
262131,LOC110052777,11508
262160,LOC110052778,11906
262184,LOC110052779,3653
262188,LOC110052776,7307
262198,LOC110052772,6641
262203,LOC110052773,3709
262207,LOC110052773,3709
262212,LOC110052775,8761
262221,LOC110052868,13014
262246,LOC110052915,2466
262253,LOC110052870,8184
262269,LOC110052736,3198
262279,LOC110052827,3300
262283,LOC110052789,9087
262317,LOC110052792,2876
262329,LOC110052791,17670
262349,LOC110052791,18918
262371,LOC110052871,2452
262383,LOC110052872,20144
262403,LOC110052929,5113
262409,LOC110052931,4588
262421,LOC110052735,2677
262425,LOC110052787,5132
262435,LOC110052785,14558
262463,LOC110052786,1074
262466,LOC110052786,1058
262471,LOC110052874,3326
262481,LOC110052913,9373
262513,LOC110052873,6409
262525,LOC110052749,12343
262537,LOC110052896,3384
262547,LOC110052838,3783
262565,LOC110052817,7885
262580,LOC110052817,6849
262594,LOC110052715,3246
262602,LOC110052948,15094
262611,LOC110052948,14730
262620,LOC110052901,12260
262641,LOC110052716,3684
262651,LOC110052810,18701
262673,LOC110052876,1519
262683,LOC110052812,2623
262697,LOC110052846,2510
262709,LOC110052848,2623
262723,LOC110052919,4944
262727,LOC110052919,3971
262732,LOC110052914,3171
262742,LOC110052922,1835
262747,LOC110052717,4408
262755,LOC110052826,29325
262797,LOC110052803,2536
262803,LOC110052801,4243
262809,LOC110052800,3231
262813,LOC110052802,1978
262818,LOC110052877,8332
262828,LOC110052878,9681
262834,LOC110052879,46616
262970,LOC110052708,5350
262978,LOC110052710,3091
262984,LOC110052711,1862
262997,LOC110052706,4422
263004,LOC110052707,5975
263020,LOC110052705,10238
263044,LOC110052728,3304
263061,LOC110052823,2379
263071,LOC110052881,22300
263107,LOC110052755,3952
263117,LOC110052756,17067
263131,LOC110052737,2775
263135,LOC110052722,3533
263139,LOC110052753,2592
263159,LOC110052882,983
263167,LOC110052751,11763
263176,LOC110052751,11349
263184,LOC110052727,16347
263194,LOC110052725,22191
263244,LOC110052725,21913
263294,LOC110052726,15916
263313,LOC110052884,20286
263357,LOC110052712,6739
263363,LOC110052899,7008
263416,LOC110052903,3768
263425,LOC110052903,3766
263437,LOC110052700,5642
263452,LOC110052885,4911
263468,LOC110052907,1133
263472,LOC110052906,950
263476,LOC110052886,626
263480,LOC110052887,686
263484,LOC110052888,11988
263507,LOC110052759,2490
263515,LOC110052760,7723
263529,LOC110052926,2342
263533,LOC110052752,2848
263537,LOC110052889,12613
263545,LOC110052890,9169
263551,LOC110052797,5854
263561,LOC110052795,4876
263569,LOC110052796,34836
263581,LOC110052796,27844
263592,LOC110052892,11518
263627,LOC110052782,8096
263634,LOC110052781,2895
263640,LOC110052783,2462
263644,LOC110052945,2448
263648,LOC110052945,1165
263657,LOC110052770,9835
263669,LOC110052770,7836
263682,LOC110052893,32612
263753,LOC110052771,4863
263769,LOC110052718,24415
263808,LOC110052719,6509
263826,LOC110052894,3402
263838,LOC110052895,982
263905,LOC110052958,1462
263913,LOC110052959,5832
263932,LOC110052961,1387
263936,LOC110052960,1615
263943,LOC110052962,1874
263947,LOC110052963,1637
263972,LOC110052966,3410
263978,LOC110052964,3572
263993,LOC110052996,2877
263999,LOC110053021,22948
264017,LOC110053056,7326
264032,LOC110053056,4577
264046,LOC110053055,5581
264054,LOC110053009,12506
264080,LOC110053002,4467
264084,LOC110053001,27497
264144,LOC110053042,10448
264180,LOC110053050,6094
264198,LOC110053008,3484
264210,LOC110053006,17795
264244,LOC110053007,3873
264261,LOC110053022,29100
264307,LOC110053011,9223
264331,LOC110053013,4737
264339,LOC110053014,4033
264350,LOC110053016,8059
264359,LOC110053016,8054
264367,LOC110053016,5658
264376,LOC110053012,5041
264388,LOC110052985,47704
264478,LOC110052985,42965
264568,LOC110052985,37896
264658,LOC110052985,30645
264731,LOC110052985,37056
264820,LOC110052985,35075
264908,LOC110053040,9952
264936,LOC110053041,4969
264948,LOC110053047,5414
264960,LOC110053046,1930
264964,LOC110053018,6043
264977,LOC110053017,3397
264983,LOC110053054,5118
264995,LOC110053045,6501
265003,LOC110053023,19357
265015,LOC110053053,2271
265023,LOC110052988,2600
265031,LOC110052989,10318
265041,LOC110053010,4390
265045,LOC110053024,17564
265071,LOC110052983,2534
265075,LOC110052991,2598
265087,LOC110052992,19114
265099,LOC110052992,19113
265111,LOC110052992,19109
265122,LOC110053019,4842
265131,LOC110053026,9415
265141,LOC110053020,6864
265165,LOC110053048,3158
265194,LOC110052967,6369
265198,LOC110053027,16400
265220,LOC110053003,8645
265250,LOC110053005,6764
265260,LOC110052969,4170
265266,LOC110052998,5845
265272,LOC110053000,4102
265276,LOC110052997,11502
265321,LOC110052997,11493
265365,LOC110052999,7065
265371,LOC110053044,8154
265397,LOC110053028,2954
265405,LOC110052975,5884
265421,LOC110052970,25095
265451,LOC110052972,2663
265455,LOC110052980,3836
265461,LOC110052971,5164
265470,LOC110052971,5164
265481,LOC110052971,5164
265492,LOC110052971,4424
265503,LOC110052973,46391
265520,LOC110053029,18197
265546,LOC110053030,16403
265552,LOC110053031,8139
265572,LOC110053032,4412
265584,LOC110052978,1112
265590,LOC110053033,2081
265596,LOC110053034,24529
265614,LOC110052976,8968
265623,LOC110053035,7758
265635,LOC110053036,3702
265652,LOC110052979,2437
265666,LOC110052977,1620
265698,LOC110053058,37112
265717,LOC110053058,37111
265736,LOC110053058,37111
265758,LOC110053060,24800
265772,LOC110053060,24609
265786,LOC110053061,5756
265794,LOC110053062,55919
265849,LOC110053066,3567
265861,LOC110053074,1552
265867,LOC110053064,23351
265901,LOC110053070,4607
265905,LOC110053065,2768
265909,LOC110053067,55160
266002,LOC110053067,55160
266095,LOC110053067,70881
266206,LOC110053067,70881
266319,LOC110053067,70879
266432,LOC110053067,70879
266546,LOC110053069,9577
266576,LOC110053072,27858
266607,LOC110053072,21561
266640,LOC110053075,7948
266646,LOC110053076,2129
266650,LOC110053077,3036
266663,LOC110053079,1010
266674,LOC110053106,9413
266682,LOC110053082,1741
266692,LOC110053099,26579
266717,LOC110053099,26578
266743,LOC110053099,26566
266769,LOC110053094,3363
266778,LOC110053094,3360
266788,LOC110053095,20109
266820,LOC110053083,1690
266824,LOC110053093,6927
266834,LOC110053105,9481
266842,LOC110053105,11032
266851,LOC110053105,11030
266861,LOC110053091,4944
266869,LOC110053090,5157
266877,LOC110053098,14845
266885,LOC110053102,3211
266897,LOC110053084,1374
266903,LOC110053096,7103
266921,LOC110053086,4719
266931,LOC110053103,2104
266942,LOC110053107,3152
266950,LOC110053087,15244
266968,LOC110053088,34967
267023,LOC110053092,31548
267073,LOC110053100,33436
267095,LOC110053100,33436
267117,LOC110053100,11212
267149,LOC110053112,836
267171,LOC110053114,38254
267193,LOC110053114,38251
267215,LOC110053114,38250
267241,LOC110053117,1577
267245,LOC110053118,704
267249,LOC110053115,62521
267282,LOC110053115,62521
267318,LOC110053120,48227
267340,LOC110053116,8729
267350,LOC110053121,1761
267358,LOC110053122,1761
267366,LOC110053123,1761
267377,LOC110053129,1984
267383,LOC110053127,926
267397,LOC110053146,2082
267401,LOC110053158,11501
267433,LOC110053158,11500
267468,LOC110053168,4035
267478,LOC110053169,23723
267492,LOC110053152,9338
267499,LOC110053152,5286
267507,LOC110053151,10442
267517,LOC110053150,5112
267526,LOC110053150,5112
267537,LOC110053153,5572
267544,LOC110053153,5572
267560,LOC110053136,4361
267571,LOC110053135,6060
267579,LOC110053134,18252
267591,LOC110053172,2854
267597,LOC110053165,2052
267603,LOC110053173,5095
267619,LOC110053156,4639
267627,LOC110053157,13445
267635,LOC110053157,12346
267648,LOC110053138,12438
267663,LOC110053132,11827
267676,LOC110053132,6204
267688,LOC110053174,8842
267702,LOC110053175,17800
267730,LOC110053164,25876
267766,LOC110053163,1273
267772,LOC110053162,4795
267784,LOC110053162,4794
267797,LOC110053159,21693
267824,LOC110053159,21693
267851,LOC110053159,21363
267877,LOC110053159,15687
267905,LOC110053160,8861
267921,LOC110053160,8860
267937,LOC110053160,8857
267955,LOC110053160,8857
267971,LOC110053130,11757
267981,LOC110053143,30455
268019,LOC110053143,29958
268057,LOC110053143,24415
268095,LOC110053143,24082
268130,LOC110053143,24082
268168,LOC110053143,22497
268205,LOC110053145,11722
268231,LOC110053137,10298
268239,LOC110053137,7376
268247,LOC110053140,5290
268256,LOC110053140,5290
268267,LOC110053182,1926
268271,LOC110053166,2807
268277,LOC110053176,1169
268281,LOC110053167,2547
268287,LOC110053180,2384
268291,LOC110053177,3413
268301,LOC110053147,17868
268327,LOC110053148,5795
268345,LOC110053178,5567
268361,LOC110053179,23569
268411,LOC110053155,1052
268417,LOC110053142,1966
268424,LOC110053183,3084
268433,LOC110053190,22264
268471,LOC110053190,22041
268509,LOC110053190,22040
268548,LOC110053192,2885
268554,LOC110053185,36142
268589,LOC110053186,10498
268613,LOC110053188,1681
268619,LOC110053189,3905
268623,LOC110053187,9523
268639,LOC110053193,2029
268643,LOC110053195,4171
268660,LOC110053195,4171
268676,LOC110053194,4754
268693,LOC110053194,4754
268710,LOC110053194,4754
268736,LOC110053223,8936
268752,LOC110053238,2925
268760,LOC110053239,4993
268768,LOC110053228,3004
268776,LOC110053228,2995
268785,LOC110053240,2962
268795,LOC110053226,1819
268804,LOC110053227,1819
268813,LOC110053225,2215
268823,LOC110053221,8870
268834,LOC110053221,8870
268847,LOC110053222,6498
268859,LOC110053237,11646
268872,LOC110053213,2172
268882,LOC110053216,4878
268893,LOC110053216,4876
268903,LOC110053217,10467
268921,LOC110053215,8350
268946,LOC110053215,7649
268968,LOC110053200,4500
268980,LOC110053199,4468
268996,LOC110053203,15103
269025,LOC110053202,10669
269047,LOC110053251,2974
269053,LOC110053249,1475
269057,LOC110053247,18141
269102,LOC110053247,18141
269148,LOC110053252,1280
269156,LOC110053248,6992
269162,LOC110053253,732
269170,LOC110053255,4271
269205,LOC110053232,4181
269213,LOC110053230,5245
269225,LOC110053229,2128
269229,LOC110053231,14543
269243,LOC110053246,1627
269247,LOC110053241,392
269251,LOC110053224,9583
269263,LOC110053214,24840
269286,LOC110053214,14124
269309,LOC110053214,14123
269332,LOC110053214,11722
269356,LOC110053205,1811
269360,LOC110053209,4253
269364,LOC110053208,1431
269368,LOC110053211,9405
269380,LOC110053236,13102
269388,LOC110053245,10548
269404,LOC110053219,25003
269410,LOC110053254,1996
269414,LOC110053235,19149
269430,LOC110053242,1567
269438,LOC110053244,1028
269444,LOC110053204,13839
269462,LOC110053198,2423
269468,LOC110053196,13634
269481,LOC110053207,16982
269512,LOC110053275,4779
269520,LOC110053326,10312
269533,LOC110053326,7585
269545,LOC110053276,4536
269555,LOC110053325,8434
269566,LOC110053325,7751
269576,LOC110053304,16800
269608,LOC110053327,5194
269619,LOC110053327,5194
269631,LOC110053335,13953
269677,LOC110053331,4154
269685,LOC110053330,4184
269693,LOC110053329,4360
269701,LOC110053333,4559
269713,LOC110053332,1696
269725,LOC110053334,2876
269737,LOC110053302,782
269745,LOC110053301,2876
269757,LOC110053305,53871
269845,LOC110053300,1965
269849,LOC110053297,2513
269853,LOC110053296,16127
269877,LOC110053269,10655
269893,LOC110053271,2998
269905,LOC110053274,2680
269915,LOC110053273,9419
269929,LOC110053272,7845
269949,LOC110053345,19234
269969,LOC110053342,24255
270050,LOC110053344,10153
270067,LOC110053344,10153
270085,LOC110053343,25659
270099,LOC110053343,10487
270117,LOC110053341,40929
270170,LOC110053341,27844
270224,LOC110053323,14000
270236,LOC110053323,12896
270249,LOC110053323,12358
270260,LOC110053323,7734
270274,LOC110053322,3942
270286,LOC110053262,13676
270322,LOC110053264,6927
270333,LOC110053264,6926
270343,LOC110053263,8714
270354,LOC110053263,8714
270368,LOC110053336,1347
270378,LOC110053306,1237
270386,LOC110053307,3843
270402,LOC110053308,9072
270428,LOC110053280,3146
270440,LOC110053278,2218
270446,LOC110053279,3616
270456,LOC110053320,14457
270466,LOC110053318,13931
270508,LOC110053309,12360
270550,LOC110053319,9091
270582,LOC110053319,9090
270617,LOC110053298,14243
270669,LOC110053298,13269
270720,LOC110053289,1992
270726,LOC110053295,1596
270734,LOC110053293,5579
270747,LOC110053293,5579
270761,LOC110053294,2086
270769,LOC110053291,6386
270789,LOC110053292,8313
270814,LOC110053292,8116
270839,LOC110053310,69876
270874,LOC110053285,1045
270878,LOC110053286,12029
270888,LOC110053287,2816
270894,LOC110053287,2816
270900,LOC110053338,5823
270918,LOC110053267,2871
270922,LOC110053259,10443
270926,LOC110053259,7600
270931,LOC110053337,3252
270935,LOC110053268,2797
270939,LOC110053283,12828
270957,LOC110053282,81850
270982,LOC110053282,79896
271005,LOC110053282,67304
271024,LOC110053282,79469
271050,LOC110053284,947
271058,LOC110053347,8420
271063,LOC110053312,7216
271069,LOC110053349,6465
271079,LOC110053257,5176
271092,LOC110053313,18107
271168,LOC110053258,2141
271172,LOC110053324,2747
271177,LOC110053314,11759
271203,LOC110053261,3402
271207,LOC110053315,1118
271211,LOC110053316,1118
271215,LOC110053256,20788
271219,LOC110053256,12411
271224,LOC110053266,12445
271233,LOC110053340,1322
271248,LOC110053350,6097
271266,LOC110053352,1730
271298,LOC110053358,11695
271314,LOC110053365,27448
271350,LOC110053366,2095
271360,LOC110053354,22531
271383,LOC110053367,13679
271392,LOC110053370,15108
271405,LOC110053359,1609
271411,LOC110053371,20459
271429,LOC110053369,21358
271471,LOC110053361,6337
271477,LOC110053372,2568
271481,LOC110053368,3604
271489,LOC110053362,35531
271563,LOC110053357,3415
271569,LOC110053356,3396
271578,LOC110053402,8293
271591,LOC110053375,4911
271601,LOC110053427,13389
271617,LOC110053376,9087
271637,LOC110053377,1402
271645,LOC110053393,1788
271651,LOC110053392,3163
271659,LOC110053374,10352
271667,LOC110053403,32030
271683,LOC110053406,15505
271695,LOC110053407,5170
271705,LOC110053424,19647
271724,LOC110053424,19643
271745,LOC110053424,19641
271763,LOC110053424,19507
271786,LOC110053389,1674
271790,LOC110053412,2860
271796,LOC110053411,27470
271825,LOC110053411,27470
271855,LOC110053378,8830
271886,LOC110053409,3705
271890,LOC110053390,804
271894,LOC110053391,2359
271902,LOC110053379,9162
271916,LOC110053401,1281
271925,LOC110053400,2326
271931,LOC110053399,22631
271941,LOC110053413,6546
271953,LOC110053380,21236
271997,LOC110053381,2324
272010,LOC110053416,5013
272018,LOC110053382,1118
272028,LOC110053414,4489
272044,LOC110053394,2136
272048,LOC110053383,25229
272098,LOC110053396,3744
272127,LOC110053397,20595
272142,LOC110053397,8365
272157,LOC110053398,6696
272173,LOC110053385,8953
272186,LOC110053386,11042
272198,LOC110053418,8540
272212,LOC110053387,7467
272238,LOC110053421,4348
272251,LOC110053388,9580
272281,LOC110053417,16397
272348,LOC110053422,4432
272372,LOC110053419,21963
272402,LOC110053420,1226
272421,LOC110053431,7264
272427,LOC110053456,30690
272433,LOC110053455,14684
272441,LOC110053442,3045
272447,LOC110053461,26240
272472,LOC110053461,22565
272495,LOC110053461,19408
272516,LOC110053461,16354
272540,LOC110053429,1439
272546,LOC110053441,7554
272568,LOC110053449,2965
272576,LOC110053447,1880
272582,LOC110053432,2320
272590,LOC110053446,2439
272600,LOC110053448,836
272606,LOC110053433,3427
272624,LOC110053444,1016
272628,LOC110053443,2068
272632,LOC110053445,7879
272650,LOC110053434,1253
272654,LOC110053451,34535
272695,LOC110053452,2887
272705,LOC110053435,842
272709,LOC110053436,12765
272732,LOC110053450,33729
272764,LOC110053453,9473
272774,LOC110053454,22350
272808,LOC110053430,2360
272814,LOC110053437,2944
272822,LOC110053462,19110
272846,LOC110053458,2427
272850,LOC110053439,7498
272858,LOC110053439,7493
272868,LOC110053438,734
272875,LOC110053479,3173
272881,LOC110053482,4821
272885,LOC110053481,3376
272889,LOC110053475,4545
272893,LOC110053467,1840
272897,LOC110053488,2357
272901,LOC110053474,2445
272905,LOC110053473,1765
272909,LOC110053469,2290
272913,LOC110053470,9477
272930,LOC110053463,13551
272944,LOC110053493,2918
272958,LOC110053494,4496
272968,LOC110053496,1972
272978,LOC110053497,3683
272988,LOC110053471,5512
273000,LOC110053471,5512
273012,LOC110053472,5508
273024,LOC110053472,5508
273036,LOC110053486,10595
273050,LOC110053505,14077
273088,LOC110053505,12982
273124,LOC110053498,31389
273186,LOC110053499,4285
273208,LOC110053507,5012
273220,LOC110053509,8000
273235,LOC110053511,2964
273241,LOC110053510,4371
273249,LOC110053492,1875
273255,LOC110053491,4375
273263,LOC110053468,6415
273271,LOC110053489,19579
273277,LOC110053490,5942
273283,LOC110053487,11022
273288,LOC110053484,8205
273299,LOC110053484,8205
273309,LOC110053484,8205
273321,LOC110053484,8205
273333,LOC110053484,8205
273345,LOC110053484,8205
273357,LOC110053483,5471
273367,LOC110053480,12898
273401,LOC110053466,11945
273407,LOC110053466,3823
273413,LOC110053500,2768
273417,LOC110053501,3880
273428,LOC110053502,3330
273440,LOC110053464,5661
273450,LOC110053464,5661
273461,LOC110053465,5422
273470,LOC110053465,5422
273480,LOC110053477,2462
273494,LOC110053478,2462
273506,LOC110053504,501
273522,LOC110053512,11108
273545,LOC110053573,4789
273561,LOC110053571,2056
273566,LOC110053574,5868
273579,LOC110053574,5868
273591,LOC110053575,3103
273601,LOC110053572,10423
273605,LOC110053572,10005
273610,LOC110053578,10206
273617,LOC110053578,10206
273627,LOC110053576,9224
273650,LOC110053576,8725
273672,LOC110053576,9211
273696,LOC110053577,3961
273709,LOC110053621,1318
273715,LOC110053603,4501
273723,LOC110053604,2987
273727,LOC110053605,844
273731,LOC110053626,977
273735,LOC110053607,6427
273751,LOC110053517,1916
273757,LOC110053523,8805
273772,LOC110053628,2452
273776,LOC110053536,8622
273781,LOC110053625,19655
273813,LOC110053550,1052
273817,LOC110053588,23385
273855,LOC110053588,20438
273893,LOC110053588,20008
273929,LOC110053588,31495
273988,LOC110053589,3285
274005,LOC110053597,15740
274033,LOC110053531,13457
274046,LOC110053531,13456
274061,LOC110053531,13456
274077,LOC110053551,1102
274083,LOC110053620,14102
274105,LOC110053514,1828
274113,LOC110053552,2441
274119,LOC110053553,4804
274131,LOC110053554,12328
274157,LOC110053555,2340
274165,LOC110053622,1969
274171,LOC110053623,1660
274177,LOC110053557,3944
274193,LOC110053533,1115
274199,LOC110053598,17291
274223,LOC110053624,11318
274253,LOC110053537,95732
274281,LOC110053541,4062
274287,LOC110053538,6516
274291,LOC110053540,4825
274297,LOC110053539,20891
274342,LOC110053539,20891
274388,LOC110053542,4222
274400,LOC110053543,7654
274418,LOC110053544,8352
274436,LOC110053547,18767
274493,LOC110053547,18767
274551,LOC110053613,1161
274559,LOC110053519,7737
274566,LOC110053519,1487
274574,LOC110053532,1247
274580,LOC110053585,18579
274636,LOC110053558,7261
274646,LOC110053583,9310
274662,LOC110053584,5461
274676,LOC110053582,8657
274687,LOC110053582,8657
274698,LOC110053518,12265
274709,LOC110053518,12265
274726,LOC110053593,10005
274738,LOC110053606,12546
274756,LOC110053599,48844
274786,LOC110053596,14113
274817,LOC110053595,22766
274895,LOC110053559,4143
274911,LOC110053609,5239
274921,LOC110053608,6527
274938,LOC110053534,44617
274974,LOC110053612,2458
274980,LOC110053615,7981
274993,LOC110053615,7144
275007,LOC110053614,12693
275033,LOC110053616,14964
