"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","1_2","2_2","4_2","11_2","28_2","35_2","36_2","38_2","39_2","41_2","42_2","47_2"
"STRG.13071",90.7521346323214,3.55870278798813,0.688825327744001,5.16633556382629,2.38728034300541e-07,0.000183696959197345,"CvsMid",13,16,765,506,10,17,53,13,80,108,13,19
"STRG.12051",22.6167475045407,-1.66979224027049,0.426103732373442,-3.91874586727879,8.90109027632738e-05,0.0266406850379767,"CvsMid",23,15,18,6,27,17,16,29,23,29,36,12
"STRG.20262",709.301387153986,2.09960223949851,0.286010280219301,7.34100270063235,2.11999531934359e-13,5.07606379275332e-10,"CvsMid",249,68,2347,2902,202,452,302,289,2572,2779,411,199
"STRG.7266",645.889063485406,-1.25345085324306,0.274820454132857,-4.56098094007625,5.0915203006681e-06,0.00278651632455136,"CvsMid",507,190,432,670,404,906,904,859,593,701,804,659
"STRG.12749",66.0407154727026,-1.1452973936751,0.300168885064843,-3.81551003671714,0.000135901931663236,0.0361555764029068,"CvsMid",72,27,83,44,45,46,55,97,83,86,69,81
"STRG.20595",38.3714738641721,1.97927342164182,0.530413203335896,3.7315689149397,0.000190290936321892,0.0467310626313569,"CvsMid",8,12,209,67,12,9,22,16,207,54,22,16
"STRG.26425",91.0883263569945,-2.5210586809937,0.5777979361905,-4.3632185632496,1.28162785582298e-05,0.00598770282397299,"CvsMid",145,123,16,6,53,120,116,87,52,54,33,51
"STRG.13986",65.3672648887916,-2.4180345369341,0.623696539340568,-3.87694076271559,0.000105778098716868,0.0293649200133566,"CvsMid",67,75,0,29,53,67,42,67,44,53,90,56
"STRG.19035",148.655559903506,-2.32562261190554,0.599540471818944,-3.87900854274247,0.000104883071986842,0.0293649200133566,"CvsMid",223,67,162,96,126,135,116,179,4,69,222,172
"STRG.5566",831.482253024673,1.75528752596606,0.238873654078801,7.34818384528508,2.00918030957604e-13,5.07606379275332e-10,"CvsMid",385,109,2538,3222,265,538,369,435,2787,3000,555,270
"STRG.4529",68.4434557740448,2.54254534965713,0.479680481197503,5.30049782995082,1.15487338485502e-07,0.00010534095088999,"CvsMid",10,22,316,325,25,34,36,25,139,206,11,21
"STRG.1886",43.878506580367,-1.39510285893487,0.327572813423391,-4.25890917001004,2.05426915733327e-05,0.0085542447192867,"CvsMid",40,27,44,49,32,34,42,51,30,36,49,54
"STRG.13742",328.038705165188,-2.116786196627,0.560376706022319,-3.77743431138034,0.000158452278487756,0.0403138948612752,"CvsMid",431,80,18,202,160,638,248,477,272,340,633,297
"STRG.7024",31.533130461677,1.63270017701734,0.294958415114991,5.53535716680885,3.10594761524461e-08,3.71840166062565e-05,"CvsMid",18,4,88,101,13,17,16,18,116,132,20,8
"STRG.4308",29.3196732242334,-1.28141348437519,0.316943827459407,-4.04303025759132,5.27648083816738e-05,0.0174260328370855,"CvsMid",28,11,26,20,27,32,23,34,31,47,30,35
"STRG.12653",57.8435799712859,1.47372438912146,0.285527301345602,5.16141322450167,2.45092495810746e-07,0.000183696959197345,"CvsMid",33,12,146,206,16,43,45,32,174,186,30,29
"STRG.17249",173.164539365989,-0.950464408637259,0.215545519403718,-4.40957627542717,1.035730740351e-05,0.00495985558285586,"CvsMid",177,89,208,188,114,151,126,242,174,248,236,144
"STRG.14701",29.0580116647334,-1.41838217509602,0.333667705622239,-4.25088239346076,2.1292996044927e-05,0.00867802849448037,"CvsMid",25,11,29,17,22,44,31,36,32,22,31,32
"STRG.7649",23.4310049250649,-1.72929886588577,0.391753928524011,-4.41424766919672,1.0136186451136e-05,0.00495985558285586,"CvsMid",23,13,9,9,24,19,18,29,32,29,37,21
"STRG.17631",80.4970735391814,-1.95485241462186,0.294608054243106,-6.63543438974939,3.23548263430758e-11,5.16463915501347e-08,"CvsMid",70,58,38,34,65,103,56,102,62,77,129,72
"STRG.20378",87.5661705021582,1.12322870070802,0.270722734385129,4.14900027978484,3.33930403023746e-05,0.0120687488111695,"CvsMid",44,19,202,265,35,80,75,50,260,244,58,49
"STRG.8791",87.1744636063342,-3.31725123736066,0.503302771644992,-6.59096556635,4.36975235949582e-11,6.43866203431865e-08,"CvsMid",121,22,4,36,35,90,142,202,23,27,129,101
"STRG.9250",333.167670645215,1.3841750276075,0.339891373611326,4.07240411223362,4.65303579768276e-05,0.0156366492464234,"CvsMid",153,55,1181,1352,102,260,197,169,677,838,238,186
"STRG.6656",509.284996599403,3.39944967464036,0.270104810814778,12.5856687423887,2.53189461957036e-36,2.42492207189352e-32,"CvsMid",110,51,1596,2453,64,193,169,104,2586,2531,138,60
"STRG.22678",2606.66618377125,-2.49869060583793,0.32158420446041,-7.76994196599461,7.85220939561418e-15,3.00818141945979e-11,"CvsMid",3711,1006,1054,621,2443,2888,1627,4373,2102,1793,3534,2868
"STRG.20223",37.6899039760564,-2.79779792724721,0.419810733340685,-6.66442685965519,2.65700181001184e-11,4.62680633370699e-08,"CvsMid",47,17,9,26,28,69,53,35,8,11,58,31
"STRG.4596",48.901992260244,-2.31725715516991,0.492353379615406,-4.70649182296666,2.52016089345415e-06,0.00150855255981607,"CvsMid",98,13,27,9,45,60,27,99,36,43,80,18
"STRG.15890",86.2257389878157,-1.64590797782276,0.225977153263398,-7.28351496624218,3.25232824172472e-13,6.22983474702369e-10,"CvsMid",84,35,59,63,79,111,98,98,70,84,137,62
"STRG.16566",178.19477604172,-1.3864324986116,0.367258254717028,-3.77508873062593,0.000159950718321948,0.0403138948612752,"CvsMid",178,64,98,135,155,386,196,145,189,196,264,78
"STRG.10165",52.80590861034,-1.20653815480455,0.282560322037514,-4.27001974694932,1.95455661413144e-05,0.0085542447192867,"CvsMid",49,31,37,65,26,61,58,68,48,46,65,53
"STRG.24223",29.3051642686493,2.40807104468159,0.450851599653301,5.34116114156712,9.23531159107143e-08,9.31065229089333e-05,"CvsMid",10,7,172,103,10,12,10,11,65,102,12,4
"STRG.8831",121.566316462515,-1.6523869775947,0.325286591416819,-5.079788165868,3.77855964333311e-07,0.000268067814696466,"CvsMid",134,107,71,64,51,148,136,169,121,60,189,69
"STRG.20226",28.7789004931363,2.39654839580223,0.46460980745103,5.15819588258439,2.49340691157973e-07,0.000183696959197345,"CvsMid",10,8,169,104,10,12,10,11,63,90,11,4
