"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","19_T33_Ac_WK","25_ctl1_Ac_GF_1","27_ctl2_Ac_YG_1","31_T22_Ac_UV","35_T43_Ac_MT","37_T13_Ac_ML","38_T23_Ac_IN","41_ctl3_Ac_RN_1","47_T31_Ac_JB","52_T11_Ac_II","53_T21_Ac_NH","54_T42_Ac_JQ","57_T32_Ac_NM","gene_id"
"51",159.768819687523,-1.99043566983269,0.439216271217373,-4.53178946288991,5.84861250988868e-06,0.00203374252699629,"CvsT1",116,153,60,118,271,161,119,90,99,122,107,529,100,"Acerv_evm.TU.Segkk2328_pilon.2"
"52",27.341014350474,-1.81555813556953,0.459483493311457,-3.95130219474254,7.77271016695164e-05,0.0127769222944381,"CvsT1",27,21,24,22,41,24,27,28,16,37,13,28,24,"Acerv_evm.TU.Segkk1883_pilon.14"
"53",107.517026949897,-3.11833853748419,0.542068079863893,-5.75266955078256,8.78450917842282e-09,5.29471649880805e-06,"CvsT1",134,38,19,85,125,123,233,26,77,49,52,227,71,"Acerv_evm.TU.Segkk2424_pilon.11"
"54",63.534767715667,-2.67833922570297,0.63839157128574,-4.19544891595093,2.72331662627255e-05,0.00647934358371845,"CvsT1",66,70,47,54,54,53,22,20,24,146,54,105,36,"Acerv_evm.TU.Segkk2611_pilon.2"
"55",32.4055895391004,-2.09188725974504,0.524058750036471,-3.99170371566062,6.56003009843338e-05,0.0116292611999875,"CvsT1",37,14,35,26,52,23,42,11,26,37,28,62,9,"Acerv_evm.TU.Segkk2725_pilon.8"
"56",1239.62839374075,-1.6369141231813,0.439561968273971,-3.72396667893943,0.00019611682192015,0.0277045654215637,"CvsT1",1652,2377,939,716,909,1391,460,2015,619,2495,379,1147,931,"Acerv_evm.TU.Segkk3412_pilon.6"
"57",1781.45631116872,0.7523217670236,0.201213638730498,3.7389203424289,0.000184812271727002,0.0265220277568861,"CvsT1",1871,5915,5070,1052,1953,1006,1377,4667,900,1181,808,2889,689,"Acerv_evm.TU.Segkk1947_pilon.7"
"58",48.2898941543525,-1.28813258926835,0.309503669856316,-4.16192993726489,3.15569181761396e-05,0.00713265243076194,"CvsT1",53,42,51,53,97,39,55,50,31,44,32,73,16,"Acerv_evm.TU.Segkk2551_pilon.2"
"59",116.178810600041,-1.36332879582882,0.236497056036485,-5.7646755468216,8.18150804586639e-09,5.28350101733415e-06,"CvsT1",152,118,124,107,187,89,106,112,91,126,57,167,65,"Acerv_evm.TU.Segkk3844_pilon.1"
"60",73.0278295866455,-2.77460954349598,0.559524571897176,-4.95886987427225,7.09044381840677e-07,0.000320523512811078,"CvsT1",56,86,39,62,40,82,35,51,28,196,31,87,52,"Acerv_evm.TU.Segkk642_pilon.43"
"61",88.5300003841802,-1.95868279284276,0.458304157908728,-4.27376177816138,1.92202385999271e-05,0.00496486220519831,"CvsT1",82,135,66,51,48,104,49,151,46,219,29,85,50,"Acerv_evm.TU.Segkk642_pilon.42"
"62",51.9535074280134,-1.84795808228994,0.368456567298342,-5.01540275381667,5.29224871416945e-07,0.000251827476972663,"CvsT1",75,31,52,39,84,45,42,32,37,53,49,78,25,"Acerv_evm.TU.Segkk966_pilon.1"
"63",106.669732563524,-1.1361957067642,0.264768491660044,-4.29127990132243,1.77646225401251e-05,0.00490794356619033,"CvsT1",105,148,188,85,180,103,85,111,61,128,54,145,55,"Acerv_evm.TU.Segkk2166_pilon.1"
"64",34.3138867237994,-3.16803246780738,0.429007392222717,-7.38456382160127,1.52953974676175e-13,2.7657137700946e-10,"CvsT1",50,10,15,33,65,39,38,6,31,27,24,62,12,"Acerv_evm.TU.Segkk3087_pilon.2"
"65",43.9319593397779,-1.49799454060583,0.304173537343041,-4.92480231413562,8.44456809606654e-07,0.000363558762650179,"CvsT1",61,44,54,33,68,44,40,31,38,42,23,64,23,"Acerv_evm.TU.Segkk4122_pilon.1"
"66",22.3781215413043,-2.13394675324849,0.491317023476483,-4.3433193870406,1.4034586576371e-05,0.00409311926570872,"CvsT1",30,10,17,20,45,23,15,15,10,21,22,33,13,"Acerv_evm.TU.Segkk4263_pilon.5"
"67",65.430372002291,-1.61930107486296,0.341137766095909,-4.7467657814459,2.06695065907169e-06,0.000812491343855092,"CvsT1",57,51,65,60,129,56,83,53,56,67,40,102,21,"Acerv_evm.TU.Segkk1480_pilon.1"
"68",13.0996152623634,-2.19091739956641,0.572880897889911,-3.82438550078421,0.00013109865327045,0.0200892021053921,"CvsT1",12,7,6,12,22,12,18,10,10,13,6,24,8,"Acerv_evm.TU.Segkk1480_pilon.2"
"69",328.200178212969,-0.887975056867128,0.21428970692963,-4.14380638991087,3.4158816539905e-05,0.0073530919127924,"CvsT1",363,439,545,261,436,263,333,445,217,362,194,407,162,"Acerv_evm.TU.Segkk3538_pilon.3"
"70",18.5150051134661,-1.84357048310773,0.480869160819452,-3.83382972608618,0.000126163490688082,0.0200113003387886,"CvsT1",14,13,15,21,33,17,18,12,16,17,11,29,11,"Acerv_evm.TU.Segkk3158_pilon.3"
"71",31.917429100988,-2.12935337387391,0.396646276808437,-5.36839370082452,7.94409904224825e-08,3.59112997204832e-05,"CvsT2",56,21,25,41,76,19,43,23,21,16,26,41,8,"Acerv_evm.TU.Segkk4074_pilon.1"
"72",501.414761403948,-6.31229011800149,0.317141513687842,-19.9037018036516,3.77956845189301e-88,3.41710783735647e-84,"CvsT2",799,15,8,471,680,524,537,22,402,449,304,1079,353,"Acerv_evm.TU.Segkk3422_pilon.23"
"73",13.0779986841387,-1.93753397090053,0.545126250525832,-3.55428484508236,0.000379008479767661,0.0283191377320613,"CvsT2",15,5,10,15,22,15,13,9,9,14,6,11,10,"Acerv_evm.TU.Segkk1982_pilon.11"
"74",85.3391904283693,-1.98939956260186,0.47513702348121,-4.18700177903636,2.82663610939015e-05,0.00425926951083272,"CvsT2",46,59,78,114,151,78,48,54,18,98,97,163,46,"Acerv_evm.TU.Segkk2518_pilon.2"
"75",48.563080222559,-1.22765305530271,0.354670479151103,-3.46139057933742,0.000537392527535349,0.0371191216695815,"CvsT2",52,61,96,65,97,30,59,38,24,16,40,65,23,"Acerv_evm.TU.Segkk2585_pilon.5"
"76",146.648057815071,-1.04436337443395,0.274291665943246,-3.80749218479733,0.000140383174144302,0.0141022697493182,"CvsT2",167,271,137,159,272,110,136,129,116,73,98,240,73,"Acerv_evm.TU.Segkk1613_pilon.8"
"77",34.1379515369695,-2.23855445074054,0.46500803182433,-4.81401244180275,1.47929591540824e-06,0.000399269965664194,"CvsT2",59,14,16,30,52,30,48,33,30,15,31,58,10,"Acerv_evm.TU.Segkk1779_pilon.5"
"78",419.747681771995,1.44276615762846,0.330091167394018,4.37081115807709,1.23785816758665e-05,0.00227844009927636,"CvsT2",615,1560,965,225,497,322,105,1189,210,232,147,512,278,"Acerv_evm.TU.Segkk2954_pilon.6"
"79",599.904250476083,-2.74925435197546,0.49611784161171,-5.54153493662738,2.99831738261229e-08,1.50598819201098e-05,"CvsT2",386,406,368,522,938,404,1163,250,96,224,739,1588,352,"Acerv_evm.TU.Segkk1822_pilon.2"
"80",36.4763660174834,1.12145019199981,0.311721441941561,3.59760363295784,0.000321162547196004,0.0261588341369286,"CvsT2",33,151,104,19,38,25,27,100,16,33,13,47,12,"Acerv_evm.TU.Segkk1732_pilon.65"
"81",30.5603044396108,1.23060042044103,0.358761324257744,3.43013679912982,0.000603277016487774,0.0400183359457194,"CvsT2",39,108,75,16,35,30,18,94,24,18,9,29,9,"Acerv_evm.TU.Segkk1732_pilon.61"
"82",54.5385216666251,-2.39810001399176,0.487835559802026,-4.91579583695161,8.84225111387006e-07,0.000266475974401664,"CvsT2",72,21,39,38,111,38,130,44,42,27,41,53,21,"Acerv_evm.TU.Segkk2970_pilon.1"
"83",32.7178511520923,-3.27881675313432,0.542491971083299,-6.04399129923872,1.50347622745502e-09,9.06195238161392e-07,"CvsT2",25,7,6,27,35,30,43,10,35,50,14,39,28,"Acerv_evm.TU.Segkk1268_pilon.2"
"84",552.779694644731,-1.32862218205927,0.287979741285799,-4.61359599854876,3.95761342652261e-06,0.000917455974081819,"CvsT2",652,813,862,522,932,365,889,465,200,233,508,1025,190,"Acerv_evm.TU.Segkk2782_pilon.21"
"85",33.2094659588047,-1.37468927353532,0.376087078402534,-3.65524197048844,0.000256939520777674,0.0221237162604853,"CvsT2",38,26,39,35,60,23,47,54,20,15,31,39,13,"Acerv_evm.TU.Segkk4318_pilon.2"
"86",94.4218384081348,-1.02503295262449,0.287167638902193,-3.5694584408712,0.000357719958161008,0.0271776986700309,"CvsT2",130,106,73,83,125,77,81,117,64,61,55,202,64,"Acerv_evm.TU.Segkk1038_pilon.1"
"87",85.3218431635361,-1.11836621811334,0.323746469287667,-3.45445070203874,0.000551415016983944,0.0377677512769079,"CvsT2",94,93,151,87,130,60,136,99,76,37,54,91,36,"Acerv_evm.TU.Segkk3363_pilon.30"
"88",23.2441214056862,-1.91665590398103,0.473999007376835,-4.0435863243428,5.26397624029035e-05,0.00670304354767114,"CvsT2",23,30,13,32,47,27,16,8,11,19,19,48,7,"Acerv_evm.TU.Segkk3339_pilon.1"
"89",72.850980799107,1.18110274284855,0.298522616031968,3.95649334227351,7.60580070221525e-05,0.00870430938591494,"CvsT2",57,304,211,51,76,36,53,245,31,57,20,109,23,"Acerv_evm.TU.Segkk3047_pilon.14"
"90",16.7543130019435,-2.29057355954668,0.514700022374093,-4.45030786861293,8.57472767507857e-06,0.00168530680239968,"CvsT2",26,8,13,23,48,12,17,7,9,14,10,23,6,"Acerv_evm.TU.Segkk1022_pilon.1"
"91",15.3169350070522,-2.21533588486004,0.500280429667042,-4.42818817904678,9.50279768616185e-06,0.00182797433788488,"CvsT2",25,10,12,12,23,13,30,9,13,10,11,20,4,"Acerv_evm.TU.Segkk3750_pilon.2"
"92",115.514816285691,0.941687850940453,0.266052673053667,3.53947900666459,0.000400917656744912,0.0297106273330389,"CvsT2",124,327,254,73,90,104,81,381,63,129,33,98,51,"Acerv_evm.TU.Segkk984_pilon.10"
"93",3234.70959315205,-1.51444373420607,0.439757878972878,-3.44381262194389,0.000573573063869508,0.0386990602271957,"CvsT2",2554,3990,6951,2964,3310,1557,10419,3243,1586,861,2198,3706,978,"Acerv_evm.TU.Segkk3903_pilon.2"
"94",875.655446194534,-1.780302178713,0.432965055864829,-4.11188421466698,3.92443112132329e-05,0.00529563906983341,"CvsT2",600,1037,623,906,1166,714,1340,862,158,516,858,2114,480,"Acerv_evm.TU.Segkk68_pilon.68"
"95",77.1896335654137,2.20493494058518,0.28463952214277,7.74641175612721,9.45256498059483e-15,9.49562666550643e-12,"CvsT2",52,433,437,26,65,32,40,315,32,38,26,39,14,"Acerv_evm.TU.Segkk3454_pilon.21"
"96",125.37822177916,2.32500947377477,0.24461417019107,9.50480289820779,2.00427209199755e-21,3.62412479674997e-18,"CvsT2",57,917,634,51,112,32,67,544,28,44,33,100,27,"Acerv_evm.TU.Segkk1157_pilon.2"
"97",68.7266743645705,1.25819184374286,0.306334265403312,4.10725141076319,4.0039533665823e-05,0.0053234915275398,"CvsT2",95,227,141,37,80,49,26,197,34,59,22,90,41,"Acerv_evm.TU.Segkk3209_pilon.11"
"98",509.650692355085,1.33908798769901,0.296740421238093,4.51265783782312,6.4020258508732e-06,0.00137811227899392,"CvsT2",712,1407,877,263,353,473,181,1428,383,631,101,507,311,"Acerv_evm.TU.Segkk2237_pilon.14"
"99",1139.0920842611,-2.73133008455565,0.348524999484316,-7.8368268807029,4.62074418007212e-15,5.96802116171886e-12,"CvsT2",1663,338,822,1313,2299,1069,1214,352,627,587,1039,2012,590,"Acerv_evm.TU.Segkk3655_pilon.33"
"100",433.724003067845,-1.3278376456531,0.302966184970029,-4.38279158376853,1.17168191358528e-05,0.00220691170431762,"CvsT2",616,671,531,557,884,335,462,380,178,183,382,674,133,"Acerv_evm.TU.Segkk1858_pilon.11"
"101",397.078494758759,-0.708447660771751,0.183709969758459,-3.85633758311111,0.000115098510653138,0.0123744881924496,"CvsT2",502,719,589,374,656,342,344,434,202,315,286,594,164,"Acerv_evm.TU.Segkk2008_pilon.3"
"102",27.0857361042368,-1.69632807808626,0.464768848461499,-3.6498317038707,0.000262412180182039,0.0221726030002412,"CvsT2",30,26,49,25,45,12,53,21,6,6,33,55,9,"Acerv_evm.TU.Segkk2163_pilon.7"
"103",17.3545116190847,-2.54396866704877,0.508933066401194,-4.99863112656025,5.77387365208977e-07,0.000200263052959396,"CvsT2",36,11,5,19,36,14,17,8,7,12,14,32,8,"Acerv_evm.TU.Segkk398_pilon.1"
"104",595.738742187716,1.21243199300311,0.291627194536407,4.15747233357466,3.21788231260988e-05,0.00469239903037192,"CvsT2",413,1770,1694,294,541,367,409,2222,353,659,206,627,229,"Acerv_evm.TU.Segkk3317_pilon.1"
"105",22.805189001527,-2.53397803003451,0.520796486356924,-4.86558203908055,1.14120460212137e-06,0.000332826800250945,"CvsT2",35,5,7,25,50,15,23,19,23,16,18,39,7,"Acerv_evm.TU.Segkk315_pilon.1"
"106",25.2888475965967,-1.71577841951481,0.392902800381653,-4.3669284562191,1.26005978280962e-05,0.00227844009927636,"CvsT2",38,21,16,30,38,18,24,16,20,27,10,49,13,"Acerv_evm.TU.Segkk2370_pilon.2"
"107",14.9341275232328,-1.88655312574146,0.463958111740953,-4.06621433702792,4.77829922499222e-05,0.00617151475616496,"CvsT2",20,10,11,11,18,12,18,9,11,18,11,18,10,"Acerv_evm.TU.Segkk2199_pilon.3"
"108",30.0130379401957,1.66127665555708,0.456047498051947,3.64277112066922,0.000269718649223958,0.0224425690980117,"CvsT2",38,97,69,15,40,15,13,161,20,11,10,37,8,"Acerv_evm.TU.Segkk2838_pilon.7"
"109",450.09005423245,0.629841565109511,0.16276490263035,3.86963992194265,0.000108996212808807,0.0118727079518605,"CvsT2",558,1210,1064,293,512,308,326,1124,284,391,183,576,185,"Acerv_evm.TU.Segkk669_pilon.5"
"110",618.182117545406,0.71683321619116,0.21284373555873,3.36788496175103,0.000757471951102202,0.0485695312759929,"CvsT2",714,1407,1851,407,770,443,469,1519,408,330,207,730,377,"Acerv_evm.TU.Segkk539_pilon.1"
"111",40.2324030686657,1.85309016661939,0.535062337839603,3.46331639431309,0.000533560595849813,0.0371191216695815,"CvsT2",37,266,215,31,74,13,12,82,11,15,12,37,5,"Acerv_evm.TU.Segkk2165_pilon.11"
"112",375.700449628441,-1.60406551584441,0.436472057640011,-3.67507034589461,0.00023778388868088,0.0208718848307169,"CvsT2",437,257,759,477,761,225,627,204,241,159,268,394,159,"Acerv_evm.TU.Segkk3213_pilon.37"
"113",94.0690851613865,-4.23781293379458,0.364173675861868,-11.6367909453236,2.67907066525565e-31,8.07382596152545e-28,"CvsT2",112,10,15,99,178,97,80,8,56,134,48,179,62,"Acerv_evm.TU.Segkk1630_pilon.6"
"114",72.4810834832642,-1.19261458211624,0.353656602271878,-3.37223898678812,0.000745597205039665,0.0481496023625973,"CvsT2",118,86,128,68,112,58,94,72,42,37,70,57,27,"Acerv_evm.TU.Segkk2015_pilon.1"
"115",17.8707116113022,-1.94556320612351,0.494905872384025,-3.93117825971933,8.45305649113783e-05,0.00943507206621939,"CvsT2",18,22,9,24,42,15,19,8,12,14,11,20,10,"Acerv_evm.TU.Segkk1575_pilon.7"
"116",16.8033194983796,-2.49558738735355,0.600891203235296,-4.15314348740155,3.27938961656946e-05,0.00470295028445673,"CvsT2",34,8,12,16,18,17,18,0,12,19,7,24,12,"Acerv_evm.TU.Segkk1945_pilon.2"
"117",67.2220752980795,-1.57097863535847,0.410668909284308,-3.82541409841883,0.000130552452334595,0.0134127809267849,"CvsT2",54,97,117,56,78,44,167,54,28,30,67,113,12,"Acerv_evm.TU.Segkk3937_pilon.25"
