gene_id,10_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,11_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,11_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,12_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,13_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,13_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,14_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,14_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,15_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,16_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,17_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,18_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,19_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,1_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,20_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,21_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,22_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,23_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,24_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,25_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,25_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,26_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,26_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,27_1_test_noGFF.Aligned.sortedByCoord.out.bam.merge.gtf,28_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,29_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,2_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,30_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,31_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,32_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,32_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,33_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,34_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,35_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,36_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,37_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,37_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,38_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,39_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,39_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,3_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,3_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,40_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,41_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,41_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,42_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,43_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,43_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,44_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,45_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,45_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,46_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,47_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,48_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,4_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,4_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,5_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,5_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,6_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,6_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,7_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,8_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,9_1.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf,9_2.fastq.trim.fq.Aligned.sortedByCoord.out.bam.merge.gtf
pdam_00023300,0,114,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,37,0,0,0,33,31,0,0,0,0,0,0,0,0,0,0,0,0,20,0,62,60,0,0,0,0,0,0,0,0
pdam_00023301,0,1357,1383,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,382,0,263,0,0,0,0,0,0,389,379,0,0,284,563,600,0,0,0,828,828,141,0,0,0,0,0,0,497,0,638,654,0,0,0,0,0,0,4,0
pdam_00007416,0,6,8,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,5,0,5,0,0,0,0,0,0,9,17,0,0,17,22,24,0,0,0,14,17,8,0,0,0,0,0,0,9,0,34,33,0,0,0,0,0,0,0,0
pdam_00007417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
pdam_00007414,0,15,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,16,10,0,0,21,26,27,0,0,0,25,23,12,0,0,0,0,0,0,9,0,12,11,0,0,0,0,0,0,0,0
pdam_00007415,0,57,57,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,19,31,0,0,19,34,35,0,0,0,31,31,12,0,0,0,0,0,0,34,0,20,21,0,0,0,0,0,0,0,0
pdam_00007412,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00007413,1,51,55,0,1,1,2,2,0,2,2,1,2,74,3,2,1,1,0,0,1,2,0,0,36,1,11,0,0,0,1,0,2,30,31,0,0,63,101,102,0,1,0,127,131,76,0,0,2,2,2,0,59,2,99,105,0,1,1,1,1,0,0,0
pdam_00007411,87,453,445,101,0,0,11,8,46,60,166,127,44,356,57,117,86,132,301,69,44,72,53,86,423,113,763,155,0,57,0,138,65,335,349,139,100,476,918,886,138,94,75,982,966,469,84,72,115,0,7,137,332,81,1199,1178,0,0,108,69,133,84,32,22
pdam_00007418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00007419,0,20,22,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,1,0,4,0,3,0,0,0,0,0,1,15,6,0,1,7,13,14,0,1,0,37,37,11,0,1,0,0,0,0,2,0,36,38,0,0,0,0,0,0,0,0
pdam_00013408,0,138,139,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,19,0,63,0,0,0,0,0,0,47,73,0,0,87,129,127,0,0,0,126,129,45,0,0,0,0,0,0,60,0,195,201,0,0,0,0,0,0,0,0
pdam_00017126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00021258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00021259,1,65,68,0,0,0,0,0,0,0,2,0,0,41,0,2,1,0,2,0,0,0,0,0,42,1,34,0,0,0,1,0,0,45,64,0,1,45,121,129,0,0,0,100,105,54,0,0,2,0,1,0,39,1,132,129,0,1,0,1,1,0,0,1
pdam_00021254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00021255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00021256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00021257,0,425,418,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,145,0,74,0,0,0,0,0,0,321,219,0,0,211,411,407,0,0,0,442,436,218,0,0,0,0,0,0,120,0,333,317,0,0,0,0,0,0,0,0
pdam_00024370,0,147,137,0,0,0,0,0,0,0,5,0,0,113,0,0,2,2,0,0,0,0,0,0,53,0,20,3,0,0,0,1,0,132,107,0,0,157,214,206,4,4,0,279,271,158,0,0,0,0,0,0,85,0,46,37,0,0,0,0,2,2,0,0
pdam_00024371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00021253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00020305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00020304,0,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,12,0,0,9,19,16,0,0,0,7,6,10,0,0,0,0,0,0,10,0,26,35,0,0,0,0,0,0,0,0
pdam_00020875,0,405,405,0,0,0,0,0,0,0,30,0,0,260,0,0,0,0,53,0,0,0,0,0,194,0,165,12,0,0,0,29,0,288,204,0,0,298,565,571,0,0,0,561,541,308,0,0,15,0,0,14,138,0,446,450,0,0,0,0,0,0,0,0
pdam_00020874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00020873,3,619,596,0,0,0,0,0,0,0,4,0,0,350,0,0,0,0,0,0,0,0,0,0,329,0,133,0,0,0,0,0,0,537,311,0,1,376,852,821,4,0,0,971,924,456,0,1,0,0,0,0,228,5,597,587,0,0,0,2,0,0,0,0
pdam_00020300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00020303,0,36,32,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,14,0,11,0,0,0,0,0,0,24,29,0,1,30,42,45,0,0,0,45,48,24,0,0,0,0,0,0,34,0,89,103,0,0,0,0,0,0,0,0
pdam_00020870,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00017128,0,4,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,6,9,0,0,14,8,8,0,0,0,10,13,6,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0
pdam_00020879,0,49,44,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,49,0,16,0,0,0,0,0,0,80,48,0,0,40,93,77,0,0,0,81,69,71,0,0,0,0,0,0,21,0,46,50,0,0,0,0,0,0,0,0
pdam_00020878,0,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,9,0,0,0,0,0,22,15,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0
pdam_00025325,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
pdam_00015297,0,435,446,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,65,0,76,0,0,0,0,0,0,69,106,0,0,119,324,346,0,0,0,250,250,139,0,0,0,0,0,0,66,0,300,302,0,0,0,0,0,0,0,0
pdam_00019241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00019242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
pdam_00015294,0,351,348,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,112,0,31,0,0,0,0,0,0,166,193,0,0,160,307,306,0,0,0,379,375,163,0,0,0,0,0,0,169,0,287,290,0,0,0,0,0,0,0,0
pdam_00015293,0,1734,1667,0,0,0,0,0,0,0,0,0,0,552,21,0,0,0,0,0,0,0,4,0,520,0,223,0,0,0,0,0,0,1126,759,0,0,491,1412,1366,0,0,0,1451,1399,735,0,0,0,0,0,0,502,45,1395,1347,0,5,0,0,0,0,0,0
pdam_00019245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00015291,0,68,68,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,32,0,48,0,0,0,0,0,0,33,49,0,0,54,111,109,0,0,1,64,63,41,0,0,0,0,0,0,25,0,68,66,0,0,0,0,0,0,0,0
pdam_00019247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
pdam_00019248,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
pdam_00019249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00015298,0,1641,1615,0,0,0,0,0,0,0,7,0,0,554,1,0,0,0,0,0,0,9,8,0,876,0,262,0,0,0,1,0,0,705,793,0,0,598,1813,1786,0,0,3,1369,1337,790,0,0,0,0,0,3,483,5,1571,1546,3,3,0,2,0,0,0,0
pdam_00004844,1,184,183,0,4,3,2,2,0,0,0,0,0,65,0,0,0,0,1,0,1,0,0,0,59,0,104,0,0,0,0,0,0,81,52,0,0,67,179,158,0,0,0,197,186,85,0,0,0,0,1,0,55,0,187,172,0,0,0,0,0,0,0,0
pdam_00004845,0,155,155,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,2,0,0,0,43,0,48,0,0,0,0,0,0,91,96,0,0,67,177,175,0,0,0,159,154,85,0,0,0,0,0,0,65,0,165,154,0,0,0,0,0,0,0,0
pdam_00004846,0,12,12,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,1,0,0,0,0,4,0,6,0,0,0,0,0,0,10,14,0,0,14,14,17,0,0,0,25,24,10,0,0,0,0,0,0,11,0,16,22,0,0,0,0,0,0,0,0
pdam_00004847,0,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,9,1,0,0,0,0,0,0,0
pdam_00004840,0,60,64,0,0,0,0,0,0,0,3,0,0,48,0,2,2,0,0,0,0,0,0,0,29,0,11,0,0,0,0,0,0,46,51,0,0,38,90,90,0,0,0,94,101,41,0,1,2,0,0,0,32,0,50,43,0,0,0,0,0,2,0,0
pdam_00004841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00004842,0,21,21,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11,0,0,16,34,29,0,0,0,26,24,12,0,0,0,0,0,0,13,0,34,31,0,0,0,0,0,0,0,0
pdam_00004843,0,115,108,1,2,2,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,2,2,0,48,0,19,1,0,0,0,0,0,71,55,0,0,41,137,138,0,0,0,173,174,67,0,0,0,0,0,0,38,1,139,139,0,0,0,1,0,0,0,0
pdam_00004848,0,67,70,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,40,0,8,0,0,0,0,0,0,52,45,0,0,63,97,100,0,0,0,144,146,50,0,0,0,0,0,0,36,0,67,69,0,0,0,0,0,0,0,1
pdam_00004849,0,346,335,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,72,0,74,0,0,0,0,0,0,82,146,0,0,97,264,264,0,0,0,228,220,102,0,0,0,0,0,0,86,0,157,166,0,2,0,0,0,0,0,0
pdam_00014676,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00014677,0,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,11,19,21,0,0,0,22,22,13,0,0,0,0,0,0,6,0,14,17,0,0,0,0,0,0,0,0
pdam_00008323,0,308,315,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,28,0,64,0,0,0,0,0,0,127,155,0,0,141,197,210,0,0,0,306,293,105,0,0,0,0,0,0,153,0,219,232,0,0,0,0,0,0,0,0
pdam_00008322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00015279,0,423,455,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,109,0,45,0,0,0,0,0,0,229,243,0,0,167,307,338,0,0,0,372,406,210,0,0,0,0,0,0,155,0,343,371,0,0,0,0,0,0,0,0
pdam_00015278,68,609,656,0,163,141,263,208,57,98,0,0,103,260,90,0,0,0,0,0,0,6,0,0,141,0,74,0,0,48,39,0,0,472,336,0,0,328,636,685,0,0,118,688,725,390,10,0,0,224,188,0,190,129,486,513,131,118,0,0,0,0,0,0
pdam_00008327,0,314,314,0,0,0,1,0,0,0,16,0,0,318,0,0,6,0,0,0,0,0,0,0,269,0,195,0,0,0,0,0,0,279,227,0,0,343,547,526,0,0,0,591,569,286,0,0,0,0,1,10,186,5,532,533,0,0,0,0,0,0,0,0
pdam_00008326,15,1755,1736,18,0,0,0,0,0,0,12,0,0,584,5,0,20,0,0,0,0,7,6,0,733,0,170,12,0,0,0,0,0,1075,792,7,0,605,1695,1686,8,0,0,1573,1544,879,0,0,11,5,4,0,532,15,1582,1577,0,0,9,4,7,0,0,0
pdam_00008329,0,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0,0,0,34,37,13,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0
pdam_00015274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pdam_00015277,0,151,147,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,69,0,29,0,0,0,0,0,0,142,73,0,1,86,196,197,0,0,0,194,170,108,0,0,0,0,0,0,43,0,75,71,0,0,0,0,0,0,0,0
pdam_00019221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00015271,0,130,136,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,58,0,77,0,0,0,0,0,0,78,57,0,0,105,165,175,0,0,53,200,212,69,0,0,0,0,0,32,50,0,132,139,0,0,0,0,0,0,0,0
pdam_00015270,1,0,1,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,2,0,1,0,0,0,10,10,14,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0
pdam_00014678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,20,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00014679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00018209,0,45,36,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,19,0,0,0,0,0,0,0,22,0,0,0,28,24,0,0,0,23,21,12,0,0,0,0,0,0,0,0,16,15,0,0,0,0,0,0,0,0
pdam_00019229,0,78,75,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,4,0,0,0,0,0,20,0,33,0,0,0,0,0,0,32,37,0,0,50,99,100,0,0,0,90,93,47,0,0,0,0,0,3,39,4,69,64,0,0,0,0,0,0,0,0
pdam_00015738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0
pdam_00014878,1,6,6,3,0,0,0,0,0,0,8,4,0,4,0,1,3,3,2,5,6,0,2,0,4,2,4,0,0,3,3,0,0,5,3,2,2,7,13,13,0,4,0,23,21,6,13,10,4,0,0,0,6,0,13,15,0,0,8,9,2,3,0,0
pdam_00014879,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,1,0,0,0,0
pdam_00014874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00014875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0
pdam_00014876,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,5,0,0,0,0,0,0,0,8,0,13,6,0,0,0,0,0,0,0,0
pdam_00014877,0,69,69,4,0,0,0,0,0,1,7,0,0,65,0,0,4,0,4,11,10,6,7,4,63,2,68,0,0,0,0,0,4,78,70,0,0,71,163,162,0,0,0,149,141,77,8,6,6,0,1,0,49,0,92,95,0,0,0,5,5,7,0,0
pdam_00014870,1,0,0,11,0,0,0,0,0,4,110,51,0,0,1,56,14,41,19,122,115,71,70,38,0,52,0,107,0,13,13,7,27,0,0,223,225,2,0,0,41,42,1,0,0,0,187,173,12,0,0,53,2,0,0,0,0,0,128,129,87,30,19,18
pdam_00014871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00014872,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdam_00014873,2,12,12,11,0,1,0,0,2,0,12,9,0,6,2,12,3,7,26,13,10,5,3,2,2,5,5,18,0,27,30,20,3,0,5,40,38,4,13,14,53,49,1,10,9,3,23,28,14,0,0,10,3,0,10,7,0,0,18,12,7,2,3,3
