"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","1_2","2_2","4_2","11_2","28_2","35_2","36_2","38_2","39_2","41_2","42_2","47_2"
"LOC113668150",732.570128169305,-3.37309618131067,0.524995662031759,-6.42499819571199,1.31871081368936e-10,4.3473499824626e-08,"CvsHigh",974,1112,59,214,355,842,796,930,197,381,1090,328
"LOC113685915",92.8798279227507,-4.33004113114533,0.636964847190784,-6.79792793941797,1.06134514921471e-11,4.08205137111856e-09,"CvsHigh",156,67,12,11,86,122,126,171,15,12,181,5
"LOC113678385",78.5043228567391,-1.950547676502,0.482580501386442,-4.04191149642003,5.30172440874631e-05,0.00329182404320634,"CvsHigh",101,106,71,17,41,84,71,73,75,42,82,65
"LOC113680964",181.692400250368,0.718088255580131,0.196612355730008,3.65230482547204,0.00025989711557741,0.0125384510881004,"CvsHigh",125,75,364,368,102,119,107,160,428,431,216,113
"LOC113682844",12909.0519569201,2.06459581184442,0.517393761790853,3.99037631358029,6.59685442659553e-05,0.00402379058989611,"CvsHigh",11727,2217,30667,24277,4501,10755,1280,4269,48004,54398,15285,5240
"LOC113685434",50.0434924413796,-1.1598654903788,0.271446803399623,-4.27290163616793,1.92945585931264e-05,0.00150933592248829,"CvsHigh",52,27,50,45,64,66,54,46,46,36,57,34
"LOC113670459",168.736426876302,1.36122733873204,0.327045194219431,4.16219948432792,3.15196807008914e-05,0.00218066495469422,"CvsHigh",76,25,354,499,57,165,113,98,510,653,127,70
"LOC113670541",165.922464324018,-1.35100876888349,0.31315631774023,-4.31416737376565,1.60205542193861e-05,0.00133626863687723,"CvsHigh",153,191,160,151,117,204,137,163,119,183,188,106
"LOC113668014",721.83965202877,1.1727609713625,0.333208490737631,3.51960110249993,0.000432196277609157,0.0194291872070662,"CvsHigh",499,111,1568,2024,389,550,459,401,1404,1581,894,627
"LOC113686278",145.949302447825,-1.40725831437395,0.433937708551734,-3.24299614124497,0.00118279813111435,0.0401397620671797,"CvsHigh",196,56,130,91,48,230,229,276,136,238,93,73
"LOC113664139",50.0164673284491,-4.17996916095763,0.98573937883616,-4.24044047615591,2.23081588303173e-05,0.00166961495764634,"CvsHigh",16,75,9,7,13,13,7,110,5,6,231,14
"LOC113675164",21.8278921916922,-2.08914677443201,0.503823445447828,-4.14658506528027,3.37470836022028e-05,0.00229050058605931,"CvsHigh",32,4,10,14,11,36,23,26,10,6,32,34
"LOC113669293",57.4386754203324,-2.04189035961001,0.552470968283818,-3.69592336399664,0.000219089057969977,0.0108727852926606,"CvsHigh",95,42,14,35,58,54,100,62,42,44,84,7
"LOC113665702",81.7010084816572,-1.4514256328037,0.390392211347771,-3.71786524068415,0.000200913389545149,0.0101527255169421,"CvsHigh",68,117,49,81,52,83,75,82,108,71,89,39
"LOC113674261",66.909393155059,-2.11765735892018,0.581821411422531,-3.63970338207835,0.000272952278261809,0.0130565916662837,"CvsHigh",94,32,13,30,56,127,118,14,67,29,100,57
"LOC113674426",79.8249015441975,1.10147495154867,0.249882448034923,4.40797246949786,1.04342804225299e-05,0.000938136667080191,"CvsHigh",71,22,189,138,53,68,34,42,168,239,93,52
"LOC113671271",26.6063062023802,-1.83911911936443,0.436374395632723,-4.21454406530382,2.50283284489287e-05,0.00184330976438227,"CvsHigh",34,4,14,11,19,41,31,48,16,27,42,22
"LOC113668070",23.8513148185853,-3.01220988501431,0.444555602296649,-6.7757775842948,1.23738915603561e-11,4.63051087958622e-09,"CvsHigh",14,15,12,6,20,68,34,28,6,12,18,22
"LOC113678520",210.72409017384,-1.5016361063829,0.429229408765634,-3.498446461768,0.000467977033928327,0.0203761321124893,"CvsHigh",191,202,285,85,224,277,233,234,95,262,160,121
"LOC113685534",138.517401924404,-3.4456012717182,0.36549096618669,-9.42732267138501,4.20689765137263e-21,4.16062177720753e-18,"CvsHigh",153,47,24,26,193,258,234,162,37,40,205,84
"LOC113686536",35.8042665067828,-1.05614823903615,0.280508126974332,-3.76512527614857,0.000166465599804461,0.00856833715573447,"CvsHigh",35,19,35,38,32,47,35,31,27,30,57,31
"LOC113675484",97.6435676806645,-1.28723285034741,0.369397338966782,-3.48468360369853,0.000492719290589973,0.0210561459799653,"CvsHigh",121,76,139,50,92,91,106,126,62,97,74,73
"LOC113678667",44.4410449575053,-1.68524920989612,0.484587189362262,-3.47770070462239,0.000505734274210601,0.0215201769709815,"CvsHigh",75,19,27,19,47,34,29,110,45,31,48,22
"LOC113665515",36.9403528263114,-1.65083861031093,0.438135078640389,-3.76787591496617,0.000164642500627759,0.00850611964064159,"CvsHigh",29,46,29,23,22,45,31,23,35,19,50,42
"LOC113665132",1077.29729669577,1.37436512347519,0.317685136505561,4.3261864202801,1.51713039597221e-05,0.00129667823843402,"CvsHigh",832,342,3208,2492,623,422,806,346,2641,2193,1249,741
"LOC113669444",193.174234814624,-1.0720495755922,0.311577175867367,-3.44071921381221,0.000580170257596407,0.0239792160796414,"CvsHigh",179,147,228,121,250,161,159,229,224,148,235,130
"LOC113676595",84.7214569156338,-1.27937836895851,0.318604093406927,-4.01557417319328,5.93012441380782e-05,0.00366555815328496,"CvsHigh",83,64,38,72,56,93,80,141,117,109,77,66
"LOC113680137",48.3480344197254,-1.79930748312852,0.398514088786492,-4.51504108325894,6.33044922963356e-06,0.00061726338051765,"CvsHigh",50,40,20,23,56,62,66,18,37,38,61,47
"LOC113686073",110.395517134023,2.2313031791349,0.613356597926962,3.63785632481385,0.000274916704005548,0.0130807446173911,"CvsHigh",53,13,310,153,41,19,77,51,943,167,97,24
"LOC113671742",155.671190076452,0.862078877362348,0.184642459713518,4.66890919185059,3.02803174803645e-06,0.000312881549129199,"CvsHigh",107,57,301,409,96,139,92,110,381,398,122,84
"LOC113673162",57.3023849016028,-3.37091521879494,0.481110278955112,-7.00653335887144,2.44295335281471e-12,1.05703537884602e-09,"CvsHigh",75,83,21,12,47,56,88,72,9,24,28,39
"LOC113672715",40.7389366053598,-1.74440869626457,0.319478876488969,-5.4601691211494,4.7568123620408e-08,8.33706632466038e-06,"CvsHigh",43,30,23,36,30,36,52,50,23,23,70,33
"LOC113668167",586.467476147604,1.19646899137635,0.30148905616892,3.96853208066692,7.23167230555864e-05,0.00429741350827317,"CvsHigh",338,244,1307,1822,358,346,297,253,1242,1208,593,481
"LOC113686086",184.376003616369,-1.33002513588747,0.308075996357758,-4.31719819658705,1.58022256469746e-05,0.00132604615944249,"CvsHigh",195,167,149,171,155,195,196,146,102,192,198,179
"LOC113682771",2077.57793364322,1.31191438890203,0.333573933779965,3.93290439104695,8.3925624968003e-05,0.00492387374282614,"CvsHigh",1680,975,5681,4715,1227,1338,859,553,5147,5193,2319,1132
"LOC113676551",818.010706582077,0.851661782096119,0.269661130532236,3.15826674914243,0.00158710260282542,0.0485099837499356,"CvsHigh",531,298,1271,2381,625,617,638,381,1773,1787,837,536
"LOC113664907",2321.58667768317,0.773380853692772,0.2315435186651,3.34011013632117,0.000837451711628062,0.0312543299169869,"CvsHigh",1423,842,5229,5619,1974,1834,1653,1316,4480,4382,2290,1607
"LOC113667052",164.780664565856,-1.08461981322645,0.31377578934187,-3.45667145161642,0.00054689118335113,0.0227395054795188,"CvsHigh",165,82,167,101,92,190,181,292,264,193,225,85
"LOC113669355",96.3128318785193,-1.52269684093543,0.341792606808388,-4.45503153258394,8.38808653420923e-06,0.00078461549046718,"CvsHigh",94,83,63,69,137,85,69,118,92,47,110,76
"LOC113681444",154.434779197015,-1.71916630766821,0.336366299932306,-5.11099449622091,3.20467321566138e-07,4.46653243623769e-05,"CvsHigh",214,109,84,73,154,260,109,195,147,130,206,67
"LOC113677891",742.300948317786,-1.53183945607865,0.445772195341541,-3.43637282021367,0.000589559076789499,0.0242226557187757,"CvsHigh",644,637,406,165,941,792,431,947,896,769,1094,543
"LOC113666137",27.1600813444793,-2.21323594702988,0.634038323853156,-3.49069742910756,0.00048176151576734,0.0207055560211953,"CvsHigh",17,31,16,20,14,19,17,66,3,23,54,14
"LOC113674431",1278.24038734073,-2.26657103054478,0.465162430009198,-4.87264422988753,1.10114412049883e-06,0.000134924260994927,"CvsHigh",1979,715,820,391,1609,1627,1762,1796,476,811,1770,267
"LOC113670678",71.8232840198351,-2.69848771221927,0.644599547531895,-4.18630097174517,2.83537328731558e-05,0.00203039443074003,"CvsHigh",57,94,16,36,134,34,152,34,25,37,44,37
"LOC113683906",319.648220118826,-1.18771950050206,0.313018173612499,-3.79441067844321,0.000147994545933213,0.0077913782623242,"CvsHigh",221,318,442,260,206,328,339,445,355,317,203,274
"LOC113686351",36.8748715105325,-2.48445444076242,0.660802585096928,-3.75975290774323,0.000170081260639054,0.00872201901780868,"CvsHigh",37,50,5,42,20,32,34,44,7,9,41,44
"LOC113671244",724.330654731008,-1.53006105820876,0.407873653284614,-3.75131133351505,0.000175912099579578,0.00892190084534371,"CvsHigh",598,1157,639,630,469,682,608,884,766,752,362,406
"LOC113670059",509.749476966924,-1.04911993031308,0.268592705997275,-3.90598816307289,9.38411055692254e-05,0.00532509814635859,"CvsHigh",499,225,429,465,323,937,652,475,724,608,661,297
"LOC113682626",178.517377480208,-2.51302697471778,0.395255152533358,-6.35798662866436,2.04415259665672e-10,6.43257655757022e-08,"CvsHigh",200,103,48,112,112,231,265,252,37,102,333,139
"LOC113668013",173.008173667281,-2.26703044964528,0.527302239359896,-4.29929987097585,1.71338514621105e-05,0.00139550180790813,"CvsHigh",164,233,67,78,33,305,197,146,207,72,236,122
"LOC113683892",94.4009521153542,-5.2415373859175,0.395450397575831,-13.2546013812324,4.24365744125391e-40,9.79294682193361e-37,"CvsHigh",77,80,1,8,84,162,96,165,8,11,153,89
"LOC113665304",62.4003501627374,-1.46591237407789,0.429470417981876,-3.41330232002093,0.000641807014447484,0.0255358043736778,"CvsHigh",59,95,56,59,36,52,47,76,76,41,59,32
"LOC113666383",123.124596319145,-2.40932116577576,0.671051307563727,-3.59036803686871,0.000330211378185909,0.0154463065620341,"CvsHigh",45,22,8,50,153,195,115,140,53,61,134,289
"LOC113674816",25.3557950301945,-2.22147622396106,0.67363863602231,-3.29772686002453,0.000974709004834997,0.0348729221729855,"CvsHigh",26,40,5,37,10,16,23,44,11,6,26,16
"LOC113680239",94.9543974718779,-1.01287026542838,0.311774474033371,-3.24872736476806,0.00115922525451636,0.0396311922815641,"CvsHigh",120,49,81,61,72,100,69,150,89,150,136,63
"LOC113679993",465.159469331382,0.883912651232778,0.251068597055596,3.52060218441834,0.000430568056710667,0.0194190401081951,"CvsHigh",426,144,885,887,389,453,228,232,929,1298,564,238
"LOC113670912",29.2225435099474,-1.44361673385316,0.435133796429418,-3.31763872560363,0.000907818219128054,0.0331653062323141,"CvsHigh",28,17,11,12,42,42,16,32,31,30,57,15
"LOC113681648",9676.98161238239,1.02982024707336,0.284259081042752,3.62282268448786,0.000291405589302216,0.0137706545715989,"CvsHigh",6487,2601,26240,23283,4447,9038,5699,5119,19861,21415,9717,7785
"LOC113668956",25.1444822200027,-3.34208524304612,0.566351057382079,-5.90108414115918,3.61120667306199e-09,8.92870849914577e-07,"CvsHigh",40,16,13,1,11,43,53,37,9,7,34,7
"LOC113686220",187.551982656424,1.02889899782461,0.299357403128527,3.43702539864317,0.00058814044938831,0.0242226557187757,"CvsHigh",104,46,297,506,70,197,113,128,548,630,171,99
"LOC113672358",59.4511866065617,2.48033961392919,0.606949303723091,4.08656801929671,4.37801174633642e-05,0.00281943956464066,"CvsHigh",30,8,232,222,15,17,24,34,348,129,15,0
"LOC113666721",34.5490730466594,-2.325238690723,0.606403966026032,-3.83447144312243,0.000125834589863024,0.00680588176266963,"CvsHigh",50,22,17,20,40,26,99,10,17,11,40,16
"LOC113667899",117.223177930347,-4.899964301373,0.819530669485835,-5.97898832077534,2.24527652904568e-09,5.8656790228616e-07,"CvsHigh",201,82,10,4,95,13,259,15,8,6,243,178
"LOC113672564",330.89490746928,1.169025932204,0.331702594216406,3.52431953378487,0.000424571915557816,0.0192741729272574,"CvsHigh",261,158,777,1082,222,171,152,158,575,683,256,242
"LOC113664141",290.482134507231,-2.32638306719626,0.409640798721396,-5.67908048821688,1.3542074896528e-08,2.88467029257426e-06,"CvsHigh",233,353,79,116,218,259,335,234,227,140,426,342
"LOC113678352",42.0811831186909,-2.90924219465297,0.652944245937277,-4.45557520838071,8.36685572896904e-06,0.00078461549046718,"CvsHigh",58,32,5,23,16,94,29,14,10,8,85,58
"LOC113677713",143.699247840983,-1.60661102254707,0.441471369322015,-3.63921906196182,0.000273466097300468,0.0130565916662837,"CvsHigh",118,141,80,237,109,160,188,190,73,73,145,85
"LOC113684855",1126.56654272904,-1.84198556568333,0.547700243058681,-3.3631271649554,0.000770648555172838,0.0294392302344962,"CvsHigh",1279,372,314,183,647,2034,904,1767,1432,987,1608,1357
"LOC113685955",177.754636685434,-1.96973720700047,0.459895521569999,-4.28301019387217,1.84381720684947e-05,0.0014588281740593,"CvsHigh",160,58,77,72,99,306,451,241,190,205,96,132
"LOC113677377",585.618134093678,-1.71870989863501,0.235186195382046,-7.30786896672685,2.71412262348277e-13,1.5031896737897e-10,"CvsHigh",413,509,476,370,296,785,1086,902,680,600,311,357
"LOC113676077",46.4691421585657,-1.3082213894712,0.302805093117234,-4.3203414315251,1.55787968853893e-05,0.00132333755628895,"CvsHigh",41,37,42,37,38,43,40,85,55,42,39,37
"LOC113664289",2045.25033678059,-4.41015218672323,0.469502946583313,-9.39323644040357,5.81843390350037e-21,5.37080238852441e-18,"CvsHigh",1974,2525,299,224,645,3283,1797,1870,256,220,3903,2699
"LOC113679869",274.695403854122,-2.06969180202945,0.574427473718616,-3.60305155432606,0.000314503120065096,0.0147613905099028,"CvsHigh",307,328,288,64,186,389,224,424,235,138,61,262
"LOC113673455",219.323302920673,1.84257411593218,0.53365327176639,3.45275521282436,0.000554892295188558,0.023003109937667,"CvsHigh",229,29,669,361,41,67,96,136,747,593,423,79
"LOC113686891",27.9525975506155,-2.47850660869863,0.736856766074495,-3.3636206150383,0.000769272131636604,0.0294392302344962,"CvsHigh",5,19,14,7,53,96,15,10,17,13,35,17
"LOC113682888",261.069654136759,-3.61500450485738,0.908331261018431,-3.97983055301234,6.89644066524252e-05,0.00413423039268393,"CvsHigh",372,200,24,52,340,410,344,386,64,93,443,0
"LOC113677411",40.7938736144934,-2.58087470718999,0.78480698397219,-3.28854706940458,0.0010070594361828,0.0355707779423139,"CvsHigh",25,36,6,55,8,21,99,86,7,12,23,49
"LOC113675828",150.956492927803,-3.4946020520474,0.479445372923773,-7.28884300360745,3.12628093164162e-13,1.66486483767345e-10,"CvsHigh",178,162,20,70,151,164,202,206,36,12,180,110
"LOC113682209",53.1481929761257,-2.19238979515649,0.387376379683225,-5.65958563851855,1.51738915460044e-08,3.18329852039358e-06,"CvsHigh",55,15,34,28,54,78,100,53,21,21,80,47
"LOC113681730",140.114075878181,-2.94014768072077,0.8829191261329,-3.33003056984204,0.000868364498136977,0.0321480610727395,"CvsHigh",180,0,56,21,52,152,185,310,44,34,259,221
"LOC113677330",1015.78184171594,-1.35436487479606,0.18702275143904,-7.24171184722153,4.43056416777537e-13,2.19091398096492e-10,"CvsHigh",1141,467,668,688,1071,1216,1347,1034,923,979,1112,951
"LOC113685970",12.905939036571,-1.57994204848395,0.41349845670244,-3.82091401521457,0.000132958004816759,0.00713541292516607,"CvsHigh",18,8,11,4,8,17,17,15,17,8,13,11
"LOC113674578",768.784094958417,-5.10472785462384,0.3408640695442,-14.9758461237931,1.05615076002537e-50,2.92469268466225e-47,"CvsHigh",965,252,44,70,820,1299,1256,1051,61,40,1144,801
"LOC113686410",102.979107450813,-1.02605422628775,0.248017101017604,-4.13703015670245,3.51829885037514e-05,0.00237631053084362,"CvsHigh",89,81,75,138,55,111,125,156,138,142,91,56
"LOC113669924",63.1320534660448,-0.840119568837844,0.262602501601564,-3.19920626693999,0.00137806534516709,0.0441682702990359,"CvsHigh",56,51,83,73,48,75,68,58,72,71,83,28
"LOC113669730",686.188187952639,1.38195382926531,0.292519245561632,4.72431763117664,2.30889304064674e-06,0.000253721690799958,"CvsHigh",517,186,1617,2259,422,484,333,266,1167,1617,803,444
"LOC113674392",126.115390281951,4.32877354340641,0.654975546270501,6.6090613123725,3.86764524684569e-11,1.37311323302116e-08,"CvsHigh",110,0,409,263,35,25,13,9,473,666,40,133
"LOC113684180",137.880108917046,-3.08868193079307,0.415481046352507,-7.43398996875667,1.0536996445987e-13,6.07896886629733e-11,"CvsHigh",180,146,36,40,99,195,123,200,16,79,190,101
"LOC113672580",26.3437444676564,-1.70890880641375,0.39657157472809,-4.30920649717638,1.63841335758396e-05,0.00135841145803039,"CvsHigh",33,24,28,12,17,25,40,44,17,30,18,11
"LOC113675415",12.0559725677232,-1.39548133685753,0.407585990481109,-3.42377159531495,0.000617585044534331,0.0250764883478661,"CvsHigh",13,5,9,6,6,19,14,13,13,12,15,15
"LOC113671697",157.711277959591,-3.37683436979648,0.221177724982406,-15.2675156147171,1.25878196497911e-52,8.71454754355036e-49,"CvsHigh",160,116,37,37,187,233,226,172,43,33,232,129
"LOC113666599",594.54796051757,-1.19655217337111,0.367078823723609,-3.25966004040606,0.00111545828435927,0.0386115885130961,"CvsHigh",884,467,446,456,324,381,746,627,520,729,503,643
"LOC113668440",381.924905932142,-3.17643237828323,0.247301033708462,-12.8443958791853,9.24709690835983e-38,1.82907576847357e-34,"CvsHigh",518,207,54,69,440,506,499,468,130,136,616,317
"LOC113676057",200.572064052033,0.951545607191383,0.267449073665683,3.55785718061912,0.000373892498673176,0.0173140987847117,"CvsHigh",126,61,412,494,190,149,125,107,352,483,166,167
"LOC113664769",551.957709588179,-1.70454082831672,0.428029166885931,-3.98230064721496,6.82513665862196e-05,0.00412667433079824,"CvsHigh",571,477,289,143,586,523,510,654,261,825,729,473
"LOC113675180",469.170900294609,0.460240562177938,0.138781852738677,3.31628777895451,0.000912218408797733,0.0332383581268774,"CvsHigh",386,186,930,963,321,428,366,351,931,929,463,281
"LOC113672681",206.501512898614,-3.17270063360005,0.51209361307253,-6.19554814316866,5.8082535039777e-10,1.71108676629947e-07,"CvsHigh",199,147,19,47,202,460,117,211,116,38,461,154
"LOC113670163",338.75254341186,0.780259740854195,0.238420708316255,3.27261732575348,0.00106556637706442,0.0371633049290529,"CvsHigh",278,116,662,402,305,254,154,223,709,938,373,296
"LOC113672798",258.074142599471,-1.15202165396591,0.330092134600031,-3.49000031570519,0.0004830199765164,0.0207055560211953,"CvsHigh",249,148,218,334,136,292,501,276,223,341,176,201
"LOC113673983",298.422652258755,1.44818571027183,0.284143356688424,5.09667277514369,3.4567507750744e-07,4.73882883481981e-05,"CvsHigh",198,49,774,632,205,249,120,134,763,799,386,194
"LOC113669782",68.5288529327081,-2.6746542039152,0.326743811070078,-8.1857838260372,2.70536977905604e-16,1.78374047432428e-13,"CvsHigh",96,55,29,32,62,69,102,117,31,20,70,38
"LOC113672016",406.606044031946,1.6130261976579,0.37951937398386,4.25018143533957,2.13597425302666e-05,0.00163396129875177,"CvsHigh",195,95,1198,1492,278,249,274,123,872,963,447,132
"LOC113677266",16.9446364346649,-1.67305792173849,0.520728794454869,-3.21291608905544,0.00131394671441171,0.0430092345336751,"CvsHigh",20,19,18,18,6,25,27,13,16,4,19,6
"LOC113677144",130.708180785602,-1.7326652342566,0.44408505059786,-3.9016517937813,9.55385219185788e-05,0.00539929132442711,"CvsHigh",113,91,135,118,111,114,252,141,75,36,135,116
"LOC113673554",65.0175712116085,1.57816065487214,0.45386006626434,3.47719654619929,0.00050668624097501,0.0215201769709815,"CvsHigh",33,25,270,176,45,36,20,27,148,84,86,27
"LOC113682541",65.5713585474643,1.05703829958057,0.299679965508104,3.52722377616527,0.000419941680570599,0.0191266858854622,"CvsHigh",44,16,137,167,39,64,40,28,143,173,86,36
"LOC113684226",16.1285856542565,-1.96522152187225,0.580983091219038,-3.3825795476229,0.000718084780080617,0.0277726309078107,"CvsHigh",13,15,12,7,32,25,20,5,9,8,18,6
"LOC113687133",70.6643362909766,-1.04560762424664,0.312347616115183,-3.34757677119922,0.000815214046739223,0.0305331561750006,"CvsHigh",55,52,56,77,65,71,49,128,93,82,81,38
"LOC113680923",4391.20838367248,-2.23226989726136,0.259334309634483,-8.60769213455643,7.45461394674803e-18,6.45103654416708e-15,"CvsHigh",5927,1857,2160,1606,5619,6733,3112,5185,1793,1531,6592,4534
"LOC113671529",42.8019303395274,-2.08639290020951,0.662448482581872,-3.14951721540346,0.00163540472799409,0.0493329278078565,"CvsHigh",58,59,11,42,19,30,46,23,18,17,23,72
"LOC113665493",554.171172343597,1.02817918330207,0.19067688992794,5.39225903931323,6.95773673594167e-08,1.18815435393572e-05,"CvsHigh",580,132,1257,959,425,449,277,328,1328,1344,545,368
"LOC113672537",39.7383350566579,-1.20210270882307,0.302094575855471,-3.97922639100339,6.91398792884963e-05,0.00413423039268393,"CvsHigh",26,29,41,34,22,41,55,74,67,40,24,28
"LOC113668410",63.0601860506219,-2.1616453907098,0.64512875745754,-3.35071931877423,0.000806019545469024,0.0304091188734717,"CvsHigh",63,69,31,27,32,214,35,45,75,42,82,6
"LOC113667610",16.7503613498624,-1.87941260059857,0.5952294346752,-3.15745910923258,0.00159150555847742,0.0485374140147101,"CvsHigh",11,32,9,17,7,10,17,20,9,17,6,16
"LOC113684387",417.282908294948,-3.68833704662082,0.721823477298358,-5.10974935371393,3.22586482466972e-07,4.46653243623769e-05,"CvsHigh",704,494,122,67,662,326,548,96,59,14,773,139
"LOC113674023",54.9902797302529,-2.7565032300291,0.472621000630091,-5.83237568020501,5.46437158264688e-09,1.30447739540222e-06,"CvsHigh",94,11,11,18,37,64,74,121,26,23,69,51
"LOC113677393",43.3936841818482,-2.11015932111891,0.444243227783665,-4.75000897964504,2.03407616068334e-06,0.000235590039544153,"CvsHigh",61,57,17,16,44,39,41,39,27,37,57,18
"LOC113685457",243.938576456587,-1.67080472559849,0.467623154168267,-3.57297261845437,0.000352951679753041,0.0163992246908074,"CvsHigh",240,87,91,198,160,645,183,437,226,312,292,92
