"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","1_2","2_2","4_2","11_2","28_2","35_2","36_2","38_2","39_2","41_2","42_2","47_2"
"LOC113685809",41.563762648775,-1.73475445539129,0.439875889690188,-3.94373616752014,8.02219127089077e-05,0.00606043464291762,"CvsMid",53,26,12,15,23,54,43,42,33,64,74,37
"LOC113666862",45.7377575820062,-1.76033224541746,0.355446336666142,-4.95245572630806,7.32827330104438e-07,0.000103538032781898,"CvsMid",32,13,40,40,84,28,26,18,53,41,70,74
"LOC113686341",114.96338359213,-2.57619717785372,0.592899460704704,-4.34508268027724,1.39223214326676e-05,0.0013467847089302,"CvsMid",82,224,28,16,40,124,164,66,68,26,178,82
"LOC113671094",194.645101629019,-1.60327975089558,0.353584361396968,-4.53436273188445,5.77776624688957e-06,0.000645152834309944,"CvsMid",233,157,87,113,166,115,274,284,133,226,228,141
"LOC113664667",49.9062820528224,-1.45790817932231,0.335604037250516,-4.34413182650134,1.39827534346699e-05,0.0013467847089302,"CvsMid",68,40,50,50,42,50,45,42,36,30,48,52
"LOC113672399",39.7914511828995,-1.44823137629141,0.268885415834233,-5.38605402527386,7.20213228013238e-08,1.3475773452799e-05,"CvsMid",44,17,35,30,36,57,35,40,41,33,44,47
"LOC113672232",477.423809526692,-1.00665375405935,0.299881256571218,-3.35684118964029,0.000788383820386695,0.0380347121152411,"CvsMid",377,233,665,559,476,508,456,445,334,536,511,548
"LOC113668150",732.570128169305,-2.77124737298751,0.525258976664036,-5.27596385041896,1.32060121087963e-07,2.37468108647265e-05,"CvsMid",974,1112,59,214,355,842,796,930,197,381,1090,328
"LOC113666192",66.112036915209,2.36919003696414,0.614422847828156,3.85596018334716,0.000115276251560147,0.00814344377092751,"CvsMid",26,44,125,361,20,20,44,7,217,178,24,11
"LOC113685915",92.8798279227507,-4.11373616625413,0.637535119959732,-6.45256400386847,1.09973412090911e-10,4.18618177871168e-08,"CvsMid",156,67,12,11,86,122,126,171,15,12,181,5
"LOC113678385",78.5043228567391,-1.63320158257363,0.484074077247244,-3.37386705741621,0.000741201546415628,0.0363924702541517,"CvsMid",101,106,71,17,41,84,71,73,75,42,82,65
"LOC113670157",139.667616205375,3.75993091124082,0.963201106540298,3.90357827219078,9.47808783598213e-05,0.00698051086047918,"CvsMid",20,13,580,526,17,292,83,0,393,485,27,7
"LOC113672755",48.7580860430689,-2.12091810833455,0.593489516517222,-3.5736403917979,0.000352052346854116,0.0201426313824053,"CvsMid",43,17,16,27,107,33,100,14,35,50,64,31
"LOC113685434",50.0434924413796,-1.34616481047777,0.269191578005741,-5.00076867356177,5.71021926600147e-07,8.41103148479323e-05,"CvsMid",52,27,50,45,64,66,54,46,46,36,57,34
"LOC113675963",42.0913575192082,-1.37141737372362,0.354867225370252,-3.86459293977555,0.000111274615140982,0.00794179547031981,"CvsMid",51,13,42,22,48,72,31,49,40,50,39,39
"LOC113670459",168.736426876302,1.50231275401816,0.327988847531156,4.58037755041489,4.64137296528473e-06,0.000548974838739661,"CvsMid",76,25,354,499,57,165,113,98,510,653,127,70
"LOC113664139",50.0164673284491,-4.19296468585671,0.985672302046057,-4.25391347322326,2.10066501318199e-05,0.00191353998503407,"CvsMid",16,75,9,7,13,13,7,110,5,6,231,14
"LOC113675164",21.8278921916922,-2.55907843525043,0.496694405976121,-5.15221916023242,2.57421947058903e-07,4.24317176068759e-05,"CvsMid",32,4,10,14,11,36,23,26,10,6,32,34
"LOC113669293",57.4386754203324,-1.92833260926238,0.553081159863644,-3.48652738368052,0.000489335283695226,0.025860062358947,"CvsMid",95,42,14,35,58,54,100,62,42,44,84,7
"LOC113677341",4150.68341767025,0.970729024647332,0.274834985041519,3.53204314400034,0.000412362071694454,0.022939654219621,"CvsMid",2546,1641,9101,11397,1126,3194,2889,3548,10531,9804,3718,2424
"LOC113674261",66.909393155059,-2.28642319165845,0.581048788286139,-3.93499347688597,8.31989558046919e-05,0.0062268796868744,"CvsMid",94,32,13,30,56,127,118,14,67,29,100,57
"LOC113671271",26.6063062023802,-1.90171701408553,0.435636769841708,-4.36537304869039,1.26905989753236e-05,0.0012551002386595,"CvsMid",34,4,14,11,19,41,31,48,16,27,42,22
"LOC113668070",23.8513148185853,-2.20502007521431,0.457853556278211,-4.81599420814469,1.46468771760149e-06,0.000196893845999128,"CvsMid",14,15,12,6,20,68,34,28,6,12,18,22
"LOC113685534",138.517401924404,-3.4498862511502,0.36546591972635,-9.4396934568711,3.7387156580443e-21,3.69758978580582e-18,"CvsMid",153,47,24,26,193,258,234,162,37,40,205,84
"LOC113685034",183.476951757183,4.61032560774186,0.919392453727545,5.01453496714049,5.31618844271216e-07,8.0008636062818e-05,"CvsMid",14,5,306,953,22,30,32,418,998,506,7,7
"LOC113686536",35.8042665067828,-1.34813733082647,0.275636194346945,-4.891002555091,1.00323662087312e-06,0.00014031125507686,"CvsMid",35,19,35,38,32,47,35,31,27,30,57,31
"LOC113678667",44.4410449575053,-1.788351393995,0.483746515224414,-3.69687705794712,0.000218267978452022,0.0136748345232882,"CvsMid",75,19,27,19,47,34,29,110,45,31,48,22
"LOC113665515",36.9403528263114,-1.55954005392416,0.439236411930881,-3.55057097171982,0.000384396478089305,0.0217238923903041,"CvsMid",29,46,29,23,22,45,31,23,35,19,50,42
"LOC113679700",25.3989543733528,1.66305017197255,0.466437628294973,3.56542883997524,0.000363261718129866,0.0206136137263366,"CvsMid",12,18,99,46,5,12,13,30,67,58,10,12
"LOC113669444",193.174234814624,-1.27050406838166,0.310935478792714,-4.08606979594195,4.38741848553401e-05,0.0037498886636237,"CvsMid",179,147,228,121,250,161,159,229,224,148,235,130
"LOC113669449",60.9979866369283,-2.14715237327372,0.636211670468267,-3.37490252527647,0.000738418401942859,0.0363848441042734,"CvsMid",60,72,49,9,67,21,27,76,29,59,145,35
"LOC113671171",74.5433465296541,-1.81783143160635,0.523769345946229,-3.47067167194045,0.000519158365867985,0.0273318126760765,"CvsMid",117,100,57,37,75,51,43,59,66,41,122,25
"LOC113680137",48.3480344197254,-2.02389911494021,0.396503833827185,-5.10436203202595,3.31912321789878e-07,5.40665647941488e-05,"CvsMid",50,40,20,23,56,62,66,18,37,38,61,47
"LOC113671742",155.671190076452,0.741829243556183,0.183640346354575,4.03957658696553,5.35477810310029e-05,0.00440773526417776,"CvsMid",107,57,301,409,96,139,92,110,381,398,122,84
"LOC113671685",222.668750118081,-1.76219096355061,0.500945392912457,-3.51773065184883,0.000435253907894901,0.0238202593229755,"CvsMid",285,43,160,84,211,320,215,149,115,391,247,347
"LOC113675135",89.516119330394,-1.24790787732108,0.347411943225176,-3.59201202392816,0.00032813470585011,0.0191702664016904,"CvsMid",123,23,94,59,82,43,105,102,123,116,133,85
"LOC113673162",57.3023849016028,-2.67813496349877,0.485416961514238,-5.51718455643667,3.44473629175181e-08,6.91243749211529e-06,"CvsMid",75,83,21,12,47,56,88,72,9,24,28,39
"LOC113672715",40.7389366053598,-1.81857468928103,0.31872085003094,-5.70585416393213,1.15761083636714e-08,2.7634964897137e-06,"CvsMid",43,30,23,36,30,36,52,50,23,23,70,33
"LOC113686086",184.376003616369,-1.3722742920714,0.307927415757972,-4.45648624268647,8.33139449074989e-06,0.000887357600914792,"CvsMid",195,167,149,171,155,195,196,146,102,192,198,179
"LOC113669355",96.3128318785193,-1.76428136937238,0.340462006063095,-5.18202130620538,2.1949413462466e-07,3.70623876586956e-05,"CvsMid",94,83,63,69,137,85,69,118,92,47,110,76
"LOC113681444",154.434779197015,-1.67872839800157,0.336495547583081,-4.98885768343515,6.07373698031869e-07,8.85231181363079e-05,"CvsMid",214,109,84,73,154,260,109,195,147,130,206,67
"LOC113677891",742.300948317786,-1.71153265532385,0.445667866213332,-3.84037707242859,0.000122845474671537,0.00859049718334392,"CvsMid",644,637,406,165,941,792,431,947,896,769,1094,543
"LOC113674431",1278.24038734073,-2.24396578580204,0.465166260913282,-4.82400804692146,1.40701736880587e-06,0.000190995710671431,"CvsMid",1979,715,820,391,1609,1627,1762,1796,476,811,1770,267
"LOC113670678",71.8232840198351,-2.44193905722362,0.645523828632269,-3.78287980847675,0.000155024282967922,0.0104197389416206,"CvsMid",57,94,16,36,134,34,152,34,25,37,44,37
"LOC113686351",36.8748715105325,-2.23669027635891,0.662539407246358,-3.37593545666216,0.000735651748430249,0.0363779789598758,"CvsMid",37,50,5,42,20,32,34,44,7,9,41,44
"LOC113682626",178.517377480208,-2.43261927138072,0.395435304443562,-6.15175034713651,7.6632441497128e-10,2.52631615468865e-07,"CvsMid",200,103,48,112,112,231,265,252,37,102,333,139
"LOC113683892",94.4009521153542,-4.97294220433922,0.396597517552867,-12.5390149565833,4.56636203464397e-36,9.03226410452577e-33,"CvsMid",77,80,1,8,84,162,96,165,8,11,153,89
"LOC113666383",123.124596319145,-3.12862144319831,0.66951142223787,-4.67299188524785,2.96843499378256e-06,0.000373645008399213,"CvsMid",45,22,8,50,153,195,115,140,53,61,134,289
"LOC113675698",4033.29371042639,2.02077810439237,0.555773630339506,3.63597334252425,0.000276932971088861,0.0167914706371448,"CvsMid",1180,1242,11565,16852,1391,2782,3696,366,11325,12376,1199,1915
"LOC113680239",94.9543974718779,-1.15467263330232,0.310879958266785,-3.71420737361084,0.00020384159089265,0.0130666234606465,"CvsMid",120,49,81,61,72,100,69,150,89,150,136,63
"LOC113670912",29.2225435099474,-1.88633570519643,0.429007714971619,-4.39697385237285,1.0977056273424e-05,0.00110940380410094,"CvsMid",28,17,11,12,42,42,16,32,31,30,57,15
"LOC113668956",25.1444822200027,-2.67350915883973,0.574283661551715,-4.65538084718606,3.23382382404567e-06,0.000403383105114742,"CvsMid",40,16,13,1,11,43,53,37,9,7,34,7
"LOC113686220",187.551982656424,1.04442012067922,0.299453286296777,3.48775641635183,0.00048709161412338,0.025860062358947,"CvsMid",104,46,297,506,70,197,113,128,548,630,171,99
"LOC113672358",59.4511866065617,2.88701471414357,0.614390934712861,4.69898651010017,2.61455721281886e-06,0.000338328590361589,"CvsMid",30,8,232,222,15,17,24,34,348,129,15,0
"LOC113666714",12.5437119013793,-1.97734421911691,0.455973691248501,-4.33653137684928,1.44748772515772e-05,0.00138220103741613,"CvsMid",17,3,10,6,14,12,7,25,8,10,17,13
"LOC113666721",34.5490730466594,-2.2495164960013,0.607017691072052,-3.70584997618181,0.000210682986557247,0.0134429337874269,"CvsMid",50,22,17,20,40,26,99,10,17,11,40,16
"LOC113667899",117.223177930347,-5.78995783352084,0.817949137217138,-7.07862820568487,1.45588399061955e-12,7.46598879041416e-10,"CvsMid",201,82,10,4,95,13,259,15,8,6,243,178
"LOC113664141",290.482134507231,-2.28302636442786,0.409692825839152,-5.57253195672066,2.51063419134547e-08,5.51781603386816e-06,"CvsMid",233,353,79,116,218,259,335,234,227,140,426,342
"LOC113667471",340.328761022387,-1.05037676482133,0.25663791535051,-4.09283547751214,4.2613007760322e-05,0.00366471866738769,"CvsMid",294,181,237,293,362,366,249,420,396,569,422,300
"LOC113678352",42.0811831186909,-3.29050061363845,0.650603599853345,-5.05761206113857,4.2453896188773e-07,6.6046814228062e-05,"CvsMid",58,32,5,23,16,94,29,14,10,8,85,58
"LOC113684855",1126.56654272904,-1.96428275409015,0.547662176068672,-3.58666864341539,0.0003349294850693,0.0194337944557208,"CvsMid",1279,372,314,183,647,2034,904,1767,1432,987,1608,1357
"LOC113678365",16.7705924010308,-2.87660685119534,0.672562018100858,-4.27708787260711,1.89354072563854e-05,0.0017362890653769,"CvsMid",29,7,10,0,6,27,11,13,6,12,19,35
"LOC113664501",921.886446879334,-1.17520935403283,0.336064579997292,-3.49697476015563,0.000470566351802328,0.0252537275467249,"CvsMid",866,412,565,1330,1073,1245,947,625,1126,750,1440,632
"LOC113664289",2045.25033678059,-4.2881556731526,0.469521791364046,-9.13302801281008,6.6609620733732e-20,6.14851205786169e-17,"CvsMid",1974,2525,299,224,645,3283,1797,1870,256,220,3903,2699
"LOC113682888",261.069654136759,-3.38421456948076,0.90848488600089,-3.72511928555897,0.000195222884558294,0.0126311030822156,"CvsMid",372,200,24,52,340,410,344,386,64,93,443,0
"LOC113675828",150.956492927803,-3.23087897236665,0.480031887582905,-6.73055073202539,1.69022102776447e-11,7.22515360116785e-09,"CvsMid",178,162,20,70,151,164,202,206,36,12,180,110
"LOC113682209",53.1481929761257,-2.2722474305353,0.386755438354111,-5.87515314640473,4.22452616680359e-09,1.21859977719922e-06,"CvsMid",55,15,34,28,54,78,100,53,21,21,80,47
"LOC113678576",168.808130668422,0.715535108634698,0.212258289556478,3.3710584878915,0.000748799584347533,0.036506616355197,"CvsMid",73,97,339,316,107,182,165,137,402,346,148,68
"LOC113681730",140.114075878181,-3.31630099571636,0.882397547652736,-3.75828446547482,0.000171082317717855,0.0113884892842376,"CvsMid",180,0,56,21,52,152,185,310,44,34,259,221
"LOC113677330",1015.78184171594,-1.55368943543484,0.186821772766689,-8.31642593058548,9.06556040741041e-17,7.38363231770615e-14,"CvsMid",1141,467,668,688,1071,1216,1347,1034,923,979,1112,951
"LOC113685970",12.905939036571,-1.46376018606387,0.418559202781229,-3.49714013295495,0.000470274729096916,0.0252537275467249,"CvsMid",18,8,11,4,8,17,17,15,17,8,13,11
"LOC113674578",768.784094958417,-5.22585875011927,0.340785276224562,-15.3347550927513,4.47959052415237e-53,2.06748034658046e-49,"CvsMid",965,252,44,70,820,1299,1256,1051,61,40,1144,801
"LOC113684180",137.880108917046,-2.83739648337955,0.416199234778817,-6.81739956799162,9.27031670946656e-12,4.2785601719758e-09,"CvsMid",180,146,36,40,99,195,123,200,16,79,190,101
"LOC113675415",12.0559725677232,-1.43669812829528,0.407596825172357,-3.52480205822937,0.000423799338916088,0.0232854192326673,"CvsMid",13,5,9,6,6,19,14,13,13,12,15,15
"LOC113671697",157.711277959591,-3.35682621112687,0.221304085449087,-15.1683878962964,5.72661271995348e-52,1.9822669930119e-48,"CvsMid",160,116,37,37,187,233,226,172,43,33,232,129
"LOC113666244",653.028180374359,2.50870067868043,0.740110656308426,3.38962918220026,0.000699872246866807,0.0348576659356756,"CvsMid",137,977,816,1395,53,208,153,298,3692,1885,286,152
"LOC113667989",312.693423010089,3.41945827329742,0.755629323680201,4.52531177144286,6.03065354951193e-06,0.000668003432372337,"CvsMid",53,7,803,966,19,729,94,352,972,1236,55,44
"LOC113666599",594.54796051757,-1.2961653032366,0.366984824859327,-3.53193160979736,0.000412536032116541,0.022939654219621,"CvsMid",884,467,446,456,324,381,746,627,520,729,503,643
"LOC113668440",381.924905932142,-3.42555408876688,0.246857658909154,-13.876636859898,8.7766382032912e-44,2.4304266512554e-40,"CvsMid",518,207,54,69,440,506,499,468,130,136,616,317
"LOC113664769",551.957709588179,-1.81910275582582,0.427935136186681,-4.25088430932734,2.12928138850745e-05,0.00192693007224014,"CvsMid",571,477,289,143,586,523,510,654,261,825,729,473
"LOC113672681",206.501512898614,-3.3126923596676,0.511862736059335,-6.47183732336317,9.68183283621103e-11,3.83013307000509e-08,"CvsMid",199,147,19,47,202,460,117,211,116,38,461,154
"LOC113671087",21.8379230388365,-1.67000988449888,0.475774150801902,-3.51008957019656,0.000447955769533713,0.0243231199410345,"CvsMid",23,11,23,5,14,24,14,27,29,14,26,36
"LOC113669782",68.5288529327081,-2.34768364113178,0.329257968869334,-7.13022572906491,1.00204457795509e-12,5.54972369054648e-10,"CvsMid",96,55,29,32,62,69,102,117,31,20,70,38
"LOC113677144",130.708180785602,-1.4699717037403,0.444896378190018,-3.30407658008055,0.000952897988152498,0.043979418479865,"CvsMid",113,91,135,118,111,114,252,141,75,36,135,116
"LOC113677148",97.7273542784454,-0.940125799139748,0.244514259363136,-3.84487105818863,0.000120615844651107,0.00847739586314327,"CvsMid",96,45,129,83,75,73,97,104,103,150,137,100
"LOC113684226",16.1285856542565,-2.07148716379153,0.579227382490475,-3.57629357038485,0.000348500274085287,0.0200221360787755,"CvsMid",13,15,12,7,32,25,20,5,9,8,18,6
"LOC113680923",4391.20838367248,-2.79250780052794,0.259246828781127,-10.7716179737171,4.68691316861669e-27,5.89954543024242e-24,"CvsMid",5927,1857,2160,1606,5619,6733,3112,5185,1793,1531,6592,4534
"LOC113684387",417.282908294948,-4.12992995889273,0.721576758735542,-5.72347973918926,1.04364018916088e-08,2.58040036770028e-06,"CvsMid",704,494,122,67,662,326,548,96,59,14,773,139
"LOC113674023",54.9902797302529,-2.82096893527092,0.472207417001426,-5.97400386716586,2.31500309793915e-09,6.96815932479684e-07,"CvsMid",94,11,11,18,37,64,74,121,26,23,69,51
"LOC113677393",43.3936841818482,-2.01201685660592,0.445166833931982,-4.51969172733417,6.19297413164418e-06,0.000680539046244011,"CvsMid",61,57,17,16,44,39,41,39,27,37,57,18
"LOC113681402",68.7303013137312,-1.59958945410447,0.370358291043783,-4.3190323877895,1.56714784763249e-05,0.00146613034448104,"CvsMid",104,41,45,63,81,54,83,105,42,52,48,46
"LOC113668306",72.0856561816792,-2.01085228115911,0.404993151242804,-4.96515132413572,6.86475224158886e-07,9.83153593032707e-05,"CvsMid",50,70,32,38,46,114,166,52,24,28,61,67
"LOC113674672",73.0048209732147,0.906135634640622,0.277138953160183,3.26960762573454,0.00107696758814948,0.0482866761446225,"CvsMid",44,27,133,160,46,91,79,59,147,209,50,20
"LOC113673390",710.626726313848,-3.5919186634413,0.360850839648252,-9.95402606501516,2.42182517460723e-23,2.5794301052009e-20,"CvsMid",935,431,81,145,893,1166,1125,824,252,99,986,384
"LOC113684636",49.4448400092288,-2.06673220421417,0.375793740874844,-5.49964509627766,3.80556441460533e-08,7.52740641208934e-06,"CvsMid",28,32,21,29,52,79,50,44,34,30,55,74
"LOC113675263",32.1330689967045,-1.75149930588557,0.347600868322629,-5.03882316041828,4.68403013192469e-07,7.20612013406991e-05,"CvsMid",30,15,11,18,40,29,32,36,32,40,40,39
"LOC113683282",52.5216431855862,-2.7215932384106,0.619925805944372,-4.39019187830812,1.13250683929557e-05,0.00113628186209322,"CvsMid",91,47,41,7,83,51,33,69,8,27,24,45
"LOC113670359",82.577473562089,-3.32911159352094,0.492688636927619,-6.75702937717645,1.40849640749198e-11,6.29098105101094e-09,"CvsMid",143,26,21,6,127,165,65,74,38,35,81,82
"LOC113675185",20.1855076521993,-1.47212225062496,0.450658864997809,-3.26660000493304,0.0010884735536023,0.0484924334414337,"CvsMid",24,3,10,14,16,31,19,16,17,37,39,20
"LOC113672765",71.4017510969597,-2.29982187025956,0.688410109864292,-3.34077294523307,0.00083545516156838,0.0398886626450889,"CvsMid",39,19,34,59,115,98,48,92,3,64,77,117
"LOC113683360",96.7645548157938,-3.11744807208749,0.50624270364039,-6.15801087041832,7.36643007616578e-10,2.48769733742906e-07,"CvsMid",110,114,32,9,76,132,132,53,51,15,163,79
"LOC113677082",62.8393736024358,-4.11719667082204,0.502377042866297,-8.19543155740457,2.49695670619822e-16,1.92071458633447e-13,"CvsMid",117,39,6,15,87,128,77,63,9,6,40,41
"LOC113686292",120.975753151731,-3.67178519833805,0.801332125399649,-4.58210158054853,4.60326175951691e-06,0.000548974838739661,"CvsMid",106,27,54,10,78,175,295,92,1,31,162,211
"LOC113672431",118.072436915808,-3.59479187008684,0.510645377450332,-7.03970314592045,1.92649821310067e-12,9.5265336637828e-10,"CvsMid",140,97,16,22,87,154,218,31,26,41,219,135
"LOC113681344",277.117083613061,-2.30768620085899,0.515718496364737,-4.474701251023,7.65182249954877e-06,0.000821295614951568,"CvsMid",310,410,81,78,98,276,322,340,50,228,347,236
"LOC113676604",62.1367270982017,-3.12107447147408,0.687594545108206,-4.53912046521969,5.64893583884591e-06,0.000635895655485045,"CvsMid",56,109,29,11,79,12,58,47,20,9,103,45
"LOC113668327",36.1469851895212,-1.57233547969438,0.430150584085706,-3.65531406411179,0.000256867323608596,0.0158070442785983,"CvsMid",52,35,19,17,31,38,34,62,43,18,38,12
"LOC113669646",33.4968308536427,-2.58051815945058,0.778467741148007,-3.31486845639241,0.000916862591138342,0.0427437018077491,"CvsMid",41,10,33,5,49,81,8,11,23,7,18,65
"LOC113666187",41.916481205495,2.67366052316662,0.475924722107019,5.61782231301152,1.9337921361996e-08,4.38939113406879e-06,"CvsMid",12,3,89,91,13,38,20,32,209,230,12,6
"LOC113666995",303.350673360141,0.877520667251059,0.263530699132832,3.32986126526665,0.000868892655008927,0.0413425694201155,"CvsMid",207,72,773,1091,172,210,148,150,671,670,262,180
"LOC113667981",33.1001143668203,-1.2522688822323,0.332929971262634,-3.76135821441091,0.000168993206309975,0.011303767799845,"CvsMid",41,26,22,18,24,31,40,53,30,40,41,15
"LOC113677209",58.0542496841755,-1.53773096684598,0.386114031012059,-3.98258245838768,6.81704611627393e-05,0.00527311846513569,"CvsMid",85,25,38,26,33,89,35,74,55,79,75,64
"LOC113686179",14.5920565856828,-1.62564964220138,0.452139574613522,-3.59545975065541,0.000323819193268902,0.0189983074152594,"CvsMid",17,10,7,7,11,25,19,24,18,3,12,9
"LOC113666891",100.811451483706,-1.317663786548,0.355735517035203,-3.7040546233049,0.000212180538078589,0.013476384083652,"CvsMid",140,76,50,66,48,115,93,191,79,121,112,63
"LOC113667133",125.144741238249,-1.06718401718061,0.324640776296249,-3.2872765687535,0.00101161429054658,0.0462271005508512,"CvsMid",154,70,168,70,104,106,120,217,125,129,129,86
"LOC113685903",43.3554964726027,-1.95204412825941,0.419811269597432,-4.64981354629017,3.32235244403186e-06,0.000407091079115621,"CvsMid",53,8,36,28,60,70,35,58,28,24,76,24
"LOC113681196",1060.71783806352,1.31966188024099,0.373477603553659,3.53344315076551,0.000410184294197199,0.022939654219621,"CvsMid",509,455,1977,3572,223,506,826,1007,2733,3013,976,471
"LOC113670165",108.077770177639,-1.19959012675256,0.339858344164415,-3.52967684139667,0.000416067538009203,0.0230434845251017,"CvsMid",71,111,68,85,108,87,141,102,132,91,111,94
"LOC113680282",133.066409585706,-1.31990952809884,0.254180525673459,-5.19280351868697,2.07150769011255e-07,3.54099944164177e-05,"CvsMid",141,55,105,90,117,195,192,171,89,155,139,101
"LOC113683409",438.008746853646,-2.98188510545319,0.7312921374679,-4.07755663253535,4.5511446737188e-05,0.0038659600706939,"CvsMid",367,581,111,77,490,834,310,381,7,290,334,458
"LOC113676665",68.7782619926134,-2.48870682829393,0.523859168104781,-4.75071732980751,2.02696313378372e-06,0.00026728887190828,"CvsMid",74,80,16,38,27,32,84,98,36,21,97,89
"LOC113669920",346.508120122147,-1.0636274963613,0.245470232818034,-4.33302027765525,1.470775572782e-05,0.00139481908087257,"CvsMid",362,178,296,368,305,264,340,426,366,470,337,389
"LOC113683533",206.013272339379,-1.65719719105061,0.495741874957992,-3.3428630397443,0.000829188139358038,0.0397264324482747,"CvsMid",219,117,258,121,190,334,294,248,51,84,323,81
"LOC113683602",90.4784007274768,1.52398587936542,0.275200971500806,5.53771983817635,3.06434929000113e-08,6.52753542605473e-06,"CvsMid",32,82,149,190,27,89,96,106,172,267,40,25
"LOC113668461",24.1533992140494,-1.38828276886076,0.322391693359944,-4.30619894201421,1.66083702269068e-05,0.00154335230981041,"CvsMid",25,17,25,14,22,26,13,17,29,26,38,27
"LOC113681384",30.2011833435194,-2.53588649748129,0.733252453117129,-3.45840847405418,0.000543376862082436,0.028073119523856,"CvsMid",46,39,10,9,40,52,15,10,12,21,4,36
"LOC113665832",227.398369002848,-0.696831209676298,0.182167333323533,-3.82522594453699,0.000130652204370091,0.00904505210854137,"CvsMid",227,94,231,235,171,317,214,248,325,344,274,169
"LOC113679600",108.145700113185,1.48096885344232,0.446512923582598,3.3167435369166,0.000910731747950513,0.0427426921710377,"CvsMid",41,29,337,175,30,153,32,80,401,321,60,65
"LOC113678546",30.6233157376468,-2.65294940110806,0.363431235803452,-7.29972864121895,2.88348676202397e-13,1.73585903073843e-10,"CvsMid",41,23,15,10,39,37,29,36,5,20,43,22
"LOC113684738",238.302598946766,-3.53807024508211,0.978219018926854,-3.61684875945625,0.00029821142726074,0.0177211820680352,"CvsMid",347,327,35,21,0,487,345,138,34,73,509,89
"LOC113687128",28.428355199367,-1.17704984314926,0.350015030439855,-3.36285513702109,0.000771408323822039,0.037345872907832,"CvsMid",30,26,18,21,23,22,37,29,22,42,29,23
"LOC113665670",104.255311767043,-2.05410161530382,0.352313653220161,-5.83032078526973,5.5320924188883e-09,1.50190885552799e-06,"CvsMid",143,45,66,58,71,97,147,201,39,61,128,93
"LOC113683782",368.930316876226,-1.19919000516592,0.262006725958282,-4.57694359097049,4.71818617723672e-06,0.000548974838739661,"CvsMid",321,182,290,305,427,633,470,297,377,375,416,241
"LOC113664448",22.0120711359547,-1.48824022209632,0.403589519922313,-3.68750958246585,0.000226459568218199,0.0141241404574288,"CvsMid",22,15,20,3,20,22,23,26,23,27,27,22
"LOC113668080",197.122442311441,2.56445351906439,0.741237912136738,3.45969017109761,0.000540797251155979,0.02804448966107,"CvsMid",20,24,402,936,7,89,274,135,504,723,52,109
"LOC113666770",1243.2114464515,-1.7484237956525,0.517241480438659,-3.38028534403255,0.000724106116827155,0.0359353881490638,"CvsMid",1864,538,334,1538,1238,972,1083,2313,689,972,2272,476
"LOC113675528",104.772601558322,-1.46557869294982,0.31722914045386,-4.61993715600343,3.83856293023603e-06,0.000466217038000422,"CvsMid",109,80,115,85,84,97,95,145,56,71,125,103
