"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Treatment_Compare","1_2","2_2","4_2","11_2","28_2","35_2","36_2","38_2","39_2","41_2","42_2","47_2"
"LOC113676043",47.6796560816519,1.38260421938972,0.362241788964359,3.8167993354454,0.000135194033462049,0.00926681478869073,"CvsMid",23,8,156,101,27,24,38,28,222,95,34,17
"LOC113669770",97.9094770263526,-1.53849330308228,0.380958824204073,-4.03847661567262,5.37994554128298e-05,0.00440773526417776,"CvsMid",77,111,103,33,77,113,104,90,76,61,116,91
"LOC113673389",97.7002792727949,-1.6500043159481,0.371720882606055,-4.43882599325676,9.04509049522101e-06,0.000941641526291955,"CvsMid",111,36,70,67,65,105,218,143,52,54,106,75
"LOC113665371",39.8789065941744,-1.56669789319756,0.309700904723798,-5.05874496748661,4.22024844257869e-07,6.6046814228062e-05,"CvsMid",42,34,34,22,27,61,32,57,24,29,58,25
"LOC113666711",13.4393596073798,-1.9615988681404,0.436227902719256,-4.49672947537891,6.9006696401281e-06,0.000746458373728231,"CvsMid",19,6,6,2,13,15,15,22,12,14,19,9
"LOC113670218",48.6837778028017,-2.587660716877,0.585648797393368,-4.41845134557481,9.94106526859504e-06,0.00102601459957829,"CvsMid",92,16,24,25,46,71,7,97,14,26,71,43
"LOC113682977",254.066035735797,-3.30833796543613,0.711120771724173,-4.65228706147169,3.28273655445267e-06,0.000405828306544211,"CvsMid",417,150,64,144,251,427,302,362,10,10,258,203
"LOC113666479",178.333191700805,-3.57862411153045,0.456258534011554,-7.84341298795262,4.38462976372538e-15,3.19524124781798e-12,"CvsMid",158,214,47,10,220,252,192,195,23,58,258,116
"LOC113678084",451.551782284659,0.632265049920563,0.168811594724586,3.74538876285184,0.000180114641434942,0.0118755586919438,"CvsMid",258,233,886,998,270,394,298,350,1044,1074,436,235
"LOC113665455",280.035885135816,-5.42668888322034,0.932575309338934,-5.81903555549535,5.91881441590872e-09,1.57599816158985e-06,"CvsMid",522,0,10,34,238,572,266,387,11,24,510,345
"LOC113681280",392.181318903593,1.73739822229287,0.52249225222693,3.32521336897887,0.000883508926595745,0.0418940568412489,"CvsMid",237,116,908,1493,46,430,492,143,913,996,287,80
"LOC113666401",25.7013707386074,-1.74772647934888,0.535375068171419,-3.26448985627638,0.00109661389622816,0.0484924334414337,"CvsMid",39,7,15,7,13,57,18,38,19,31,49,13
"LOC113684177",211.457415532129,-4.16628265025904,0.829007626630831,-5.02562644349996,5.01791814326578e-07,7.63495545183055e-05,"CvsMid",325,205,36,13,349,237,20,386,29,56,24,290
"LOC113671656",139.770535919934,-1.06211016002777,0.192298756183037,-5.52322948473373,3.32824563015621e-08,6.77689544046218e-06,"CvsMid",145,81,109,105,126,218,172,157,166,144,144,83
"LOC113665701",47.5725525261979,-1.25126958729996,0.326114843973648,-3.83689859698956,0.000124597889508432,0.00866925818157664,"CvsMid",56,49,38,29,28,58,46,87,31,38,41,25
"LOC113672624",57.1602872566003,-1.49421733190997,0.428554066425279,-3.48664835775277,0.000489114011701249,0.025860062358947,"CvsMid",88,46,51,14,46,76,62,62,78,32,59,31
"LOC113678445",250.596840852148,-1.89946122841268,0.476836354883993,-3.98346562496224,6.79174994915139e-05,0.00527311846513569,"CvsMid",308,57,88,74,212,528,229,258,232,302,395,235
"LOC113678090",81.205526552791,-1.0688956575545,0.275171302601853,-3.88447358953376,0.000102551839098317,0.00742685282754497,"CvsMid",92,56,83,60,49,68,107,130,81,71,83,61
